iteration,timestamp,T1_LEVEL,T2_LEVEL,J1_LEVEL,J2_LEVEL,J3_LEVEL,J4_LEVEL,J5_LEVEL,J1S_LEVEL,J2S_LEVEL,P2_FLOW,P2_STATUS,P1_FLOW,P1_STATUS,V13_FLOW,V13_STATUS,V24_FLOW,V24_STATUS,plc3AttackerUnit,plc2AttackerUnit
50,2025-08-02 13:29:55.098060,7.002251656719109,7.047528208877155,58.053138194059336,58.05981035032421,58.07055520307899,58.342460897730255,58.07134603410156,58.05313821309051,58.059810400313715,0.0,0.0,0.0,0.0,-6.364956304309999,1.0,-16.718930618822014,1.0,0,0
51,2025-08-02 13:30:06.718638,6.941387288251329,6.987405043050695,57.99255951706282,57.999286827892945,58.00991180533261,58.28233766596864,58.01070017681395,57.99255953605579,57.99928687792066,0.0,0.0,0.0,0.0,-6.35217627404927,1.0,-16.731710649082743,1.0,0,0
52,2025-08-02 13:30:17.833997,6.880554716652411,6.927250085535646,57.93198776581074,57.9387656684151,57.949281035941475,58.22218264816513,57.950067163324164,57.93198778476878,57.93876571847774,0.0,0.0,0.0,0.0,-6.34049432392203,1.0,-16.743389701900924,1.0,0,0
53,2025-08-02 13:30:29.207872,6.819751196219811,6.867066071381078,57.87142257606271,57.87824685051627,57.88866193279018,58.16199857890177,57.88944601114132,57.871422594988836,57.87824690061083,0.0,0.0,0.0,0.0,-6.329817740038379,1.0,-16.754066285784575,1.0,0,0
54,2025-08-02 13:30:40.662910,6.758974234744257,6.806855507345581,57.81086326172656,57.817730082932975,57.828053431715155,58.101787964477126,57.828835639786845,57.81086328062349,57.8177301330567,0.0,0.0,0.0,0.0,-6.320053808508419,1.0,-16.763821525387357,1.0,0,0
55,2025-08-02 13:30:51.895189,6.6982215429722665,6.746620675864661,57.75030935505801,57.75721514419168,57.76745464099323,58.04155308691707,57.768235141643785,57.750309373928275,57.757215194342095,0.0,0.0,0.0,0.0,-6.311138788532844,1.0,-16.77274523729011,1.0,0,0
56,2025-08-02 13:31:03.399188,6.637491030707197,6.686363659869531,57.68976053623272,57.69670205843336,57.706864804412504,57.98129602879952,57.707643745385795,57.68976055507859,57.69670210860816,0.0,0.0,0.0,0.0,-6.302979966221756,1.0,-16.78090116229214,1.0,0,0
57,2025-08-02 13:31:15.950437,6.576780798101324,6.626086370328378,57.629216263437186,57.636190522520806,57.64628309958108,57.92101870073644,57.647060616413626,57.629216282260764,57.6361905727179,0.0,0.0,0.0,0.0,-6.295525190012086,1.0,-16.788358835810868,1.0,0,0
58,2025-08-02 13:31:28.240162,6.516089099054256,6.5657905452000795,57.56867626090348,57.57568049780665,57.58570888950188,57.860722840387766,57.586485105220156,57.56867627970668,57.57568054802411,0.0,0.0,0.0,0.0,-6.2887078217954695,1.0,-16.795170409409366,1.0,0,0
59,2025-08-02 13:31:39.740553,6.4554143460666,6.505477777301445,57.50814013314456,57.51517183897103,57.52514151737005,57.8004100402836,57.52591654451092,57.50814015192913,57.51517188920712,0.0,0.0,0.0,0.0,-6.282478607317898,1.0,-16.801402521195996,1.0,0,0
60,2025-08-02 13:31:51.606584,6.394755084776061,6.445149520438902,57.10859939056837,57.12015879526725,57.15338960765226,57.739999823586984,57.15538722118391,57.10859942226114,57.12015887165442,0.0,0.0,0.0,0.0,-10.599611073871529,1.0,-25.54759919519256,1.0,0,0
61,2025-08-02 13:32:03.828118,6.297869294620548,6.352578585604842,57.01343601985711,57.02528132854021,57.05782573185588,57.64742850518644,57.0598081945041,57.013436051396546,57.02528140508072,0.0,0.0,0.0,0.0,-10.548328703521292,1.0,-25.598881565542797,1.0,0,0
62,2025-08-02 13:32:16.346200,6.201111507502766,6.259879651960755,56.91829392491868,56.93041089396094,56.96230869961453,57.55472921071542,56.964276974019846,56.918293956314,56.93041097064556,0.0,0.0,0.0,0.0,-10.500129070010189,1.0,-25.6470811990539,1.0,0,0
63,2025-08-02 13:32:27.601257,6.104473999205021,6.16706044516098,56.82317219565349,56.83554710681614,56.86683592160825,57.46190966443945,56.86879090582984,56.82317222691335,56.83554718363623,0.0,0.0,0.0,0.0,-10.454820950940302,1.0,-25.692386420814728,1.0,0,0
64,2025-08-02 13:32:39.910351,6.007949518900092,6.074128203073858,56.72807036218881,56.740690053672886,56.77140516583732,57.36897710297602,56.7733476954919,56.7280703933213,56.74069013062033,0.0,0.0,0.0,0.0,-10.412227610459013,1.0,-25.734982658605077,1.0,0,0
65,2025-08-02 13:32:51.193002,5.911531281288843,5.981089725189264,56.632987464791114,56.645839300425415,56.676014065119624,57.275938324587315,56.67794492094433,56.63298749580386,56.6458393774926,0.0,0.0,0.0,0.0,-10.37217521002276,1.0,-25.77502926442321,1.0,0,0
66,2025-08-02 13:33:03.047011,5.815212911262202,5.8879513833505515,67.3392333277669,62.36356042573455,57.49844612852507,57.18303241995362,57.46480955400857,67.33923274505143,62.36356018534739,0.0,0.0,311.4327537416648,1.0,194.8885021397473,1.0,80.3972002000819,1.0,0,0
67,2025-08-02 13:33:16.384878,5.892853837610433,5.954411207305607,67.35500613722341,62.40116534693071,57.569250483924506,57.24949197666337,57.535948663963204,67.35500555626973,62.40116510726744,0.0,0.0,310.6014179053115,1.0,194.29927060173213,1.0,80.15509815777477,1.0,0,0
68,2025-08-02 13:33:29.161972,5.96972280266991,6.020752596941856,67.37071452945963,62.43868965011755,57.639503752251635,57.31583306545639,57.60652707306325,67.37071395025669,62.438689411179084,0.0,0.0,309.7734773007223,1.0,193.7137418246948,1.0,79.91268900070736,1.0,0,0
69,2025-08-02 13:33:41.288721,6.0458385525913965,6.086960447061967,67.3863578147769,62.47612597237304,57.70921221440606,57.38204058355208,57.67655159084805,67.38635723731375,62.47612573416009,0.0,0.0,308.9489682797768,1.0,193.13186945169036,1.0,79.67003936698802,1.0,0,0
70,2025-08-02 13:33:53.202037,6.121218852141635,6.153020649928776,67.40193610451166,62.51346879705837,57.77838221982855,57.44810042548309,57.746029050834345,67.40193552877747,62.513468559571486,0.0,0.0,308.1278849742726,1.0,192.5536187150101,1.0,79.427210100107,1.0,0,0
71,2025-08-02 13:34:06.163563,6.195880567384138,6.218920029390557,67.41744879997808,62.55071141638041,57.847020065039025,57.51399941716945,57.81496619875941,67.41744822596219,62.550711179619924,0.0,0.0,307.31025893908657,1.0,191.97893746309092,1.0,79.18426494086361,1.0,0,0
72,2025-08-02 13:34:18.742019,6.2698397268806065,6.284646252968929,67.40732330138636,62.51727850764416,57.87972852212564,57.57971703374992,57.84843240847168,67.40732272875911,62.51727827341176,0.0,0.0,307.8439425458951,1.0,191.51450461549757,1.0,78.33874613538683,1.0,0,0
73,2025-08-02 13:34:31.169383,6.338656375227991,6.3464234433688915,67.42182200261885,62.552304998030635,57.943436276327866,57.64149383932649,57.91240742113817,67.42182143159046,62.55230476448431,0.0,0.0,307.0797609998991,1.0,190.97977146088851,1.0,78.1092908471237,1.0,0,0
74,2025-08-02 13:34:43.668139,6.406836128859735,6.408019049391518,67.43625659494252,62.587222976888896,58.00665662758577,57.703089039852095,57.97588818556474,67.43625602550303,62.58722274402848,0.0,0.0,306.3189584355283,1.0,190.4483702116977,1.0,77.8798906077327,1.0,0,0
75,2025-08-02 13:34:54.846282,6.474392869601378,6.469422821512464,67.45062667209922,62.62202774646955,58.06939574008184,57.764492387382674,58.03888121013565,67.45062610423875,62.622027514294736,0.0,0.0,305.561556265391,1.0,189.9202661002164,1.0,77.65059177415878,1.0,0,0
76,2025-08-02 13:35:06.364395,6.541339810624412,6.530625178198649,67.4649323785453,62.6567149119779,58.13165967961993,57.825694301863344,58.101392879473735,67.46493181225415,62.65671468048824,0.0,0.0,304.8075468756378,1.0,189.39540697488155,1.0,77.42144360065595,1.0,0,0
77,2025-08-02 13:35:17.851902,6.607689545497483,6.591617161105778,67.47917356106336,62.69128097209369,58.19345437501068,57.8866858263419,58.16342942041667,67.47917299633197,62.69128074128861,0.0,0.0,304.0569383418847,1.0,188.87374647874822,1.0,77.19248664955103,1.0,0,0
78,2025-08-02 13:35:29.776001,6.67345408632387,6.652390397646957,67.49335042487398,62.725722209538596,58.25478565628229,57.9474585895261,58.224996939766505,67.4933498616929,62.72572197941738,0.0,0.0,303.30971984758963,1.0,188.35524404948956,1.0,76.96376727778897,1.0,0,0
79,2025-08-02 13:35:40.944470,6.738644904154718,6.71293705830326,67.50746279225771,62.76003490307213,58.31565920236897,58.008004763103294,58.28610137649129,67.5074622306176,62.76003467363396,0.0,0.0,302.5659007597962,1.0,187.83987071401498,1.0,76.73532604769662,1.0,0,0
80,2025-08-02 13:35:51.983696,6.803272959519867,6.773249818269832,67.52151091354733,62.79421663431704,58.37608059056946,58.068317023422146,58.34674854980284,67.52151035343898,62.794216405560995,0.0,0.0,301.82546788423804,1.0,187.3275743207614,1.0,76.50718903505549,1.0,0,0
81,2025-08-02 13:36:04.273705,6.8673487372496975,6.833321836203143,67.53549447288407,62.828263369610696,58.43605523326792,58.128388530183905,58.406944100791975,67.53549391429837,62.82826314153569,0.0,0.0,301.08843786885143,1.0,186.81832589663827,1.0,76.27941418604678,1.0,0,0
82,2025-08-02 13:36:16.315295,6.930882270153817,6.893146706003918,67.54941379959666,62.86217243823546,58.49558845200101,58.18821287829561,58.46669356348277,67.54941324252466,62.86217221084036,0.0,0.0,300.3547933557412,1.0,186.31207329008248,1.0,76.0520217818339,1.0,0,0
83,2025-08-02 13:36:27.630482,6.993883170838049,6.952718442338602,67.5632688610982,62.8959421109851,58.554685416852664,58.2477840833825,58.526002308918656,67.563268305531,62.89594188426867,0.0,0.0,299.62453606246265,1.0,185.80879332262157,1.0,75.82504079550745,1.0,0,0
84,2025-08-02 13:36:39.950516,7.056360652718945,7.012031461864969,67.36282107871644,62.31192418744876,58.399453796544066,58.30704571984149,58.37592732566709,67.36282052465664,62.311923978253255,0.0,0.0,310.18951659248035,1.0,185.30464416244286,1.0,69.96518976336574,1.0,0,0
85,2025-08-02 13:36:52.446455,7.074729054592176,7.038038767340737,57.04899428175872,57.065256944130724,57.16029966069657,58.33272692554398,57.16516692978618,57.04899433356987,57.06525705652961,0.0,0.0,0.0,0.0,-17.32817676781906,1.0,-37.59167528983198,1.0,0,0
86,2025-08-02 13:37:05.132151,6.924463698469774,6.900453915534033,56.90402224657764,56.92098542906413,57.01405883383461,58.19514094745461,57.01887833525137,56.90402229806904,56.92098554178276,0.0,0.0,0.0,0.0,-17.22123709043899,1.0,-37.69861496721205,1.0,0,0
87,2025-08-02 13:37:16.984365,6.77446642521107,6.762600986568947,56.75907565720323,56.77672154821821,56.86790482315501,58.057286939677184,56.87267883741221,56.75907570838877,56.776721661242675,0.0,0.0,0.0,0.0,-17.118944696790095,1.0,-37.80089866893377,1.0,0,0
88,2025-08-02 13:37:29.016112,6.624725538356016,6.62449168184035,56.6141541043374,56.63246472988703,56.72183395588327,57.91917660160764,56.726564655618596,56.61415415523035,56.63246484320409,0.0,0.0,0.0,0.0,-17.021085186001983,1.0,-37.89875528241282,1.0,0,0
89,2025-08-02 13:37:41.580162,6.475229838617957,6.486137187086447,56.46925838305538,56.488215614284876,56.57584372145285,57.780821117043075,56.58053316084922,56.46925843366835,56.4882157278819,0.0,0.0,0.0,0.0,-16.927447054513323,1.0,-37.99239051659242,1.0,0,0
90,2025-08-02 13:37:53.778827,6.325968660369878,6.347548177777876,56.32438850117948,56.34397415343741,56.429931329073106,57.64223115953464,56.43458145507876,56.32438855152455,56.34397426730234,0.0,0.0,0.0,0.0,-16.837850669162435,1.0,-38.08199269656143,1.0,0,0
91,2025-08-02 13:38:05.522177,6.176931822055674,6.208734829351593,56.179544822218915,56.19974071460556,56.28409428659255,57.50341690274016,56.288706942578344,56.179544872307574,56.19974082872689,0.0,0.0,0.0,0.0,-16.752093218315167,1.0,-38.16774145548152,1.0,0,0
92,2025-08-02 13:38:17.552756,6.028109618150102,6.069706855100929,56.03472711131226,56.055515147777875,56.13832990600912,57.364388058203836,56.142906840992744,56.03472716115551,56.05551526214461,0.0,0.0,0.0,0.0,-16.670015349973255,1.0,-38.24981932382343,1.0,0,0
93,2025-08-02 13:38:29.131975,5.879492778101745,5.930473517480634,55.88993556257142,55.91129775535119,55.992635827642424,57.22515388676624,55.99717869876465,55.889935612179755,55.91129786995283,0.0,0.0,0.0,0.0,-16.591449020211257,1.0,-38.32838275627637,1.0,0,0
94,2025-08-02 13:38:41.469658,5.731072462804878,5.79104366380532,67.07254008515355,61.59403816048692,57.12868045584074,57.086059588941055,57.09941285178075,67.07253949915044,61.594037937488366,0.0,0.0,325.4893268911312,1.0,195.98804831161942,1.0,74.58160266651248,1.0,0,0
95,2025-08-02 13:38:52.807471,5.7642274527942,5.818651143393457,67.07930940610488,61.61033928190351,57.159466719622536,57.11366722601369,57.130414510686,67.0793088208664,61.61033905920713,0.0,0.0,325.13253699202323,1.0,195.73232022480624,1.0,74.4805416292138,1.0,0,0
96,2025-08-02 13:39:05.446068,5.796853216515727,5.846405702794675,67.07872010284568,61.60418548568188,57.18419131233812,57.14142050591164,57.15547233485292,67.07871951841408,61.604185263893775,0.0,0.0,325.1635973379433,1.0,195.46245906440163,1.0,74.17677036357873,1.0,0,0
97,2025-08-02 13:39:17.470435,5.827557826029335,5.872945276650422,67.08512165560377,61.6198205373619,57.213032325697775,57.167960163054985,57.18449168637015,67.08512107188821,61.619820315866605,0.0,0.0,324.82619135895345,1.0,195.2229790867932,1.0,74.07884131737319,1.0,0,0
