iteration,timestamp,T41_LEVEL,T42_LEVEL,J2_LEVEL,J13_LEVEL,J14_LEVEL,J19_LEVEL,J21_LEVEL,P79_FLOW,P79_STATUS,P1_FLOW,P1_STATUS,plc4attack
33,2024-06-13 19:32:20.484961,10.668000000000001,9.928202177957138,77.88598163468029,71.15888923330384,73.12320805187836,60.972906509960744,73.12320805187835,0.0,0.0,253.56986173366258,1.0,1
34,2024-06-13 19:32:25.513890,10.668000000000001,10.177414309378692,77.89618610458005,71.26286419833718,73.1996786341652,61.224139195532274,73.19967863416517,0.0,0.0,251.6700738251918,1.0,1
35,2024-06-13 19:32:30.929693,10.668000000000001,10.424595288361207,77.90637254842991,71.36605040218224,73.27558841888671,61.47333723241263,73.2755884188867,0.0,0.0,249.77364186484715,1.0,1
36,2024-06-13 19:32:42.012911,10.668000000000001,10.668000000000001,79.14600742594897,79.10068001085868,79.11164561674912,79.08285201479055,79.11164561674904,0.0,0.0,18.988174872306388,1.0,1
37,2024-06-13 19:32:47.513279,10.668000000000001,10.668000000000001,79.17982924376884,79.15833526088487,79.16353531599184,79.14988179181354,79.1635353159918,0.0,0.0,12.69149496949787,1.0,1
38,2024-06-13 19:32:53.024478,10.668000000000001,10.668000000000001,79.17982925044545,79.15833526927538,79.1635353276353,79.14988180165186,79.16353532763524,0.0,0.0,12.691493726497233,1.0,1
39,2024-06-13 19:32:57.700884,10.668000000000001,10.668000000000001,79.17982924506325,79.15833526251157,79.1635353182492,79.14988179372095,79.16353531824915,0.0,0.0,12.691494728514188,1.0,1
40,2024-06-13 19:33:02.402819,10.668000000000001,10.668000000000001,79.17982923257402,79.1583352468163,79.16353529646906,79.14988177531737,79.16353529646901,0.0,0.0,12.691497053659758,1.0,1
41,2024-06-13 19:33:07.976770,10.668000000000001,10.668000000000001,79.17982921996328,79.1583352309683,79.1635352744769,79.14988175673473,79.16353527447684,0.0,0.0,12.691499401430413,1.0,1
42,2024-06-13 19:33:14.061399,10.668000000000001,10.668000000000001,79.17982925311503,79.15833527263024,79.16353533229083,79.14988180558564,79.16353533229078,0.0,0.0,12.691493229495736,1.0,0
43,2024-06-13 19:33:19.160550,10.66261773042766,10.659789312871649,61.96019529165298,61.95889960008743,61.962922129852565,61.962998314485645,61.962999229008446,0.0,0.0,0.0,0.0,0
44,2024-06-13 19:33:23.633080,10.655230834053349,10.653583252665033,61.9540200238008,61.95200256148264,61.95747776699135,61.95478830918817,61.95761634465106,0.0,0.0,0.0,0.0,0
45,2024-06-13 19:33:28.042443,10.648370147363416,10.646850982885956,61.94696825712273,61.94527228906107,61.95010877337941,61.94858208570299,61.95022962553184,0.0,0.0,0.0,0.0,0
46,2024-06-13 19:33:32.796806,10.641573764903509,10.64005440898098,61.940143261682664,61.938480635741534,61.943250197022934,61.94184979519686,61.94336895973627,0.0,0.0,0.0,0.0,0
47,2024-06-13 19:33:37.382552,10.634777285677064,10.633257932029812,61.93334682625047,61.931684150859866,61.93645381139485,61.93505322132324,61.93657257724503,0.0,0.0,0.0,0.0,0
48,2024-06-13 19:33:42.809102,10.627980807602224,10.626461453954972,61.926550347782786,61.924887673000384,61.9296573322089,61.92825674437171,61.929776098018955,0.0,0.0,0.0,0.0,0
49,2024-06-13 19:33:48.537143,10.616777786118064,10.613004763452599,61.91409604462556,61.90984509190729,61.922678122028366,61.921457245765545,61.92297781071535,0.0,0.0,0.0,0.0,0
50,2024-06-13 19:33:53.483078,10.604703345594539,10.60041949222298,61.90227704169609,61.89747265459502,61.91143005748452,61.90800104598764,61.911774343260305,0.0,0.0,0.0,0.0,0
