iteration,timestamp,P79,T41,T42,P1,J2,J13
64.0,2024-12-24 16:04:56.270987,0.0,7.9179463386535645,7.907997131347656,0.0,59.21000671386719,59.19875717163086
65.0,2024-12-24 16:05:02.546903,0.0,7.898756980895996,7.8885722160339355,0.0,59.190792083740234,59.17943572998047
66.0,2024-12-24 16:05:09.247864,0.0,7.879517555236816,7.869196891784668,0.0,59.17153549194336,59.16012191772461
67.0,2024-12-24 16:05:15.539002,0.0,7.860249042510986,7.849850654602051,0.0,59.152259826660156,59.14080810546875
68.0,2024-12-24 16:05:22.672770,0.0,7.8409647941589355,7.8305206298828125,0.0,59.13296890258789,59.121498107910156
69.0,2024-12-24 16:05:29.136831,0.0,7.8216705322265625,7.811200141906738,0.0,59.113670349121094,59.10219192504883
70.0,2024-12-24 16:05:35.291825,0.0,7.802371025085449,7.791884899139404,0.0,59.0943717956543,59.082881927490234
71.0,2024-12-24 16:05:41.516105,0.0,7.7830681800842285,7.772573471069336,0.0,59.07506561279297,59.063575744628906
72.0,2024-12-24 16:05:48.559645,0.0,7.763763427734375,7.753263473510742,0.0,59.05575942993164,59.04426574707031
73.0,2024-12-24 16:05:55.920709,0.0,7.743679523468018,7.732763290405273,0.0,59.034584045410156,59.022239685058594
74.0,2024-12-24 16:06:02.920310,0.0,7.723509788513184,7.712348937988281,0.0,59.01438522338867,59.00193405151367
75.0,2024-12-24 16:06:09.667579,0.0,7.7032904624938965,7.6919846534729,0.0,58.99414825439453,58.981632232666016
76.0,2024-12-24 16:06:16.376698,0.0,7.683042049407959,7.67164945602417,0.0,58.9738883972168,58.961334228515625
77.0,2024-12-24 16:06:22.963941,0.0,7.662775993347168,7.651331424713135,0.0,58.95361328125,58.9410400390625
78.0,2024-12-24 16:06:29.394966,0.0,7.6424994468688965,7.63102388381958,0.0,58.93333435058594,58.920745849609375
79.0,2024-12-24 16:06:35.679829,0.0,7.622216701507568,7.61072301864624,0.0,58.913047790527344,58.900455474853516
80.0,2024-12-24 16:06:42.598795,0.0,7.601930141448975,7.590425491333008,0.0,58.89276123046875,58.88016128540039
81.0,2024-12-24 16:06:49.183764,0.0,7.581641674041748,7.570129871368408,0.0,58.87247085571289,58.85987091064453
82.0,2024-12-24 16:06:56.321745,0.0,7.561351776123047,7.549836158752441,0.0,58.85218048095703,58.839576721191406
83.0,2024-12-24 16:07:02.804220,0.0,7.541060924530029,7.529542922973633,0.0,58.83189010620117,58.81928634643555
84.0,2024-12-24 16:07:09.622661,0.0,7.5207695960998535,7.509250164031982,0.0,58.81159973144531,58.79899215698242
85.0,2024-12-24 16:07:16.318494,0.0,7.493292808532715,7.478058338165283,0.0,58.77045822143555,58.74834442138672
86.0,2024-12-24 16:07:23.345028,0.0,7.465147018432617,7.447535514831543,0.0,58.74197006225586,58.718936920166016
87.0,2024-12-24 16:07:29.934897,0.0,7.436607360839844,7.4174065589904785,0.0,58.71316909790039,58.689544677734375
88.0,2024-12-24 16:07:36.505656,0.0,7.407815933227539,7.387529373168945,0.0,58.6841926574707,58.6601676940918
89.0,2024-12-24 16:07:42.481692,0.0,7.378857135772705,7.357819557189941,0.0,58.65510177612305,58.630802154541016
90.0,2024-12-24 16:07:49.596920,0.0,7.3497843742370605,7.328223705291748,0.0,58.62593460083008,58.601444244384766
91.0,2024-12-24 16:07:56.196061,0.0,7.3206329345703125,7.2987060546875,0.0,58.596717834472656,58.57209014892578
92.0,2024-12-24 16:08:03.457880,0.0,7.291427135467529,7.269243240356445,0.0,58.567466735839844,58.54274368286133
93.0,2024-12-24 16:08:10.315679,0.0,7.26218318939209,7.239818572998047,0.0,58.53818893432617,58.51340103149414
94.0,2024-12-24 16:08:16.813524,0.0,7.232912540435791,7.21042013168335,0.0,58.50889587402344,58.48405838012695
95.0,2024-12-24 16:08:23.567073,0.0,7.203623294830322,7.1810407638549805,0.0,58.47958755493164,58.45471954345703
96.0,2024-12-24 16:08:30.624906,0.0,7.174320697784424,7.151674747467041,0.0,58.45027542114258,58.425384521484375
97.0,2024-12-24 16:08:38.003792,0.0,7.144753932952881,7.121926784515381,0.0,58.42009353637695,58.39479446411133
98.0,2024-12-24 16:08:45.246632,0.0,7.1151604652404785,7.09220552444458,0.0,58.39047622680664,58.36513137817383
99.0,2024-12-24 16:08:52.244408,0.0,7.085548400878906,7.062502861022949,0.0,58.36084747314453,58.33546829223633
100.0,2024-12-24 16:08:59.277669,0.0,7.0559234619140625,7.032813549041748,0.0,58.33121109008789,58.305809020996094
101.0,2024-12-24 16:09:06.767781,0.0,7.324758529663086,7.145312309265137,1.0,77.0381088256836,69.06043243408203
102.0,2024-12-24 16:09:13.842045,0.0,7.585422515869141,7.263453483581543,1.0,77.05078887939453,69.11325073242188
103.0,2024-12-24 16:09:20.732617,0.0,7.839694023132324,7.385478973388672,1.0,77.06336212158203,69.16828918457031
104.0,2024-12-24 16:09:27.489036,0.0,8.088468551635742,7.5105133056640625,1.0,77.07584381103516,69.2248306274414
105.0,2024-12-24 16:09:34.554752,0.0,8.33231258392334,7.63800573348999,1.0,77.08824157714844,69.28253173828125
106.0,2024-12-24 16:09:41.194363,0.0,8.571637153625488,7.767563343048096,1.0,77.10055541992188,69.3411865234375
107.0,2024-12-24 16:09:48.070915,0.0,8.806756019592285,7.898886680603027,1.0,77.11279296875,69.400634765625
108.0,2024-12-24 16:09:54.898651,0.0,9.037922859191895,8.031736373901367,1.0,77.12495422363281,69.46076202392578
109.0,2024-12-24 16:10:01.364705,0.0,9.268814086914062,8.174139976501465,1.0,77.15308380126953,69.73796844482422
110.0,2024-12-24 16:10:08.103789,0.0,9.49620246887207,8.31758975982666,1.0,77.1654052734375,69.8019790649414
111.0,2024-12-24 16:10:15.049983,0.0,9.720232963562012,8.461953163146973,1.0,77.17766571044922,69.86637878417969
112.0,2024-12-24 16:10:21.828003,0.0,9.941035270690918,8.607111930847168,1.0,77.18987274169922,69.93111419677734
113.0,2024-12-24 16:10:28.708336,0.0,10.158724784851074,8.752961158752441,1.0,77.20201110839844,69.99613189697266
114.0,2024-12-24 16:10:35.480714,0.0,10.373406410217285,8.899408340454102,1.0,77.21410369873047,70.06140899658203
115.0,2024-12-24 16:10:48.478204,0.0,10.668000221252441,9.104837417602539,1.0,77.23811340332031,70.19255828857422
116.0,2024-12-24 16:10:55.015777,0.0,10.668000221252441,9.250138282775879,1.0,77.8174057006836,70.5649642944336
117.0,2024-12-24 16:11:01.433604,0.0,10.668000221252441,9.489809036254883,1.0,77.82322692871094,70.62622833251953
118.0,2024-12-24 16:11:08.413398,0.0,10.668000221252441,9.727555274963379,1.0,77.83287048339844,70.72733306884766
119.0,2024-12-24 16:11:15.520044,0.0,10.668000221252441,9.963383674621582,1.0,77.84249877929688,70.82769012451172
120.0,2024-12-24 16:11:22.414013,0.0,10.668000221252441,10.197296142578125,1.0,77.85210418701172,70.92729187011719
121.0,2024-12-24 16:11:35.697735,0.0,10.668000221252441,10.668000221252441,1.0,77.88825225830078,71.25475311279297
122.0,2024-12-24 16:11:42.463997,0.0,10.668000221252441,10.668000221252441,1.0,79.06986999511719,78.94256591796875
123.0,2024-12-24 16:11:49.335982,0.0,10.668000221252441,10.668000221252441,1.0,79.06986999511719,78.94256591796875
124.0,2024-12-24 16:11:56.212719,0.0,10.668000221252441,10.668000221252441,1.0,79.06986999511719,78.94256591796875
125.0,2024-12-24 16:12:03.046507,0.0,10.668000221252441,10.668000221252441,1.0,79.06986999511719,78.94256591796875
126.0,2024-12-24 16:12:10.210585,0.0,10.668000221252441,10.668000221252441,1.0,79.06986999511719,78.94256591796875
127.0,2024-12-24 16:12:16.965509,0.0,10.668000221252441,10.668000221252441,1.0,79.06986999511719,78.94256591796875
128.0,2024-12-24 16:12:23.896016,0.0,10.668000221252441,10.668000221252441,1.0,79.06986999511719,78.94256591796875
129.0,2024-12-24 16:12:30.081694,0.0,10.668000221252441,10.668000221252441,1.0,79.06986999511719,78.94256591796875
130.0,2024-12-24 16:12:36.414794,0.0,10.668000221252441,10.668000221252441,1.0,79.06986999511719,78.94256591796875
131.0,2024-12-24 16:12:42.725787,0.0,10.668000221252441,10.668000221252441,1.0,79.06986999511719,78.94256591796875
132.0,2024-12-24 16:12:49.266943,0.0,10.668000221252441,10.668000221252441,1.0,79.06986999511719,78.94256591796875
133.0,2024-12-24 16:12:55.552236,0.0,10.668000221252441,10.668000221252441,1.0,79.04825592041016,78.890869140625
134.0,2024-12-24 16:13:02.101976,0.0,10.668000221252441,10.668000221252441,1.0,79.04825592041016,78.890869140625
135.0,2024-12-24 16:13:08.734219,0.0,10.668000221252441,10.668000221252441,1.0,79.04825592041016,78.890869140625
136.0,2024-12-24 16:13:15.197926,0.0,10.668000221252441,10.668000221252441,1.0,79.04825592041016,78.890869140625
137.0,2024-12-24 16:13:21.930983,0.0,10.668000221252441,10.668000221252441,1.0,79.04825592041016,78.890869140625
138.0,2024-12-24 16:13:29.030844,0.0,10.668000221252441,10.668000221252441,1.0,79.04825592041016,78.890869140625
139.0,2024-12-24 16:13:35.976807,0.0,10.668000221252441,10.668000221252441,1.0,79.04825592041016,78.890869140625
140.0,2024-12-24 16:13:42.844658,0.0,10.668000221252441,10.668000221252441,1.0,79.04825592041016,78.890869140625
141.0,2024-12-24 16:13:49.775674,0.0,10.668000221252441,10.668000221252441,1.0,79.04825592041016,78.890869140625
142.0,2024-12-24 16:13:56.561356,0.0,10.668000221252441,10.668000221252441,1.0,79.04825592041016,78.890869140625
143.0,2024-12-24 16:14:03.425916,0.0,10.668000221252441,10.668000221252441,1.0,79.04825592041016,78.890869140625
144.0,2024-12-24 16:14:10.454742,0.0,10.668000221252441,10.668000221252441,1.0,79.04825592041016,78.890869140625
145.0,2024-12-24 16:14:17.316117,0.0,10.668000221252441,10.668000221252441,1.0,79.07161712646484,78.94660949707031
146.0,2024-12-24 16:14:24.413071,0.0,10.668000221252441,10.668000221252441,1.0,79.07161712646484,78.94660949707031
147.0,2024-12-24 16:14:31.328647,0.0,10.668000221252441,10.668000221252441,1.0,79.07161712646484,78.94660949707031
148.0,2024-12-24 16:14:38.434681,0.0,10.668000221252441,10.668000221252441,1.0,79.07161712646484,78.94660949707031
149.0,2024-12-24 16:14:44.855170,0.0,10.668000221252441,10.668000221252441,1.0,79.07161712646484,78.94660949707031
150.0,2024-12-24 16:14:51.364430,0.0,10.668000221252441,10.668000221252441,1.0,79.07161712646484,78.94660949707031
151.0,2024-12-24 16:14:58.134023,0.0,10.668000221252441,10.668000221252441,1.0,79.07161712646484,78.94660949707031
152.0,2024-12-24 16:15:04.995059,0.0,10.668000221252441,10.668000221252441,1.0,79.07161712646484,78.94660949707031
153.0,2024-12-24 16:15:11.837567,0.0,10.668000221252441,10.668000221252441,1.0,79.07161712646484,78.94660949707031
154.0,2024-12-24 16:15:18.825707,0.0,10.668000221252441,10.668000221252441,1.0,79.07161712646484,78.94660949707031
155.0,2024-12-24 16:15:25.478343,0.0,10.668000221252441,10.668000221252441,1.0,79.07161712646484,78.94660949707031
156.0,2024-12-24 16:15:32.169917,0.0,10.668000221252441,10.668000221252441,1.0,79.07161712646484,78.94660949707031
157.0,2024-12-24 16:15:38.700762,0.0,10.668000221252441,10.668000221252441,1.0,79.08759307861328,78.98274230957031
158.0,2024-12-24 16:15:45.282408,0.0,10.668000221252441,10.668000221252441,1.0,79.08759307861328,78.98274230957031
159.0,2024-12-24 16:15:51.889690,0.0,10.668000221252441,10.668000221252441,1.0,79.08759307861328,78.98274230957031
160.0,2024-12-24 16:15:58.160340,0.0,10.668000221252441,10.668000221252441,1.0,79.08759307861328,78.98274230957031
161.0,2024-12-24 16:16:04.554618,0.0,10.668000221252441,10.668000221252441,1.0,79.08759307861328,78.98274230957031
162.0,2024-12-24 16:16:10.801918,0.0,10.668000221252441,10.668000221252441,1.0,79.08759307861328,78.98274230957031
163.0,2024-12-24 16:16:17.346743,0.0,10.668000221252441,10.668000221252441,1.0,79.08759307861328,78.98274230957031
164.0,2024-12-24 16:16:24.421057,0.0,10.668000221252441,10.668000221252441,1.0,79.08759307861328,78.98274230957031
165.0,2024-12-24 16:16:31.253837,0.0,10.668000221252441,10.668000221252441,1.0,79.08759307861328,78.98274230957031
166.0,2024-12-24 16:16:38.121184,0.0,10.668000221252441,10.668000221252441,1.0,79.08759307861328,78.98274230957031
167.0,2024-12-24 16:16:45.051264,0.0,10.668000221252441,10.668000221252441,1.0,79.08759307861328,78.98274230957031
168.0,2024-12-24 16:16:51.855997,0.0,10.668000221252441,10.668000221252441,1.0,79.08759307861328,78.98274230957031
169.0,2024-12-24 16:16:58.693866,0.0,10.668000221252441,10.668000221252441,1.0,79.05306243896484,78.90262603759766
170.0,2024-12-24 16:17:05.690899,0.0,10.668000221252441,10.668000221252441,1.0,79.05306243896484,78.90262603759766
171.0,2024-12-24 16:17:12.304933,0.0,10.668000221252441,10.668000221252441,1.0,79.05306243896484,78.90261840820312
172.0,2024-12-24 16:17:19.246816,0.0,10.668000221252441,10.668000221252441,1.0,79.05306243896484,78.90261840820312
173.0,2024-12-24 16:17:25.897969,0.0,10.668000221252441,10.668000221252441,1.0,79.05306243896484,78.90262603759766
174.0,2024-12-24 16:17:32.423863,0.0,10.668000221252441,10.668000221252441,1.0,79.05306243896484,78.90261840820312
175.0,2024-12-24 16:17:39.362473,0.0,10.668000221252441,10.668000221252441,1.0,79.05306243896484,78.90261840820312
176.0,2024-12-24 16:17:46.339601,0.0,10.668000221252441,10.668000221252441,1.0,79.05306243896484,78.90261840820312
177.0,2024-12-24 16:17:53.015832,0.0,10.668000221252441,10.668000221252441,1.0,79.05306243896484,78.90261840820312
178.0,2024-12-24 16:17:59.745039,0.0,10.668000221252441,10.668000221252441,1.0,79.05306243896484,78.90261840820312
179.0,2024-12-24 16:18:06.433545,0.0,10.668000221252441,10.668000221252441,1.0,79.05306243896484,78.90261840820312
180.0,2024-12-24 16:18:13.194635,0.0,10.668000221252441,10.668000221252441,1.0,79.05306243896484,78.90261840820312
181.0,2024-12-24 16:18:19.396746,0.0,10.668000221252441,10.668000221252441,1.0,79.07919311523438,78.96395874023438
182.0,2024-12-24 16:18:25.850790,0.0,10.668000221252441,10.668000221252441,1.0,79.07919311523438,78.96395874023438
183.0,2024-12-24 16:18:32.209906,0.0,10.668000221252441,10.668000221252441,1.0,79.07919311523438,78.96395874023438
184.0,2024-12-24 16:18:38.628014,0.0,10.668000221252441,10.668000221252441,1.0,79.07919311523438,78.96395874023438
185.0,2024-12-24 16:18:45.106851,0.0,10.668000221252441,10.668000221252441,1.0,79.07919311523438,78.96395874023438
186.0,2024-12-24 16:18:51.660146,0.0,10.668000221252441,10.668000221252441,1.0,79.07919311523438,78.96395874023438
187.0,2024-12-24 16:18:57.952770,0.0,10.668000221252441,10.668000221252441,1.0,79.07919311523438,78.96395874023438
188.0,2024-12-24 16:19:04.290893,0.0,10.668000221252441,10.668000221252441,1.0,79.07919311523438,78.96395874023438
189.0,2024-12-24 16:19:10.884944,0.0,10.668000221252441,10.668000221252441,1.0,79.07919311523438,78.96395874023438
190.0,2024-12-24 16:19:17.387195,0.0,10.668000221252441,10.668000221252441,1.0,79.07919311523438,78.96395874023438
191.0,2024-12-24 16:19:24.158798,0.0,10.668000221252441,10.668000221252441,1.0,79.07919311523438,78.96395874023438
192.0,2024-12-24 16:19:30.998030,0.0,10.668000221252441,10.668000221252441,1.0,79.07919311523438,78.96395874023438
193.0,2024-12-24 16:19:37.863217,0.0,10.668000221252441,10.668000221252441,1.0,79.07601928710938,78.95673370361328
194.0,2024-12-24 16:19:44.833676,0.0,10.668000221252441,10.668000221252441,1.0,79.07601928710938,78.95673370361328
195.0,2024-12-24 16:19:51.617603,0.0,10.668000221252441,10.668000221252441,1.0,79.07601928710938,78.95673370361328
196.0,2024-12-24 16:19:58.437491,0.0,10.668000221252441,10.668000221252441,1.0,79.07601928710938,78.95673370361328
197.0,2024-12-24 16:20:05.075693,0.0,10.668000221252441,10.668000221252441,1.0,79.07601928710938,78.95673370361328
198.0,2024-12-24 16:20:11.726240,0.0,10.668000221252441,10.668000221252441,1.0,79.07601928710938,78.95673370361328
199.0,2024-12-24 16:20:18.704876,0.0,10.668000221252441,10.668000221252441,1.0,79.07601928710938,78.95673370361328
200.0,2024-12-24 16:20:25.633483,0.0,10.668000221252441,10.668000221252441,1.0,79.07601928710938,78.95673370361328
201.0,2024-12-24 16:20:32.306797,0.0,10.668000221252441,10.668000221252441,1.0,79.07601928710938,78.95673370361328
202.0,2024-12-24 16:20:38.942585,0.0,10.65442180633545,10.647285461425781,0.0,61.94743728637695,61.94024658203125
203.0,2024-12-24 16:20:45.992750,0.0,10.637584686279297,10.629830360412598,0.0,61.9318733215332,61.922977447509766
204.0,2024-12-24 16:20:52.830836,0.0,10.620597839355469,10.61252498626709,0.0,61.91486740112305,61.90581130981445
205.0,2024-12-24 16:20:59.774839,0.0,10.600181579589844,10.590195655822754,0.0,61.88993453979492,61.87722396850586
206.0,2024-12-24 16:21:06.716248,0.0,10.579347610473633,10.568283081054688,0.0,61.868995666503906,61.855804443359375
207.0,2024-12-24 16:21:13.765906,0.0,10.558292388916016,10.546591758728027,0.0,61.847862243652344,61.83440017700195
208.0,2024-12-24 16:21:20.437748,0.0,10.537110328674316,10.525028228759766,0.0,61.82663345336914,61.81300735473633
209.0,2024-12-24 16:21:26.963675,0.0,10.515853881835938,10.503539085388184,0.0,61.80534744262695,61.791622161865234
210.0,2024-12-24 16:21:33.336939,0.0,10.494551658630371,10.482094764709473,0.0,61.78402328491211,61.770240783691406
211.0,2024-12-24 16:21:40.167645,0.0,10.473221778869629,10.460678100585938,0.0,61.7626838684082,61.748863220214844
212.0,2024-12-24 16:21:46.974608,0.0,10.451875686645508,10.439277648925781,0.0,61.741329193115234,61.72748565673828
213.0,2024-12-24 16:21:53.296184,0.0,10.430519104003906,10.417888641357422,0.0,61.719966888427734,61.706111907958984
214.0,2024-12-24 16:21:59.829878,0.0,10.409156799316406,10.396505355834961,0.0,61.69860076904297,61.68473815917969
215.0,2024-12-24 16:22:06.039990,0.0,10.387789726257324,10.375125885009766,0.0,61.6772346496582,61.66336441040039
216.0,2024-12-24 16:22:12.318075,0.0,10.36642074584961,10.35374927520752,0.0,61.65586471557617,61.641990661621094
217.0,2024-12-24 16:22:18.415296,0.0,10.346902847290039,10.335227966308594,0.0,61.6390380859375,61.62721633911133
218.0,2024-12-24 16:22:24.690625,0.0,10.327583312988281,10.316509246826172,0.0,61.61980056762695,61.608238220214844
219.0,2024-12-24 16:22:30.870004,0.0,10.308385848999023,10.29766845703125,0.0,61.60064697265625,61.5892448425293
220.0,2024-12-24 16:22:37.632588,0.0,10.289262771606445,10.278754234313965,0.0,61.58155059814453,61.57024002075195
221.0,2024-12-24 16:22:44.588951,0.0,10.270182609558105,10.259796142578125,0.0,61.56248474121094,61.55122756958008
222.0,2024-12-24 16:22:51.503612,0.0,10.251128196716309,10.240812301635742,0.0,61.54343795776367,61.5322151184082
223.0,2024-12-24 16:22:58.309984,0.0,10.232088088989258,10.221813201904297,0.0,61.5244026184082,61.5131950378418
224.0,2024-12-24 16:23:05.240936,0.0,10.213057518005371,10.20280647277832,0.0,61.505374908447266,61.494178771972656
225.0,2024-12-24 16:23:11.957795,0.0,10.194031715393066,10.183794021606445,0.0,61.486351013183594,61.475162506103516
226.0,2024-12-24 16:23:19.029311,0.0,10.175007820129395,10.164778709411621,0.0,61.46732711791992,61.45614242553711
227.0,2024-12-24 16:23:25.678295,0.0,10.155986785888672,10.145761489868164,0.0,61.448307037353516,61.4371223449707
228.0,2024-12-24 16:23:32.197635,0.0,10.136966705322266,10.126744270324707,0.0,61.42928695678711,61.41810607910156
229.0,2024-12-24 16:23:39.273714,0.0,10.117598533630371,10.107192993164062,0.0,61.40945053100586,61.39789962768555
230.0,2024-12-24 16:23:45.948939,0.0,10.09819221496582,10.08768081665039,0.0,61.39003372192383,61.37843322753906
231.0,2024-12-24 16:23:53.183906,0.0,10.078763961791992,10.06818962097168,0.0,61.37059783935547,61.358970642089844
