iteration,timestamp,T41_LEVEL,T42_LEVEL,J2_LEVEL,J13_LEVEL,J14_LEVEL,J19_LEVEL,J21_LEVEL,P79_FLOW,P79_STATUS,P1_FLOW,P1_STATUS,V1_FLOW,V1_STATUS,V2_FLOW,V2_STATUS,plc4attack
12,2025-01-02 13:28:34.812361,7.336345405958156,8.19494837435944,58.617624011231555,59.610377782539935,58.61762390419335,59.61037795178885,58.6121390292109,0.0,0.0,0.0,0.0,35.79880016275183,1.0,56.605097947795,1.0,1
13,2025-01-02 13:28:44.892432,7.369662242219935,8.093805237422677,58.63735898474234,59.48977185112733,58.637358880918605,59.48977199658245,58.63136796262316,0.0,0.0,0.0,0.0,34.7237275605039,1.0,48.64729383655231,1.0,1
14,2025-01-02 13:28:54.537627,7.396432527886236,7.999208639510166,58.669445683051045,59.38864928233307,58.66944558954759,59.38864941746748,58.664677284545455,0.0,0.0,0.0,0.0,31.27211692117271,1.0,45.19554412638627,1.0,1
15,2025-01-02 13:29:04.633472,7.416793180996855,7.911021673142227,58.69513835664483,59.294071681568454,58.695138273245725,59.294071806597664,58.69144158904737,0.0,0.0,0.0,0.0,27.89273329938169,1.0,41.81587367099837,1.0,1
16,2025-01-02 13:29:14.406784,7.43089515498231,7.829093394892118,58.714570356478404,59.20590216437505,58.71457028294561,59.205902279537085,58.71179777052468,0.0,0.0,0.0,0.0,24.592956141304967,1.0,38.515806782015716,1.0,1
17,2025-01-02 13:29:24.284738,7.438906602748395,7.7532556422106715,58.727888632680056,59.12398981098597,58.72788856874839,59.12398991654595,58.725896765532994,0.0,0.0,0.0,0.0,21.38187140815262,1.0,35.30441203679402,1.0,1
18,2025-01-02 13:29:35.253872,7.441017223336694,7.683318722451482,58.73525680667868,59.04816648280272,58.735256752048954,59.04816657905976,58.7339067389271,0.0,0.0,0.0,0.0,18.27084524336442,1.0,32.193052681463996,1.0,1
19,2025-01-02 13:29:46.608039,7.437444216721208,7.61906542299687,58.736858770287725,58.97824251074133,58.736858724617434,58.97824259803792,58.736016862325876,0.0,0.0,0.0,0.0,15.274375781473282,1.0,29.196241337103856,1.0,1
20,2025-01-02 13:29:56.802477,7.428440999822568,7.56024234441802,58.73290336183649,58.9140007038591,58.732903324725996,58.914000782594755,58.73244221756757,0.0,0.0,0.0,0.0,12.411562083798344,1.0,26.333045194633087,1.0,1
21,2025-01-02 13:30:08.015436,7.414309233445663,7.506547812594049,58.72363657990837,58.85518768138025,58.72363655088195,58.8551877520306,58.72343639232161,0.0,0.0,0.0,0.0,9.70785411311681,1.0,23.628925806065126,1.0,1
22,2025-01-02 13:30:16.840159,7.395416857543191,7.457613894366385,58.709351117165376,58.801501781056004,58.709351095642795,58.801501844201155,58.70930134512869,0.0,0.0,0.0,0.0,7.19820210861144,1.0,21.1188218213465,1.0,1
23,2025-01-02 13:30:29.593654,7.372223948082373,7.412980506273155,58.69040532509278,58.752575070155515,58.690405310348524,58.75257512652084,58.690405324617295,0.0,0.0,0.0,0.0,4.931199737825409,1.0,18.851315318784145,1.0,1
24,2025-01-02 13:30:39.758623,7.345332149852785,7.372046012599814,58.66716928762378,58.70794742705847,58.66716927870913,58.7079474775925,58.66720877906098,0.0,0.0,0.0,0.0,2.9814932713634335,1.0,16.90104677436466,1.0,1
25,2025-01-02 13:30:51.150417,7.305994565179871,7.32788453278893,58.64001906298004,58.6670079480655,58.640019061824056,58.66700800045317,58.64030146772609,0.0,0.0,0.0,0.0,0.3866169208777137,1.0,17.52099268571783,1.0,1
26,2025-01-02 13:31:01.736762,7.265505056377599,7.284874979351678,58.600621762295916,58.62284828594279,58.600621762951576,58.62284833651444,58.60096219836665,0.0,0.0,0.0,0.0,-0.2192857334648579,1.0,16.913626890300293,1.0,1
27,2025-01-02 13:31:11.720916,7.2243696412751355,7.2425113298156765,58.560096581824695,58.57983973380079,58.56009658349768,58.57983978335417,58.56047172683315,0.0,0.0,0.0,0.0,-0.5595283255388495,1.0,16.573068491538834,1.0,1
28,2025-01-02 13:31:22.225348,7.1829062398437875,7.200475671668035,58.518942455407036,58.53747658777799,58.51894245759668,58.5374766368143,58.519335817891154,0.0,0.0,0.0,0.0,-0.7323238378376118,1.0,16.400133908405223,1.0,1
29,2025-01-02 13:31:32.689136,7.14128675690189,7.158596095562814,58.477470009318544,58.49544116806983,58.47747001175406,58.49544121686007,58.477872180281025,0.0,0.0,0.0,0.0,-0.8145552635596687,1.0,16.31783874188386,1.0,1
30,2025-01-02 13:31:43.471319,7.099595618588955,7.116788168133737,58.43584634378991,58.45356170116632,58.43584634633831,58.45356174984361,58.43625258865889,0.0,0.0,0.0,0.0,-0.8523100979118681,1.0,16.280060729059187,1.0,1
31,2025-01-02 13:31:54.450331,7.057872207761837,7.07501252254311,58.39415331740876,58.41175382290304,58.394153320008,58.41175387152943,58.39456140136213,0.0,0.0,0.0,0.0,-0.8693144047811074,1.0,16.26303903833559,1.0,1
32,2025-01-02 13:32:04.592959,7.016134264763192,7.033251415380764,58.352429052718854,58.369978199423954,58.35242905534099,58.369978248027444,58.35283796844711,0.0,0.0,0.0,0.0,-0.8769719926249309,1.0,16.25537855318271,1.0,1
33,2025-01-02 13:32:15.039898,6.974389881073236,6.991496740339278,58.31069073139884,58.328217102045244,58.31069073403112,58.32821715063857,58.311100015660045,0.0,0.0,0.0,0.0,-0.8803618442243533,1.0,16.25198000965611,1.0,1
34,2025-01-02 13:32:25.704559,6.9326426423618805,6.9497449213971985,58.26894618003073,58.28646243134829,58.26894618266751,58.286462479937114,58.26935562763133,0.0,0.0,0.0,0.0,-0.8818684449352077,1.0,16.250473408945254,1.0,1
35,2025-01-02 13:32:36.709527,6.890894135698498,6.907994379222282,58.22719886685279,58.24471061434839,58.22719886949158,58.24471066293521,58.22760838699311,0.0,0.0,0.0,0.0,-0.8825406206369735,1.0,16.249804130552548,1.0,1
36,2025-01-02 13:32:47.050891,6.849145057351614,6.866244402623445,58.18545032661053,58.20296007303383,58.185450329250216,58.20296012161975,58.18585987946098,0.0,0.0,0.0,0.0,-0.8828419407791444,1.0,16.249505707719436,1.0,1
37,2025-01-02 13:32:56.882838,6.824187726621058,6.835393189770247,58.14403997634904,58.161224802580136,58.14403997347775,58.16122483969759,58.14413184705524,0.0,0.0,0.0,0.0,0.9602986011714165,1.0,12.41388862297299,1.0,1
38,2025-01-02 13:33:08.349314,6.797411452724056,6.806360911311285,58.11902174124163,58.13037567487536,58.11902174123163,58.130375709125325,58.11917267806334,0.0,0.0,0.0,0.0,0.003346391963532369,1.0,11.454859043169563,1.0,1
39,2025-01-02 13:33:17.383563,6.769829863264526,6.778133951536063,58.092214232063164,58.10134428507777,58.09221423331946,58.10134431805818,58.09239555523476,0.0,0.0,0.0,0.0,-0.42016775978481746,1.0,11.030258400523962,1.0,1
40,2025-01-02 13:33:28.380626,6.742002137294608,6.750153127467508,58.0646225824016,58.07311759266303,58.064622584045566,58.07311762525543,58.064813702037036,0.0,0.0,0.0,0.0,-0.5498252374991353,1.0,10.90048792775633,1.0,1
41,2025-01-02 13:33:39.689941,6.714114829423065,6.722231888768655,58.03679238522428,58.045136833018105,58.036792386962105,58.04513686551657,58.03698591192408,0.0,0.0,0.0,0.0,-0.5812117865389155,1.0,10.869072405625957,1.0,1
42,2025-01-02 13:33:50.335565,6.686214263926684,6.694323910721731,58.00890452592991,58.01721560864371,58.008904527688614,58.01721564112127,58.009098589767056,0.0,0.0,0.0,0.0,-0.5881971986809731,1.0,10.86208119886578,1.0,1
43,2025-01-02 13:34:01.678563,6.65831078118506,6.666418849806347,57.981003838596884,57.989307633743756,57.98100384036019,57.989307666216725,57.98119802112309,0.0,0.0,0.0,0.0,-0.5897327724824208,1.0,10.860545625064333,1.0,1
44,2025-01-02 13:34:11.131965,6.630406678614111,6.6385144121241995,57.95310033001478,57.96140257350114,57.95310033177905,57.96140260597312,57.95329453771311,0.0,0.0,0.0,0.0,-0.5900572710970664,1.0,10.860215331831569,1.0,1
45,2025-01-02 13:34:23.305442,6.602502445721118,6.610610106108437,57.925196222009305,57.933498135961145,57.92519622377379,57.93349816843291,57.92539043500166,0.0,0.0,0.0,0.0,-0.5901297038235498,1.0,10.860145796414145,1.0,1
46,2025-01-02 13:34:33.842958,6.574598189718345,6.582705826079614,57.8972919881497,57.90559382997343,57.89729198991422,57.905593862445166,57.89748620208375,0.0,0.0,0.0,0.0,-0.5901412930597871,1.0,10.860134207177907,1.0,1
47,2025-01-02 13:34:43.660476,6.546693922554313,6.554801553829139,57.86938773167748,57.87768954995301,57.869387733442025,57.87768958242473,57.86958194606895,0.0,0.0,0.0,0.0,-0.5901499849869651,1.0,10.860128412559789,1.0,1
48,2025-01-02 13:34:53.789533,6.518789655679563,6.526897282550949,57.841483464522305,57.84978527770358,57.84148346628684,57.84978531017531,57.84167767890523,0.0,0.0,0.0,0.0,-0.5901470876779058,1.0,10.860128412559789,1.0,1
49,2025-01-02 13:35:04.404029,6.4634767883720015,6.480962054370636,57.812791904791304,57.821856343037126,57.81279191538196,57.82185639455899,57.813731976949875,0.0,0.0,0.0,0.0,-3.5420298604549316,1.0,17.231426926400673,1.0,1
50,2025-01-02 13:35:15.335714,6.41109889848121,6.432091857573815,57.75771569202733,57.77591614062973,57.7577156979927,57.77591619677859,57.758424649252674,0.0,0.0,0.0,0.0,-1.9951101967308205,1.0,18.778917360009473,1.0,1
51,2025-01-02 13:35:25.561271,6.359637471752025,6.382305197537032,57.705405473664825,57.72704433703415,57.705405478186066,57.72704439462782,57.70604843632815,0.0,0.0,0.0,0.0,-1.5121229819214932,1.0,19.262133462234488,1.0,1
52,2025-01-02 13:35:35.859822,6.308590431043436,6.332104148420232,57.65397365749738,57.67725694210181,57.65397366136568,57.67725700034876,57.65458775953792,0.0,0.0,0.0,0.0,-1.293749900810326,1.0,19.480622435708028,1.0,1
53,2025-01-02 13:35:46.204600,6.257747756944959,6.2816987328446965,57.60294099446075,57.62705552865335,57.60294099800706,57.62705558722248,57.60354108678983,0.0,0.0,0.0,0.0,-1.1860569230748297,1.0,19.58837625693377,1.0,1
54,2025-01-02 13:35:56.152669,6.207009483744368,6.231188925071152,57.552105607325124,57.5766499264882,57.55210561070694,57.5766499852219,57.55269860017925,0.0,0.0,0.0,0.0,-1.1310428186561694,1.0,19.643416437133965,1.0,1
55,2025-01-02 13:36:06.998345,6.156325425687645,6.180624905500075,57.5013711027545,57.5261400216874,57.50137110605089,57.526140080506565,57.501960424211155,0.0,0.0,0.0,0.0,-1.1024753513311225,1.0,19.672001288313368,1.0,1
56,2025-01-02 13:36:17.599706,6.10566979698593,6.130032456061004,57.450689018115455,57.475575951209834,57.45068902136706,57.47557601007384,57.451276417118024,0.0,0.0,0.0,0.0,-1.0874962634943586,1.0,19.68699486269543,1.0,1
57,2025-01-02 13:36:28.387826,6.055029074241161,6.079425096669712,57.40003442112083,57.42498347504807,57.40003442434895,57.424983533935574,57.40062081511237,0.0,0.0,0.0,0.0,-1.0796416586345003,1.0,19.694855262173405,1.0,1
58,2025-01-02 13:36:39.414370,6.004396214988602,6.028809872588455,57.349394242582726,57.374376101560664,57.34939424579845,57.37437616046056,57.349980106450396,0.0,0.0,0.0,0.0,-1.0754956093705914,1.0,19.698998414128255,1.0,1
59,2025-01-02 13:36:50.604662,5.953767514217229,5.978190490253491,57.29876167110215,57.32376087002629,57.29876167431133,57.32376092893274,57.29934725464514,0.0,0.0,0.0,0.0,-1.0733081410307932,1.0,19.70119167708617,1.0,1
60,2025-01-02 13:37:01.902108,6.355401213522847,5.976517694169812,57.51525191959572,57.27319042025515,57.51525060088584,57.273190402006975,57.251035263425834,0.0,0.0,467.96401308784505,1.0,441.0409622306588,1.0,-6.103080127672911,1.0,1
61,2025-01-02 13:37:11.979322,6.681982413048396,5.9756242683959995,57.857294626165256,57.271517698470596,57.857293403052424,57.27151766717229,57.651947226758544,0.0,0.0,452.1151171569123,1.0,409.0686410398803,1.0,-10.467682105854692,1.0,1
62,2025-01-02 13:37:23.273128,6.979452690196414,5.989944664745987,58.15549898443873,57.27062904572374,58.155497824106405,57.270628990441146,57.978282939298836,0.0,0.0,439.1397999357147,1.0,388.0717756487684,1.0,-18.489195146003112,1.0,1
63,2025-01-02 13:37:32.931222,7.2526808111421825,6.01567673313778,58.43081559900175,57.28495871781264,58.43081449247784,57.28495864453939,58.275563773569765,0.0,0.0,427.1603626434349,1.0,370.0756126880833,1.0,-24.506155659196338,1.0,1
64,2025-01-02 13:37:44.280323,7.065897209609191,6.043913935131222,58.51797039406144,57.31069341476593,58.517970568467554,57.310693337543306,58.54713149675674,0.0,0.0,0.0,0.0,-58.329918182380425,1.0,-25.827015680874865,1.0,1
65,2025-01-02 13:37:54.852179,6.888011681509032,6.063253073142603,58.334752059041975,57.33892223559295,58.33475221950631,57.33892217239833,58.36039537334682,0.0,0.0,0.0,0.0,-53.66710777195749,1.0,-21.135368353384365,1.0,1
66,2025-01-02 13:38:05.469076,6.7190855391511075,6.073632822655973,58.16024312321753,57.35825572404743,58.16024326955777,57.35825567497731,58.1825556485733,0.0,0.0,0.0,0.0,-48.94331769776272,1.0,-16.41144500297287,1.0,1
67,2025-01-02 13:38:16.598728,6.55921303895674,6.074958925655527,57.99450930521169,57.368632915038866,57.994509437279014,57.36863288024161,58.01367373508303,0.0,0.0,0.0,0.0,-44.16976054585575,1.0,-11.637899440302135,1.0,1
68,2025-01-02 13:38:26.176999,6.408540111516954,6.0670854598917225,57.83765150359188,57.3699573863945,57.83765162115637,57.36995736609976,57.85384404193958,0.0,0.0,0.0,0.0,-39.3193030168959,1.0,-6.787552009086539,1.0,1
69,2025-01-02 13:38:37.280576,6.267300471302953,6.049778700722523,57.689826817391186,57.36207875910646,57.68982692008448,57.36207875368152,57.703212754809364,0.0,0.0,0.0,0.0,-34.34564900942405,1.0,-1.8143644683732418,1.0,1
70,2025-01-02 13:38:47.951530,6.135896935328333,6.022635845581695,57.551290918631864,57.34476325831398,57.55129100581912,57.344763268388725,57.5620140786486,0.0,0.0,0.0,0.0,-29.159674399465985,1.0,3.3694864140443315,1.0,1
71,2025-01-02 13:38:58.793660,6.015134123369439,5.984852266546342,57.42250080126365,57.31760734353793,57.422500871676654,57.317607370387066,57.43065200536901,0.0,0.0,0.0,0.0,-23.549545332457456,1.0,8.97966183799781,1.0,1
72,2025-01-02 13:39:08.719255,5.907430839604789,5.934009160911454,57.30449254690172,57.27980287408015,57.30449259672792,57.27980292151716,57.309935975401984,0.0,0.0,0.0,0.0,-16.664313445744483,1.0,15.86525299103414,1.0,1
73,2025-01-02 13:39:19.090767,5.8178167538390895,5.856990942591019,57.200103237180066,57.22890259273089,57.20010325237592,57.228902679765056,57.20228987746494,0.0,0.0,0.0,0.0,-5.082233561779503,1.0,29.10847605107847,1.0,1
74,2025-01-02 13:39:29.670003,6.188959180409783,5.827713440107988,57.36988567217079,57.151973175744224,57.369884343206145,57.15197318751589,57.114776008156056,0.0,0.0,474.768843215138,1.0,444.4706547269561,1.0,3.9370200045141246,1.0,1
75,2025-01-02 13:39:40.978793,6.519095880552327,5.823029220759971,57.69723652424562,57.12271287220854,57.69723527987103,57.12271284521792,57.48553650977011,0.0,0.0,459.4450181879829,1.0,416.17961096733325,1.0,-9.026980689554875,1.0,1
76,2025-01-02 13:39:51.870641,6.819229208433061,5.833953132347878,57.99772888919097,57.11803213243238,57.99772770960914,57.118032080836024,57.81541805134235,0.0,0.0,446.00461252836266,1.0,394.50974993599175,1.0,-17.256340887001897,1.0,1
77,2025-01-02 13:40:01.999647,7.094772618345246,5.856540937562839,58.275096188407026,57.12896418420315,58.27509506329802,57.128964114218526,58.11535779155068,0.0,0.0,433.93594688258827,1.0,376.29137785700095,1.0,-23.40627339947332,1.0,1
78,2025-01-02 13:40:12.906111,6.903046293806852,5.881634952385697,58.35913986502074,57.1515543560977,58.35914004108975,57.15155428216203,58.38919607998115,0.0,0.0,0.0,0.0,-58.88607404017421,1.0,-24.72769549910936,1.0,1
79,2025-01-02 13:40:22.742050,6.720292603400243,5.897756334543838,58.17106030669856,57.17664089262671,58.171060468719595,57.17664083283656,58.19751872666771,0.0,0.0,0.0,0.0,-54.18774551799288,1.0,-19.996743276919915,1.0,1
80,2025-01-02 13:40:33.816305,6.546581257126819,5.90483537106102,57.991765146180384,57.192757660797405,57.9917652939467,57.1927576152625,58.014812357775284,0.0,0.0,0.0,0.0,-49.420269817801454,1.0,-15.229093738184929,1.0,1
81,2025-01-02 13:40:46.045452,6.382017823177745,5.902766496790474,57.82132902552563,57.19983527094216,57.82132915887042,57.19983523982866,57.84114679595987,0.0,0.0,0.0,0.0,-44.597009328981585,1.0,-10.40587381169189,1.0,1
82,2025-01-02 13:40:55.934163,6.2267642414454745,5.891387776864979,57.6598650010138,57.19776342871493,57.65986511968188,57.19776341227759,57.67662778177304,0.0,0.0,0.0,0.0,-39.688399909891814,1.0,-5.497449820381917,1.0,1
83,2025-01-02 13:41:06.194423,6.0810795814821725,5.87044013874888,57.50754797504479,57.1863782273321,57.507548078627856,57.1863782259774,57.521417549286646,0.0,0.0,0.0,0.0,-34.64323452021745,1.0,-0.4530782933898081,1.0,1
84,2025-01-02 13:41:16.300105,5.945412748798492,5.839474666520079,57.36466290729229,57.165420426998544,57.364662995082824,57.1654204414314,57.37577574292823,0.0,0.0,0.0,0.0,-29.36144010504904,1.0,4.827053066378539,1.0,1
85,2025-01-02 13:41:26.335896,5.776066324236008,5.767933493870435,57.22656489064259,57.134381719792145,57.22656497534789,57.134381782870534,57.23995461239831,0.0,0.0,0.0,0.0,-28.32958666203922,1.0,21.096492260426203,1.0,1
86,2025-01-02 13:41:37.846270,6.102812903440484,5.711945349852528,57.307081964403935,57.062874465701206,57.30708064542354,57.062874504260236,57.07261378797021,0.0,0.0,477.7087867734823,1.0,441.1314365006547,1.0,12.896021131609814,1.0,1
87,2025-01-02 13:41:47.618177,6.392012310602691,5.679058342557605,57.59521195910369,57.006923327481644,57.595210716871456,57.00692332962518,57.399047255639495,0.0,0.0,464.220953777572,1.0,415.4631064369596,1.0,0.7169043590238289,1.0,1
88,2025-01-02 13:41:58.804200,6.653211736226075,5.661186929139329,57.85769225270231,56.97405124703355,57.85769107039019,56.97405122551145,57.68803450656922,0.0,0.0,452.09781583213083,1.0,395.4228919349134,1.0,-7.198039859304117,1.0,1
89,2025-01-02 13:42:08.606717,6.891851355380619,5.6546450793595655,58.0986711970526,56.95618586195148,58.09867006395237,56.95618582256897,57.94907646679912,0.0,0.0,441.6124618799697,1.0,378.9640353664936,1.0,-13.171436433481176,1.0,1
90,2025-01-02 13:42:19.685531,7.111079044872607,5.657160785931992,58.32085537543427,56.94964532152665,58.32085428551878,56.94964526786501,58.1875903476746,0.0,0.0,431.9448962792359,1.0,364.5209497057067,1.0,-17.94707385329275,1.0,1
91,2025-01-02 13:42:30.804824,6.866193073433571,5.661159138354384,58.36263255666943,56.952161286547266,58.362632760445535,56.95216123054827,58.40517192898826,0.0,0.0,0.0,0.0,-68.15267667548142,1.0,-18.72879970790109,1.0,1
92,2025-01-02 13:42:41.789731,6.630872891357336,5.655591712828892,58.12232673057879,56.95615835844232,58.12232691929013,56.95615831752369,58.160350487101574,0.0,0.0,0.0,0.0,-63.114285194387776,1.0,-13.685190173191586,1.0,1
93,2025-01-02 13:42:51.632523,6.405235027309969,5.640341959072288,57.891401816211136,56.95058643325182,57.89140198965825,56.95058640759692,57.92509338330959,0.0,0.0,0.0,0.0,-58.00918317220294,1.0,-8.580250400314071,1.0,1
94,2025-01-02 13:43:03.124025,6.189443845741557,5.615245535297557,57.66998309193259,56.93532862223341,57.66998324985645,56.93532861210054,57.69951734537281,0.0,0.0,0.0,0.0,-52.81744871183491,1.0,-3.388927357832472,1.0,1
95,2025-01-02 13:43:12.680296,5.983738837629319,5.580062938441801,57.458248741443114,56.91022057779428,57.458248883466226,56.91022058355561,57.483787048822734,0.0,0.0,0.0,0.0,-47.49946111189729,1.0,1.9268727737653535,1.0,1
96,2025-01-02 13:43:23.034051,6.277695518664008,5.548152208869101,57.48085481261986,56.87504211248813,57.48085355592148,56.87504211309334,57.28001105801881,0.0,0.0,469.5741975287823,1.0,420.30128806743505,1.0,0.20241180550328863,1.0,1
97,2025-01-02 13:43:34.096398,6.541732109087101,5.530173717513597,57.746836089213964,56.84314503454758,57.7468348938827,56.84314501264765,57.573738372778045,0.0,0.0,457.1231819985234,1.0,399.77713023858996,1.0,-7.32440599392703,1.0,1
98,2025-01-02 13:43:44.810844,6.7828842575014034,5.523523341822201,57.99017301861151,56.82517261646384,57.99017187340012,56.82517257670518,57.83761377652021,0.0,0.0,446.3333797476564,1.0,383.01459511842495,1.0,-13.297237592837519,1.0,1
99,2025-01-02 13:43:54.747732,7.00450396478003,5.525945807952128,58.21461547113186,56.81852357165494,58.21461436942309,56.818523517593064,58.0786382522663,0.0,0.0,436.5675532647161,1.0,368.4651955990148,1.0,-18.080932429143104,1.0,1
100,2025-01-02 13:44:05.117119,7.208953224775291,5.535860929078296,58.42228161776122,56.82094826311988,58.42228055488125,56.82094819724574,58.300153354950425,0.0,0.0,427.5316889191364,1.0,355.4789522632973,1.0,-22.031526326600215,1.0,1
101,2025-01-02 13:44:15.008276,6.954650797921282,5.546623448642767,58.45622798552892,56.83086377860308,58.4562282021511,56.83086371139305,58.502980453470194,0.0,0.0,0.0,0.0,-72.44903253877055,1.0,-22.478314562022206,1.0,1
102,2025-01-02 13:44:25.965143,6.709864003892376,5.547870334255954,58.20668991764055,56.841623552228754,58.206690119269375,56.841623500020205,58.24874436230123,0.0,0.0,0.0,0.0,-67.43452067894395,1.0,-17.46108792360701,1.0,1
103,2025-01-02 13:44:35.661873,6.474684305792228,5.53951011405884,57.96647793166455,56.842868628513955,57.96647811814768,56.842868591450845,58.00402234890957,0.0,0.0,0.0,0.0,-62.369062536618,1.0,-12.39571380324378,1.0,1
104,2025-01-02 13:44:45.273996,6.249238244780989,5.521416275045175,57.735689941581654,56.83450285381374,57.73569011271968,56.8345028320951,57.76890602447108,0.0,0.0,0.0,0.0,-57.23691123705521,1.0,-7.2637740072423185,1.0,1
105,2025-01-02 13:44:54.842329,6.033704998933813,5.493409606655572,57.51446220061933,56.81639992691859,57.51446235612984,56.81639992082581,57.54352215076737,0.0,0.0,0.0,0.0,-52.010307662158084,1.0,-2.0377238183755253,1.0,1
106,2025-01-02 13:45:06.766264,5.828347781318802,5.455226923990947,57.30298955535955,56.788380561952,57.30298969482769,56.788380571894436,57.32805025711046,0.0,0.0,0.0,0.0,-46.644954853718446,1.0,3.325235812781102,1.0,1
107,2025-01-02 13:45:17.423557,5.6335768745938735,5.406457932888881,57.101563180684266,56.75018121548952,57.101563303463344,56.75018124212076,57.12275417266515,0.0,0.0,0.0,0.0,-41.06331792399942,1.0,8.906788720537406,1.0,1
108,2025-01-02 13:45:27.138940,5.951146218039046,5.3645793467480845,57.1558046332463,56.701423464111926,57.15580331751342,56.70142347988107,56.93004480881045,0.0,0.0,484.79032433033154,1.0,440.0453077670363,1.0,5.2739716807082,1.0,1
109,2025-01-02 13:45:36.769296,6.272162926121301,5.365354082012962,57.45557339969276,56.659579406844195,57.4555721430385,56.659579367992635,57.24764380067534,0.0,0.0,470.75766152674885,1.0,420.28653207239586,1.0,-12.993857463925451,1.0,1
110,2025-01-02 13:45:47.946511,6.565202038517787,5.379388640936617,57.74912345185463,56.66035869074517,57.74912225719115,56.66035863098958,57.568427801705354,0.0,0.0,457.0161068384706,1.0,399.55378827244203,1.0,-19.985188808391285,1.0,1
111,2025-01-02 13:45:56.863818,6.835022831137251,5.403776124884522,58.02072384724705,56.67440137413368,58.02072270482027,56.6744012980565,57.86128759714386,0.0,0.0,445.0040675430607,1.0,382.08328699170124,1.0,-25.443921887813303,1.0,1
112,2025-01-02 13:46:07.944102,7.084672254224376,5.43658162794047,58.27292762872974,56.698798132622194,58.27292653238471,56.69879804327372,58.13096289524015,0.0,0.0,434.0303041545233,1.0,366.67130061914577,1.0,-29.882492166279917,1.0,1
113,2025-01-02 13:46:17.446714,7.3163770125924845,5.476390760917482,58.50770034619815,56.731613094570086,58.507699291437284,56.73161299418007,58.38049102246647,0.0,0.0,423.8149924076655,1.0,352.76352467747074,1.0,-33.575324065964196,1.0,1
114,2025-01-02 13:46:28.246183,7.093434020101085,5.5169240936975745,58.569034479529776,56.771423294172244,58.56903469296428,56.77142319264052,58.610614658769265,0.0,0.0,0.0,0.0,-71.38291841613409,1.0,-33.957166221512125,1.0,1
