iteration,timestamp,T2,T3,T4,V2F,J300,J256,J289,J415,J14,J422,PU4F,PU5F,PU6F,PU7F,V2,PU4,PU5,PU6,PU7,ScadaCommand_V2,T2S,ScadaCommand_PU4,T3S,ScadaCommand_PU5,ScadaCommand_PU6,T4S,ScadaCommand_PU7
42,2025-02-20 22:38:06.045431,1.28389613802234,4.8226637840271,4.369610786437988,102.260497261113,26.1791398701426,93.0362443174668,26.2336915024072,89.3685315002984,29.1909342604154,28.2909331596985,32.0853460048825,0.0,0.0,46.878739731011,1,1,0,0,1,1.0,1.2632883787155151,1.0,4.8226637840271,0.0,0.0,4.369610786437988,1.0
43,2025-02-20 22:38:56.236541,1.30441798162492,4.8707380294799805,4.437847137451172,102.132565878463,26.1967449296082,93.071459616378,26.2512649413325,89.4204601318399,29.207242313261,28.3072412139211,32.0739891878508,0.0,0.0,46.8592353858533,1,1,0,0,1,1.0,1.2838960886001587,1.0,4.8707380294799805,0.0,0.0,4.437847137451172,1.0
44,2025-02-20 22:39:46.162512,1.3248544382313,4.918789386749268,4.50602912902832,102.005162456123,26.2142949347723,93.1066382313399,26.2687832513342,89.4723150206661,29.2234999024266,28.3234988044582,32.0626158891909,0.0,0.0,46.839728664297,1,1,0,0,1,1.0,1.3248544931411743,1.0,4.918789386749268,0.0,0.0,4.50602912902832,0.0
45,2025-02-20 22:40:35.944555,1.37538060392794,4.968471050262451,4.442162036895752,89.9855093851727,28.451189406549,94.0790130988745,28.5458243040382,69.627988255331,31.0362901512646,30.1362891826739,32.8669791777708,0.0,0.0,0.0,1,1,0,0,0,1.0,1.3248544931411743,1.0,4.968471050262451,0.0,0.0,4.442162036895752,0.0
46,2025-02-20 22:41:27.331003,1.42571114984933,5.01814079284668,4.378295421600342,89.7587037525511,28.4852410837755,94.1220959851093,28.5798457776384,69.564153047434,31.0688127603473,30.1688117941979,32.8613151478217,0.0,0.0,0.0,1,1,0,0,0,1.0,1.3753806352615356,1.0,5.01814079284668,0.0,0.0,4.378295421600342,0.0
47,2025-02-20 22:42:15.814766,1.47584661209874,5.067799091339111,4.314428806304932,89.5324711500223,28.5192206321162,94.1651417293993,28.6137950030186,69.5002843627566,31.101271341171,30.2012703774567,32.8556274937937,0.0,0.0,0.0,1,1,0,0,0,1.0,1.4257111549377441,1.0,5.067799091339111,0.0,0.0,4.314428806304932,0.0
48,2025-02-20 22:43:02.448076,1.52578778496845,5.117445468902588,4.2505621910095215,89.30714155278,28.5531261805925,94.2081495373428,28.6476701063404,69.4364171474223,31.1336644923255,30.2336635310367,32.8499160758745,0.0,0.0,0.0,1,1,0,0,0,1.0,1.4758466482162476,1.0,5.117445468902588,0.0,0.0,4.2505621910095215,0.0
49,2025-02-20 22:43:51.221894,1.57614831105521,5.168086528778076,4.190919399261475,89.5299931167983,28.6408523893736,94.6944224716777,28.734061700813,69.6555859190382,31.2202952230892,30.3202942594016,32.5987087389909,0.0,0.0,0.0,1,1,0,0,0,1.0,1.576148271560669,1.0,5.168086528778076,0.0,0.0,4.190919399261475,0.0
50,2025-02-20 22:44:40.266358,1.62632467110083,5.218715667724609,4.131276607513428,89.316103196154,28.6757469610649,94.7383322403331,28.7689260486119,69.5959470392723,31.2537502831478,30.3537493217625,32.5930011831078,0.0,0.0,0.0,1,1,0,0,0,1.0,1.576148271560669,1.0,5.218715667724609,0.0,0.0,4.131276607513428,0.0
51,2025-02-20 22:45:27.691971,1.67631770820722,5.269333362579346,4.071633815765381,89.103129157877,28.7106003281412,94.782217691778,28.8037491328361,69.5363032717263,31.2871742629176,30.3871733038247,32.5872812288519,0.0,0.0,0.0,1,1,0,0,0,1.0,1.6763176918029785,1.0,5.269333362579346,0.0,0.0,4.071633815765381,0.0
52,2025-02-20 22:46:16.029739,1.72747366352097,5.3200225830078125,4.011991024017334,90.4531027456414,28.8586426062008,94.8744749029367,28.9519784214656,69.4766625066801,31.4443166080015,30.5443156343777,32.622590510542,0.0,0.0,0.0,1,1,0,0,0,1.0,1.6763176918029785,0.0,5.3200225830078125,0.0,0.0,4.011991024017334,0.0
53,2025-02-20 22:47:07.076215,1.79728362623417,5.304612159729004,3.952348470687866,78.9184118026185,30.9241514894825,76.8375604107135,30.9241514894797,69.4170268980761,33.2614325477894,32.3614316983233,0.0,0.0,0.0,0.0,1,0,0,0,0,1.0,1.7274736166000366,0.0,5.304612159729004,0.0,0.0,3.952348470687866,0.0
54,2025-02-20 22:47:55.296620,1.87032032276916,5.289201259613037,3.8927059173583984,82.5661748960158,31.3602655786147,76.8221495872796,31.3602655786122,69.3573760704296,33.7191304318021,32.819129543072,0.0,0.0,0.0,0.0,1,0,0,0,0,1.0,1.79728364944458,0.0,5.289201259613037,0.0,0.0,3.8927059173583984,0.0
55,2025-02-20 22:48:48.680420,1.94319945090985,5.2737908363342285,3.8330633640289307,82.3880567008359,31.4150709921449,76.8067413785502,31.4150709921423,69.2977484717069,33.772861602401,32.8728607155881,0.0,0.0,0.0,0.0,1,0,0,0,0,1.0,1.8703203201293945,0.0,5.2737908363342285,0.0,0.0,3.8330633640289307,0.0
56,2025-02-20 22:49:38.054812,2.01592118454429,5.258379936218262,3.773420572280884,82.2101187847863,31.4697891726626,76.7913322701335,31.4697891726599,69.2380974350051,33.8265097039191,32.9265088190215,0.0,0.0,0.0,0.0,1,0,0,0,0,1.0,1.9431993961334229,0.0,5.258379936218262,0.0,0.0,3.773420572280884,0.0
57,2025-02-20 22:50:26.421977,2.08848591144226,5.242969512939453,3.713778257369995,82.0326388099204,31.5244280816545,76.775919959988,31.5244280816517,69.1784618146618,33.8800830926821,32.9800822096949,0.0,0.0,0.0,0.0,1,0,0,0,0,1.0,2.015921115875244,0.0,5.242969512939453,0.0,0.0,3.713778257369995,0.0
58,2025-02-20 22:51:15.024023,2.16089405574765,5.227558612823486,3.6541354656219482,81.8556030943398,31.5789920107468,76.7605106508686,31.5789920107442,69.1188151821074,33.9335863736669,33.0335854925853,0.0,0.0,0.0,0.0,1,0,0,0,0,1.0,2.1608941555023193,0.0,5.227558612823486,0.0,0.0,3.6541354656219482,0.0
59,2025-02-20 22:52:06.496776,2.23314599942636,5.212148189544678,3.5944931507110596,81.6790212958551,31.6334762733673,76.7451003129437,31.6334762733645,69.0591836168041,33.9870145049129,33.087013625732,0.0,0.0,0.0,0.0,1,0,0,0,0,1.0,2.2331459522247314,0.0,5.212148189544678,0.0,0.0,3.5944931507110596,0.0
60,2025-02-20 22:52:55.607651,2.30524214433145,5.196737289428711,3.534850597381592,81.5028942192839,31.6878833089699,76.7296913081598,31.6878833089672,68.9995313867682,34.0403700657223,33.1403691884372,0.0,0.0,0.0,0.0,1,0,0,0,0,1.0,2.2331459522247314,0.0,5.196737289428711,0.0,0.0,3.534850597381592,0.0
61,2025-02-20 22:53:48.633395,2.37675552484308,5.179635524749756,3.4757049083709717,80.8441059881488,31.6935379028189,76.4202693243821,31.6935379028163,68.9721065641121,34.0421097176535,33.1421088474595,0.0,0.0,0.0,0.0,1,0,0,0,0,1.0,2.376755475997925,0.0,5.179635524749756,0.0,0.0,3.4757049083709717,0.0
62,2025-02-20 22:54:39.264492,2.44811250619434,5.162533760070801,3.4165594577789307,80.6672932070285,31.7472773323212,76.4031669608812,31.7472773323184,68.9129606481398,34.0948018628517,33.1948009945609,0.0,0.0,0.0,0.0,1,0,0,0,0,1.0,2.376755475997925,0.0,5.162533760070801,0.0,0.0,3.4165594577789307,0.0
63,2025-02-20 22:55:28.908679,2.5193133841045,5.145431995391846,3.3574140071868896,80.4908313263581,31.8009435917785,76.3860617725638,31.800943591776,68.8538159609378,34.1474257518331,33.2474248854417,0.0,0.0,0.0,0.0,1,0,0,0,0,1.0,2.4481124877929688,0.0,5.145431995391846,0.0,0.0,3.3574140071868896,0.0
64,2025-02-20 22:56:19.876476,2.59035856295908,5.128330707550049,3.2982683181762695,80.3148257772364,31.8545324851504,76.3689630310699,31.8545324851483,68.7946713249409,34.1999769045415,33.2999760400446,0.0,0.0,0.0,0.0,1,0,0,0,0,1.0,2.5903584957122803,0.0,5.128330707550049,0.0,0.0,3.2982683181762695,0.0
65,2025-02-20 22:57:07.517848,2.66124845344086,5.111228942871094,3.2391228675842285,80.1392669018526,31.9080448601519,76.351860432923,31.9080448601495,68.7355218743857,34.2524561753135,33.3524553127063,0.0,0.0,0.0,0.0,1,0,0,0,0,1.0,2.6612484455108643,0.0,5.111228942871094,0.0,0.0,3.2391228675842285,0.0
66,2025-02-20 22:57:58.846984,2.73198345401152,5.094127178192139,3.1799774169921875,79.9641683821051,31.961479498842,76.3347607490615,31.9614794988394,68.6763808857918,34.30486228805,33.4048614273275,0.0,0.0,0.0,0.0,1,0,0,0,0,1.0,2.6612484455108643,0.0,5.094127178192139,0.0,0.0,3.1799774169921875,0.0
67,2025-02-20 22:58:46.301210,2.80256398054119,5.077025413513184,3.1208319664001465,79.7895221698184,32.0148385217582,76.3176604070659,32.0148385217555,68.6172369279207,34.3571974525956,33.457196593753,0.0,0.0,0.0,0.0,1,0,0,0,0,1.0,2.7319834232330322,0.0,5.077025413513184,0.0,0.0,3.1208319664001465,0.0
68,2025-02-20 22:59:34.897031,2.8729904228437,5.0599236488342285,3.0616862773895264,79.6153443613434,32.068119161953,76.3005560883409,32.0681191619503,68.5580829673088,34.4094587226519,33.5094578656841,0.0,0.0,0.0,0.0,1,0,0,0,0,1.0,2.8025639057159424,0.0,5.0599236488342285,0.0,0.0,3.0616862773895264,0.0
69,2025-02-20 23:00:24.910968,2.9432631851155,5.042821884155273,3.0025408267974854,79.4416172506942,32.1213231939667,76.2834555100965,32.1213231939642,68.4989540062985,34.4616479800664,33.5616471249686,0.0,0.0,0.0,0.0,1,0,0,0,0,1.0,2.943263292312622,0.0,5.042821884155273,0.0,0.0,3.0025408267974854,0.0
70,2025-02-20 23:01:15.692700,3.0133826765161,5.025720119476318,2.9433956146240234,79.2683424475058,32.1744513320995,76.2663530023781,32.1744513320968,68.4398086249897,34.5137659099963,33.6137650567635,0.0,0.0,0.0,0.0,1,0,0,0,0,1.0,2.943263292312622,0.0,5.025720119476318,0.0,0.0,2.9433956146240234,1.0
71,2025-02-20 23:02:07.324805,3.05407323864719,5.0086188316345215,3.020573616027832,94.3558135267892,29.3836736627314,76.2492505556237,29.3455892809907,89.8114137249809,31.9920192249339,31.0920182093019,0.0,0.0,0.0,48.3561977665366,1,0,0,0,1,1.0,3.01338267326355,0.0,5.0086188316345215,0.0,0.0,3.020573616027832,1.0
72,2025-02-20 23:02:55.144902,3.09469683831344,4.991517066955566,3.0977091789245605,94.265097712281,29.4197574779486,76.2321488068178,29.3816949994405,89.8753178595049,32.0273899818893,31.1273889672337,0.0,0.0,0.0,48.341180549813,1,0,0,0,1,1.0,3.0540733337402344,0.0,4.991517066955566,0.0,0.0,3.0977091789245605,1.0
73,2025-02-20 23:03:41.159712,3.13391041733135,4.971972465515137,3.157717704772949,93.3824406277495,29.3581057077262,75.7447885499085,29.3189994880618,88.4810249394686,31.9645738167656,31.0645728116108,0.0,0.0,0.0,49.0525074363381,1,0,0,0,1,1.0,3.0946967601776123,0.0,4.971972465515137,0.0,0.0,3.157717704772949,1.0
74,2025-02-20 23:04:30.283490,3.17305256894532,4.952428340911865,3.2177000045776367,93.2922664554496,29.3925184388413,75.7252491083687,29.3534260890551,88.5332107082072,31.998319306532,31.0983183023479,0.0,0.0,0.0,49.0430942835172,1,0,0,0,1,1.0,3.1339104175567627,0.0,4.952428340911865,0.0,0.0,3.2177000045776367,1.0
75,2025-02-20 23:05:19.702744,3.21212356429086,4.932884216308594,3.277655839920044,93.2024512317753,29.4268886083032,75.705702148621,29.3878100961259,88.5853404488427,32.0320253837741,31.1320243805567,0.0,0.0,0.0,49.0337199510581,1,0,0,0,1,1.0,3.1730525493621826,0.0,4.932884216308594,0.0,0.0,3.277655839920044,1.0
76,2025-02-20 23:06:09.611694,3.25112364797112,4.913339614868164,3.337585210800171,93.1129225231473,29.4612116822658,75.6861587749282,29.4221470070222,88.6374197259774,32.065686727752,31.1656857254983,0.0,0.0,0.0,49.024344555466,1,0,0,0,1,1.0,3.2511236667633057,0.0,4.913339614868164,0.0,0.0,3.337585210800171,1.0
77,2025-02-20 23:06:55.511807,3.29005309597921,4.893795490264893,3.3974881172180176,93.0236642332147,29.4954901158542,75.666614508956,29.4564393113269,88.6894951981943,32.0993057186178,31.1993047173248,0.0,0.0,0.0,49.0149447406455,1,0,0,0,1,1.0,3.2511236667633057,0.0,4.893795490264893,0.0,0.0,3.3974881172180176,1.0
78,2025-02-20 23:07:45.100525,3.32891216084996,4.874250888824463,3.457364320755005,92.9346876294233,29.5297224325044,75.6470696863839,29.4906855107023,88.741537429357,32.1328808505393,31.2328798502041,0.0,0.0,0.0,49.0055352470508,1,0,0,0,1,1.0,3.3289122581481934,0.0,4.874250888824463,0.0,0.0,3.457364320755005,1.0
