iteration,timestamp,T41_LEVEL,T42_LEVEL,J2_LEVEL,J13_LEVEL,J14_LEVEL,J19_LEVEL,J21_LEVEL,P79_FLOW,P79_STATUS,P1_FLOW,P1_STATUS
15,2024-05-21 19:10:30.133184,7.157910618824492,6.167316763150818,65.41826349966423,77.44585519370999,58.34912315076844,57.25379532210336,58.31958063640694,335.5091392234826,1.0,0.0,0.0
16,2024-05-21 19:10:37.341684,7.2923125465489775,6.374145202207958,65.5053347544895,77.4538496934685,58.48307052342769,57.46298021865685,58.453209231741354,334.02078616598163,1.0,0.0,0.0
17,2024-05-21 19:10:46.312477,7.427472143126306,6.578623135341558,65.59288796649979,77.46183791320311,58.617788086970634,57.669794761545994,58.58761428457295,332.5336022739181,1.0,0.0,0.0
18,2024-05-21 19:10:55.096995,7.5633701929778585,6.780770984448047,65.68091130313952,77.46982008311953,58.753256768507605,57.87425905291976,58.72277694139739,331.04754468939825,1.0,0.0,0.0
19,2024-05-21 19:11:03.860570,7.699987184704232,6.980609501218592,65.76939250997718,77.47779603292746,58.88945711462115,58.07639351330082,58.85867798428128,329.56264511573096,1.0,0.0,0.0
20,2024-05-21 19:11:12.760437,7.837303286926276,7.178159790478663,65.85831914250382,77.48576559624247,59.02636936678207,58.27621889308741,58.99529789937828,328.0789345290557,1.0,0.0,0.0
21,2024-05-21 19:11:21.509641,7.9752983213143205,7.373443336403012,65.9476785501442,77.49372861060002,59.163973435897674,58.47375629590411,59.13261685275768,326.596443175755,1.0,0.0,0.0
22,2024-05-21 19:11:29.009173,8.113951732248058,7.5664820320922646,66.03745785837023,77.50168491746282,59.30224887384373,58.66902720482998,59.27061466341857,325.1152005710408,1.0,0.0,0.0
23,2024-05-21 19:11:37.752776,8.253242552590336,7.757298212963101,66.12764394853968,77.50963436221866,59.44117484138248,58.86205351198991,59.409270772932565,323.63523549940624,1.0,0.0,0.0
24,2024-05-21 19:11:43.238006,8.393149364915773,7.9459146947904005,66.21822343510262,77.51757679416417,59.580730071899595,59.052857551963235,59.54856421119737,322.1565760176187,1.0,0.0,0.0
25,2024-05-21 19:11:51.533003,8.532555141870004,8.13058348904294,66.29130070639515,77.52074450214451,59.72042174280893,59.24145254630348,59.688468893409755,321.5668370720659,1.0,0.0,0.0
26,2024-05-21 19:12:00.268896,8.487898078213062,8.154903651757897,59.71306700254087,59.56072522535059,59.82363574227088,59.42559608152766,59.82751633593338,0.0,0.0,0.0,0.0
27,2024-05-21 19:12:09.050931,8.446790494062897,8.17567433525412,59.684626087970464,59.556162258175505,59.77953601054701,59.449913053762856,59.782864790414386,0.0,0.0,0.0,0.0
28,2024-05-21 19:12:17.001043,8.409174059418797,8.192953869556293,59.65838225899306,59.55161359718178,59.73893801568695,59.47068102194032,59.74176225170274,0.0,0.0,0.0,0.0
29,2024-05-21 19:12:25.986893,8.374985236410181,8.206805792480589,59.6343015937701,59.54708445133364,59.701784177542336,59.48795830950813,59.704150397221994,0.0,0.0,0.0,0.0
30,2024-05-21 19:12:33.912617,8.344154178107335,8.217299950977708,59.61234843424049,59.542583325679395,59.66801177077999,59.501808447676716,59.669965697146516,0.0,0.0,0.0,0.0
31,2024-05-21 19:12:42.246393,8.316603310225622,8.22451391932629,59.59248616313185,59.53812510833596,59.63755184230564,59.51230127727319,59.63913831339644,0.0,0.0,0.0,0.0
32,2024-05-21 19:12:50.723537,8.292245595896107,8.228534734220009,59.5746797702907,59.53373828329784,59.610327829655105,59.51951436857956,59.61159068170512,0.0,0.0,0.0,0.0
33,2024-05-21 19:12:58.895828,8.270983059843132,8.229460371228528,59.558904471222576,59.52948506240427,59.58625392839264,59.523534763810176,59.58723577740596,0.0,0.0,0.0,0.0
34,2024-05-21 19:13:07.520744,8.252710277438556,8.227396254576801,59.545181390067704,59.52553719921323,59.56523405394943,59.52446024055508,59.565975643943176,0.0,0.0,0.0,0.0
35,2024-05-21 19:13:16.237172,8.237305208223521,8.222464424990704,59.53352628905998,59.52202473345788,59.547164298264626,59.52239559880529,59.547704871704155,0.0,0.0,0.0,0.0
36,2024-05-21 19:13:23.869499,8.224055487970617,8.215377246697956,59.52195389802894,59.51482286801359,59.53189220845445,59.51746314154279,59.53230111911691,0.0,0.0,0.0,0.0
37,2024-05-21 19:13:32.265690,8.214702899839248,8.21113693064005,59.513581482619266,59.509573695298435,59.51883882300643,59.51037675097036,59.519053342772935,0.0,0.0,0.0,0.0
38,2024-05-21 19:13:40.809136,8.207025692093474,8.205221234292168,59.50588907251863,59.5036572638602,59.509552578999255,59.50613601218904,59.5097014115141,0.0,0.0,0.0,0.0
39,2024-05-21 19:13:46.406601,8.200088895275407,8.198565127340677,59.49871937115838,59.49698224469771,59.501901111788705,59.50022009166231,59.502024458625115,0.0,0.0,0.0,0.0
40,2024-05-21 19:13:54.701305,8.19329019714442,8.191770921758833,59.491860778391974,59.490196970241854,59.49496886926241,59.49356394041825,59.49508770689906,0.0,0.0,0.0,0.0
41,2024-05-21 19:14:02.693383,8.18649378700027,8.184974428312271,59.48506332693837,59.4834006799948,59.488170245906154,59.48676973409586,59.48828900950841,0.0,0.0,0.0,0.0
42,2024-05-21 19:14:10.812908,8.179697335746958,8.178177976014998,59.47826689373173,59.476604225087335,59.48137383441072,59.47997324066251,59.481492599350844,0.0,0.0,0.0,0.0
43,2024-05-21 19:14:18.472866,8.172900884065447,8.17138152444057,59.471470442316566,59.46980777342299,59.47457738314272,59.47317678836547,59.474696148097394,0.0,0.0,0.0,0.0
44,2024-05-21 19:14:26.395038,8.166104432544554,8.16458507283937,59.46467399079248,59.46301132194725,59.46778093146566,59.46638033679103,59.467899696415934,0.0,0.0,0.0,0.0
45,2024-05-21 19:14:34.751411,8.159307981077198,8.157788621264933,59.45787753937708,59.456214870531745,59.460984479946106,59.45958388518984,59.46110324489506,0.0,0.0,0.0,0.0
46,2024-05-21 19:14:42.976797,8.15251152966338,8.150992169744042,59.45108108800778,59.449418419155414,59.45418802847965,59.45278743361542,59.45430679342772,0.0,0.0,0.0,0.0
47,2024-05-21 19:14:51.040835,8.145715078249554,8.144195718437297,59.444284636692025,59.44262196783267,59.44739157706672,59.4459909820946,59.447510342013906,0.0,0.0,0.0,0.0
48,2024-05-21 19:14:59.340678,8.138918626969577,8.13739926721085,59.437488185435676,59.43582551662466,59.44059512565731,59.43919453078788,59.44071389060012,0.0,0.0,0.0,0.0
49,2024-05-21 19:15:08.072963,8.127715632955859,8.12394260273504,59.42503393944508,59.420782999301935,59.433615942770224,59.432395059036494,59.433915630096315,0.0,0.0,0.0,0.0
50,2024-05-21 19:15:16.365516,8.115641220074536,8.111357357365351,59.413214964042304,59.408410588016075,59.42236790579468,59.41893888528423,59.42271219011269,0.0,0.0,0.0,0.0
51,2024-05-21 19:15:24.885707,8.103402816157935,8.098936103320423,59.400999578326875,59.39606502711404,59.4102846956796,59.406353729125556,59.410637690130045,0.0,0.0,0.0,0.0
52,2024-05-21 19:15:33.205348,8.091107512741287,8.086571749037299,59.388710551286785,59.38372899191885,59.39804321582688,59.39393250580119,59.398399255758626,0.0,0.0,0.0,0.0
53,2024-05-21 19:15:41.592585,8.07879094600281,8.074228658360946,59.37639610785323,59.3713967401801,59.385746759825736,59.38156816296769,59.38610394093025,0.0,0.0,0.0,0.0
54,2024-05-21 19:15:49.696809,8.066466234622064,8.061893712498936,59.36407218680146,59.359065972681144,59.373429751282615,59.369225076673786,59.37378736981744,0.0,0.0,0.0,0.0
55,2024-05-21 19:15:58.016833,8.054138396222744,8.04956189396512,59.351744636258765,59.34673577638493,59.36110487005416,59.35689013249231,59.36146265675505,0.0,0.0,0.0,0.0
56,2024-05-21 19:16:05.984780,8.041809340756206,8.037231292839502,59.33941569407637,59.334405805604355,59.348776965562045,59.34455831461285,59.349134817701376,0.0,0.0,0.0,0.0
57,2024-05-21 19:16:14.170443,8.029479812504917,8.024901164695548,59.327086210215384,59.3220759223726,59.33644788442759,59.33222771374148,59.33680576198067,0.0,0.0,0.0,0.0
58,2024-05-21 19:16:22.028838,8.017150100870166,8.012571220200728,59.314756515936146,59.30974607313601,59.3241183462182,59.319897585696246,59.3244762336308,0.0,0.0,0.0,0.0
59,2024-05-21 19:16:30.101615,8.004820318121036,8.000241347111544,59.3024267400903,59.297416237179505,59.31178863072279,59.307567641239814,59.312146521957814,0.0,0.0,0.0,0.0
60,2024-05-21 19:16:38.425255,7.992490507896109,7.987911501772295,59.29009693266569,59.28508640647264,59.299458846480825,59.29523776816555,59.299816739193915,0.0,0.0,0.0,0.0
61,2024-05-21 19:16:46.328703,7.97461117231389,7.967176238269077,59.266807068583645,59.256791347835744,59.28677109579603,59.28290212943911,59.28748338500402,0.0,0.0,0.0,0.0
62,2024-05-21 19:16:54.426798,7.955986469329774,7.947186342575284,59.248147842007064,59.237431157534985,59.26883523171727,59.262167480314005,59.26960348973371,0.0,0.0,0.0,0.0
63,2024-05-21 19:17:03.101746,7.937047340727747,7.927510872939013,59.22914799371953,59.21808780643231,59.250186094192536,59.24217783803555,59.250978544823475,0.0,0.0,0.0,0.0
64,2024-05-21 19:17:11.581683,7.917946428799108,7.907997187027772,59.210005723102526,59.19875804914302,59.231234257165674,59.22250249745308,59.23203929039544,0.0,0.0,0.0,0.0
65,2024-05-21 19:17:20.125585,7.89875687100489,7.888572147410881,59.19079067222521,59.17943722505248,59.212126342967835,59.20298888187015,59.212938309137414,0.0,0.0,0.0,0.0
66,2024-05-21 19:17:27.925430,7.879517355031932,7.869197066388785,59.1715359131374,59.1601219079184,59.19293282673912,59.183563881768166,59.193748712150786,0.0,0.0,0.0,0.0
67,2024-05-21 19:17:35.690397,7.860249272646502,7.849850552221187,59.1522588325942,59.140809893592284,59.173691043369324,59.16418882330215,59.174509173728346,0.0,0.0,0.0,0.0
68,2024-05-21 19:17:43.869938,7.8409647033857075,7.830520525294451,59.13296901124284,59.121499846193124,59.154421651546954,59.14484232214451,59.15524107837819,0.0,0.0,0.0,0.0
69,2024-05-21 19:17:51.858960,7.821670628476258,7.811200004432184,59.113671835083686,59.10219092869673,59.135136326291416,59.12551230270878,59.1359565016323,0.0,0.0,0.0,0.0
70,2024-05-21 19:17:59.822117,7.802371026664716,7.791885010901578,59.09437042568256,59.082882687330425,59.11584181175446,59.10619178620152,59.11666242237011,0.0,0.0,0.0,0.0
71,2024-05-21 19:18:07.912534,7.783068209383386,7.772573233291379,59.07506655533473,59.06357484035535,59.09654195415098,59.086876795204525,59.09736281802598,0.0,0.0,0.0,0.0
72,2024-05-21 19:18:15.648623,7.763763520673976,7.753263327474387,59.05576125342104,59.044267223348676,59.077238987990015,59.0675650190689,59.07805999927058,0.0,0.0,0.0,0.0
73,2024-05-21 19:18:23.704959,7.743679474205813,7.732763463773205,59.03458301699014,59.02223885134777,59.057871235975846,59.04825415124167,59.05875468617203,0.0,0.0,0.0,0.0
74,2024-05-21 19:18:31.704568,7.7235099082195955,7.712349120048432,59.01438397911628,59.001933232809165,59.037780140218494,59.02775435831051,59.038670569908916,0.0,0.0,0.0,0.0
75,2024-05-21 19:18:39.931953,7.7032905667021145,7.691984552285654,58.99414663803389,58.98163294302598,59.01760645953683,59.00734005566057,59.018500963183136,0.0,0.0,0.0,0.0
76,2024-05-21 19:18:47.870843,7.683041884635225,7.671649325510386,58.973887056207154,58.96133594093658,58.9973846885347,58.986975512069776,58.99828159761136,0.0,0.0,0.0,0.0
77,2024-05-21 19:18:56.562099,7.6627757593839965,7.651331542349875,58.95361438745195,58.94104095619986,58.97713456122912,58.966640299656255,58.97803290123517,0.0,0.0,0.0,0.0
78,2024-05-21 19:19:03.866379,7.64249927638373,7.631024117346158,58.93333393636879,58.92074716378831,58.95686757663721,58.946322525012384,58.9577667674756,0.0,0.0,0.0,0.0
79,2024-05-21 19:19:12.444691,7.622216593668285,7.610722892492075,58.91304887213583,58.90045410667197,58.93659057917642,58.9260151051056,58.93749027938168,0.0,0.0,0.0,0.0
80,2024-05-21 19:19:20.567577,7.601930197450864,7.590425381591384,58.89276104719378,58.88016149137018,58.916307588275004,58.90571388330428,58.91720759361488,0.0,0.0,0.0,0.0
81,2024-05-21 19:19:29.269480,7.581641575931461,7.570130096418623,58.872471568870296,58.85986914139796,58.89602100736583,58.88541637423295,58.89692119556883,0.0,0.0,0.0,0.0
82,2024-05-21 19:19:36.332895,7.561351620574167,7.549836145529825,58.85218109986991,58.83957695071909,58.875732275138006,58.86512109015681,58.876632572953305,0.0,0.0,0.0,0.0
83,2024-05-21 19:19:44.592935,7.541060865619158,7.529542994674722,58.83189003713688,58.81928485569871,58.855442253412576,58.844827139925535,58.8563426169389,0.0,0.0,0.0,0.0
84,2024-05-21 19:19:53.176276,7.520769631311113,7.509250323604528,58.8115986185329,58.79899281814067,58.83515145867002,58.82453398946474,58.83605186158995,0.0,0.0,0.0,0.0
85,2024-05-21 19:20:01.709328,7.493292848587383,7.478058398654754,58.770459804477916,58.74834376385371,58.814175266139785,58.80423035867743,58.81575384551732,0.0,0.0,0.0,0.0
86,2024-05-21 19:20:10.472747,7.465146917101926,7.447535623116316,58.74196829803338,58.71893860203771,58.78662583166716,58.77303921971067,58.788276343469356,0.0,0.0,0.0,0.0
87,2024-05-21 19:20:19.217511,7.436607397476147,7.417406436343801,58.713170503725124,58.68954650453567,58.758436468035846,58.74251689965022,58.760129981962656,0.0,0.0,0.0,0.0
88,2024-05-21 19:20:27.030794,7.407815968189951,7.3875291598520905,58.68419358161072,58.6601679277901,58.729868882340654,58.71238800176781,58.73159018445502,0.0,0.0,0.0,0.0
89,2024-05-21 19:20:35.860628,7.37885700677935,7.357819416168257,58.65510267134472,58.63080075094419,58.70105867157382,58.68251091625857,58.702798569213584,0.0,0.0,0.0,0.0
90,2024-05-21 19:20:44.321730,7.349784177096172,7.328223541371921,58.6259362927732,58.601442451985776,58.672086891799005,58.652801301859576,58.67383948088847,0.0,0.0,0.0,0.0
91,2024-05-21 19:20:53.184575,7.320632915054264,7.29870609951106,58.596718790392096,58.572090810053155,58.64300520792019,58.623205515868634,58.64476656353997,0.0,0.0,0.0,0.0
92,2024-05-21 19:21:02.120988,7.29142716390209,7.269243147431867,58.56746615908305,58.54274405650182,58.61384778265936,58.59368813558541,58.61561524047611,0.0,0.0,0.0,0.0
93,2024-05-21 19:21:10.983694,7.262183259334057,7.239818349392621,58.538189182825064,58.51340090849713,58.58463771257632,58.56422522658927,58.58640944656222,0.0,0.0,0.0,0.0
94,2024-05-21 19:21:16.266839,7.232912719362604,7.210420187390886,58.5088951426953,58.48406022518465,58.555390787145186,58.534800458570146,58.55716551208466,0.0,0.0,0.0,0.0
95,2024-05-21 19:21:24.684708,7.2036234259824425,7.181040779395578,58.47958922344767,58.45472137789306,58.52611811912153,58.50540231769393,58.52789495104338,0.0,0.0,0.0,0.0
96,2024-05-21 19:21:32.896311,7.17432091016261,7.15167459448856,58.45027494476087,58.42538383810662,58.49682732474531,58.476022924588136,58.49860564280187,0.0,0.0,0.0,0.0
97,2024-05-21 19:21:40.802505,7.144753961823584,7.12192687827741,58.42009253409519,58.394794369424766,58.467494675285444,58.44665630768756,58.46930282862916,0.0,0.0,0.0,0.0
98,2024-05-21 19:21:49.304579,7.115160565205188,7.092205611002821,58.390475501885426,58.365130767652,58.43792470150458,58.41690862158798,58.43973585033529,0.0,0.0,0.0,0.0
99,2024-05-21 19:21:58.075941,7.085548553697848,7.062502959224775,58.3608466570633,58.33546893047862,58.40832917274012,58.387187375479286,58.41014243260652,0.0,0.0,0.0,0.0
100,2024-05-21 19:22:06.108600,7.055923366045494,7.032813484259222,58.33120951455444,58.30580839123002,58.37871565147421,58.35748473867775,58.38053040615108,0.0,0.0,0.0,0.0
