iteration,timestamp,T41_LEVEL,T42_LEVEL,J2_LEVEL,J13_LEVEL,J14_LEVEL,J19_LEVEL,J21_LEVEL,P79_FLOW,P79_STATUS,P1_FLOW,P1_STATUS,plc4AttackerUnit
41,2024-06-13 17:32:15.919585,8.248629620563484,8.24711025233761,59.547199056850864,59.54553652362997,59.55030586190735,59.548905784295215,59.55042461824154,0.0,0.0,0.0,0.0,1
42,2024-06-13 17:32:20.904669,8.241833163737878,8.240313804372247,59.540402723482146,59.5387400521871,59.54350966779061,59.54210906468925,59.54362843291226,0.0,0.0,0.0,0.0,1
43,2024-06-13 17:32:26.857093,8.235036711628087,8.233517351941236,59.53360626924107,59.531943600253335,59.536713211115355,59.53531261672244,59.53683197608817,0.0,0.0,0.0,0.0,1
44,2024-06-13 17:32:32.189032,8.228240259330919,8.226720899670834,59.5268098171699,59.5251471481198,59.529916759002866,59.52851616429148,59.53003552397833,0.0,0.0,0.0,0.0,1
45,2024-06-13 17:32:36.156627,8.221443807140815,8.219924447534277,59.52001336500786,59.51835069598534,59.523120306708805,59.521719712021124,59.52323907168119,0.0,0.0,0.0,0.0,1
46,2024-06-13 17:32:42.132676,8.214647355031024,8.213127995478015,59.51321691296042,59.51155424397239,59.51632385452225,59.51492325988459,59.516442619491116,0.0,0.0,0.0,0.0,1
47,2024-06-13 17:32:47.376354,8.207850903108605,8.206331543368226,59.50642046099324,59.50475779203972,59.50952740241605,59.50812680782831,59.50964616738138,0.0,0.0,0.0,0.0,1
48,2024-06-13 17:32:52.720688,8.201054451186195,8.19953509155288,59.4996240091466,59.497961340165304,59.50273095049318,59.501330355718615,59.502849715458964,0.0,0.0,0.0,0.0,1
49,2024-06-13 17:32:58.092210,8.189851456490521,8.186078426403968,59.48716976177073,59.48291882130722,59.49575176695187,59.49453088337813,59.49605145431259,0.0,0.0,0.0,0.0,1
50,2024-06-13 17:33:03.030087,8.177777042887385,8.173493180400838,59.47535078567702,59.47054640936061,59.48450372929165,59.48107470895281,59.484848013646975,0.0,0.0,0.0,0.0,1
