iteration,timestamp,T41_LEVEL,T42_LEVEL,J2_LEVEL,J13_LEVEL,J14_LEVEL,J19_LEVEL,J21_LEVEL,P79_FLOW,P79_STATUS,P1_FLOW,P1_STATUS,plc4attack
24,2024-06-13 19:23:29.795271,9.495187879706409,8.081887167584501,77.94039643407012,78.23679169171947,60.639856427845054,59.16738488036384,60.55537149359266,188.258805786688,1.0,243.43934256528993,1.0,1
25,2024-06-13 19:23:35.235029,9.720988332955692,8.24426441639004,77.19926105988901,70.11869764404659,60.86902329089718,59.37731100007607,60.79096842833206,0.0,0.0,381.4180946454197,1.0,1
26,2024-06-13 19:23:40.967853,9.943895081714395,8.407023602888092,77.21185779912837,70.18953361178082,61.0929628883115,59.53969009703177,61.016750457266156,0.0,0.0,379.07293285571865,1.0,1
27,2024-06-13 19:23:46.237600,10.163988676323472,8.570094000339239,77.22440527212736,70.26049280638506,61.3140802024414,59.70245079217781,61.23963948885029,0.0,0.0,376.7369430669778,1.0,1
28,2024-06-13 19:23:51.324313,10.381343654220426,8.73341068482181,77.2369045324913,70.33154848469385,61.53245039296029,59.86552238528743,61.459716020052554,0.0,0.0,374.40992912725676,1.0,1
29,2024-06-13 19:23:56.236920,10.596029314721667,8.896913777104542,77.24935655028058,70.40267610091117,61.7481432858103,60.028839975752675,61.677054541661896,0.0,0.0,372.09171043834084,1.0,1
30,2024-06-13 19:24:06.697006,10.668000000000001,9.122197766160784,77.85691348421354,70.8593959808487,72.90303692108284,60.24854162767872,72.90303692108283,0.0,0.0,258.98154125457603,1.0,1
31,2024-06-13 19:24:12.680512,10.668000000000001,9.377892613723288,77.86367475697854,70.92949614403874,72.95455699833661,60.41818042489212,72.95455699833659,0.0,0.0,257.7227806946433,1.0,1
32,2024-06-13 19:24:17.692611,10.668000000000001,9.631544905233472,77.87391834930688,71.03519508208447,73.03225650680116,60.6738607842454,73.03225650680113,0.0,0.0,255.81570928027085,1.0,1
33,2024-06-13 19:24:23.246071,10.668000000000001,9.883158178301558,77.88414385043438,71.14010228164739,73.10938878366171,60.92749871144348,73.10938878366169,0.0,0.0,253.91200594331045,1.0,1
34,2024-06-13 19:24:28.684176,10.668000000000001,10.132736060700493,77.89435189183862,71.24421946359696,73.18596503384175,61.179097744328686,73.18596503384171,0.0,0.0,252.0115531202435,1.0,1
35,2024-06-13 19:24:33.516754,10.668000000000001,10.380282133437662,77.90454153897507,71.34754742628579,73.26197497154865,61.42866150994171,73.26197497154863,0.0,0.0,250.11452479720828,1.0,1
36,2024-06-13 19:24:38.900961,10.668000000000001,10.625800037274297,77.91471306370023,71.45008768678883,73.3374248954214,61.676193589299885,73.33742489542139,0.0,0.0,248.22087036210655,1.0,1
37,2024-06-13 19:24:48.304104,10.668000000000001,10.668000000000001,79.17982921307944,79.15833522231748,79.16353526247214,79.14988174659129,79.16353526247208,0.0,0.0,12.69150068300582,1.0,1
38,2024-06-13 19:24:54.274486,10.668000000000001,10.668000000000001,79.17982920925583,79.1583352175122,79.163535255804,79.14988174095669,79.16353525580398,0.0,0.0,12.691501394857273,1.0,1
39,2024-06-13 19:24:59.045366,10.668000000000001,10.668000000000001,79.17982927800175,79.15833530390549,79.16353537569121,79.14988184225759,79.16353537569117,0.0,0.0,12.691488596284234,1.0,1
40,2024-06-13 19:25:05.022274,10.668000000000001,10.668000000000001,79.17982929595371,79.15833532646582,79.16353540699794,79.14988186871079,79.16353540699791,0.0,0.0,12.691485254128137,1.0,1
41,2024-06-13 19:25:09.936415,10.668000000000001,10.668000000000001,79.17982917166513,79.15833517027188,79.16353519024901,79.14988168556484,79.16353519024895,0.0,0.0,12.691508393200106,1.0,1
42,2024-06-13 19:25:14.457163,10.668000000000001,10.668000000000001,79.17982920480533,79.15833521191927,79.1635352480427,79.14988173439868,79.16353524804268,0.0,0.0,12.691502223415231,1.0,0
43,2024-06-13 19:25:20.106315,10.662617894384233,10.659789148912893,61.960195295069376,61.958899602420864,61.962922134424346,61.96299831442497,61.962999229053715,0.0,0.0,0.0,0.0,0
44,2024-06-13 19:25:25.840835,10.6552308638183,10.653583222913111,61.95402009285542,61.952002537546576,61.95747792623917,61.9547881452696,61.95761650856101,0.0,0.0,0.0,0.0,0
45,2024-06-13 19:25:31.112613,10.648370147732612,10.646850982548163,61.94696827031416,61.94527228672528,61.95010880217662,61.94858205596051,61.9502296552872,0.0,0.0,0.0,0.0,0
46,2024-06-13 19:25:36.437155,10.64157376497814,10.640054408937527,61.94014326185573,61.93848063573191,61.94325019738043,61.94184979485916,61.943368960105374,0.0,0.0,0.0,0.0,0
47,2024-06-13 19:25:41.822490,10.634777285564315,10.633257932146961,61.933346826292365,61.93168415087124,61.9364538114675,61.93505322127984,61.9365725773196,0.0,0.0,0.0,0.0,0
48,2024-06-13 19:25:46.738826,10.62798080762331,10.626461454072121,61.92655034773384,61.92488767301086,61.92965733209998,61.928256744488856,61.929776097906256,0.0,0.0,0.0,0.0,0
49,2024-06-13 19:25:51.165103,10.616777786209104,10.613004763509922,61.91409604467287,61.90984509197742,61.922678122051785,61.92145724588266,61.92297781073648,0.0,0.0,0.0,0.0,0
50,2024-06-13 19:25:57.214529,10.604703345669153,10.600419492296119,61.902277041777815,61.89747265466821,61.91143005757496,61.90800104604497,61.91177434335133,0.0,0.0,0.0,0.0,0
