iteration,timestamp,T41_LEVEL,T42_LEVEL,J2_LEVEL,J13_LEVEL,J14_LEVEL,J19_LEVEL,J21_LEVEL,P79_FLOW,P79_STATUS,P1_FLOW,P1_STATUS,T41MiM
41,2024-06-13 18:34:25.475359,10.668000000000001,10.668000000000001,79.17982917833608,79.15833517865528,79.16353520188258,79.1498816953948,79.16353520188252,0.0,0.0,12.691507151254362,1.0,1
42,2024-06-13 18:34:29.546443,10.668000000000001,10.668000000000001,79.17982915115145,79.15833514449217,79.16353515447477,79.14988165533667,79.16353515447472,0.0,0.0,12.691512212273826,1.0,1
43,2024-06-13 18:34:33.591428,10.668000000000001,10.668000000000001,79.17982917144346,79.15833516999325,79.16353518986232,79.14988168523807,79.16353518986227,0.0,0.0,12.69150843446675,1.0,1
44,2024-06-13 18:34:38.050577,10.668000000000001,10.668000000000001,79.17982921167318,79.1583352205501,79.16353526001961,79.1498817445188,79.16353526001957,0.0,0.0,12.691500944815632,1.0,1
45,2024-06-13 18:34:42.164876,10.668000000000001,10.668000000000001,79.17982924866504,79.15833526703796,79.16353532453043,79.14988179902835,79.16353532453039,0.0,0.0,12.69149405796125,1.0,1
46,2024-06-13 18:34:46.302436,10.668000000000001,10.668000000000001,79.17982917020629,79.15833516843851,79.16353518770485,79.14988168341509,79.16353518770478,0.0,0.0,12.691508664794128,1.0,1
47,2024-06-13 18:34:50.586860,10.668000000000001,10.668000000000001,79.17982912232075,79.15833510826054,79.16353510419636,79.14988161285305,79.16353510419628,0.0,0.0,12.691517579747465,1.0,1
48,2024-06-13 18:34:54.688964,10.668000000000001,10.668000000000001,79.17982924937935,79.1583352679357,79.16353532577628,79.14988180008106,79.16353532577624,0.0,0.0,12.691493924974765,1.0,1
49,2024-06-13 18:34:58.656972,10.668000000000001,10.668000000000001,79.12432837094532,79.05955807343568,79.07522708659486,79.03408240101531,79.07522708659481,0.0,0.0,23.024210743599678,1.0,1
50,2024-06-13 18:35:02.848394,10.668000000000001,10.668000000000001,79.12432840297774,79.05955811912676,79.07522715821007,79.03408245824494,79.07522715821001,0.0,0.0,23.024204780056852,1.0,1
