iteration,timestamp,T3,T2,T4,V2F,J300,J256,J289,J415,J14,J422,PU4F,PU5F,PU6F,PU7F,V2,PU4,PU5,PU6,PU7
25,2025-02-20 01:55:22.994786,4.025552272796631,0.942716129522293,3.400827169418335,103.559947622614,25.8033619994088,91.5520908605089,25.860209149912,87.2126067708563,28.845707735348,27.945706620644,32.7910521529004,0.0,0.0,47.8734618428455,1,1,0,0,1
26,2025-02-20 01:56:51.254876,4.071863174438477,0.962864879971896,3.4517600536346436,103.417861108966,25.8198793049772,91.586173912201,25.8766867274453,87.2530959855386,28.8608771483164,27.9608760351418,32.7800053832133,0.0,0.0,47.8602824416972,1,1,0,0,1
27,2025-02-20 01:58:23.033585,4.118151664733887,0.98290989445838,3.5026559829711914,103.276340382052,25.8363392377759,91.6202202256714,25.893106851008,87.2935147696437,28.875994965376,27.9759938537247,32.7689400796056,0.0,0.0,47.8471014979337,1,1,0,0,1
28,2025-02-20 01:59:47.710304,4.164417743682861,1.00285171145314,3.553514242172241,103.135382222604,25.8527341137348,91.6542266043127,25.9094618570198,87.3339004626223,28.8910525772377,27.9910514671037,32.7578546609498,0.0,0.0,47.8338971770975,1,1,0,0,1
29,2025-02-20 02:01:10.787298,4.2106614112854,1.0226908574101,3.6043355464935303,102.994995483613,25.8690637088214,91.6881929410665,25.9257515152362,87.3742455128171,28.9060497150794,28.0060486064565,32.7467490297182,0.0,0.0,47.8206734635679,1,1,0,0,1
30,2025-02-20 02:02:34.958166,4.256882190704346,1.04242787516871,3.6551194190979004,102.855173726539,25.885328915263,91.7221195707681,25.9419767192607,87.4145502179795,28.9209874054798,28.0209862983619,32.7356235134897,0.0,0.0,47.8074306620516,1,1,0,0,1
31,2025-02-20 02:03:58.785564,4.303081035614014,1.06206328952199,3.7058660984039307,102.715922585105,25.9015291775359,91.7560062518387,25.9581368907955,87.4547866791509,28.9358651890876,28.0358640834686,32.7244778914887,0.0,0.0,47.7941837770177,1,1,0,0,1
32,2025-02-20 02:06:43.961544,4.3678717613220215,1.08943594616548,3.777012586593628,102.439117662442,25.9337370405926,91.823660547965,25.9902643725219,87.5351333036951,28.9654425689774,28.0654414663378,32.7021271135807,0.0,0.0,47.7676357960982,1,1,0,0,1
33,2025-02-20 02:08:11.641015,4.395405292510986,1.10104505950377,3.807239294052124,102.456782602758,25.9425414013362,91.8382447582759,25.999055822395,87.5520361500019,28.9742727258824,28.0742716230527,32.698478754851,0.0,0.0,47.7631646610033,1,1,0,0,1
34,2025-02-20 02:09:37.277386,4.441537857055664,1.12044280968547,3.8578760623931885,102.375640897776,25.9521293201653,91.8584052235297,26.0086197587743,87.5759752807545,28.9830870427958,28.0830859408395,32.6918087455837,0.0,0.0,47.755245433337,1,1,0,0,1
35,2025-02-20 02:11:04.496279,4.48764705657959,1.13974250498684,3.908475399017334,102.240314851514,25.9681745050845,91.8921759234853,26.0246247293908,87.6160753059432,28.9978412597331,28.0978401592335,32.6806226635863,0.0,0.0,47.7419670288019,1,1,0,0,1
36,2025-02-20 02:12:30.248409,4.533734321594238,1.1589445848266,3.9590370655059814,102.105477329502,25.9841591711414,91.9259084194953,26.040569109961,87.6561227490787,29.0125394503538,28.1125383513056,32.6694166711136,0.0,0.0,47.7286764331649,1,1,0,0,1
37,2025-02-20 02:13:54.949160,4.58194637298584,1.17998905575383,4.0276031494140625,102.908076798286,26.0902980096631,92.8596220669677,26.1450069121638,89.1081259102385,29.108646264846,28.2086451571586,32.1418843439404,0.0,0.0,46.976030765169,1,1,0,0,1
38,2025-02-20 02:15:16.415188,4.630135536193848,1.20094516995531,4.096114635467529,102.777485493647,26.1081716320422,92.8950177356879,26.1628492023604,89.1603282573444,29.1251992625899,28.2251981563082,32.1306095530057,0.0,0.0,46.9565943788625,1,1,0,0,1
39,2025-02-20 02:16:41.943232,4.678301811218262,1.22181344289109,4.1645708084106445,102.647446293844,26.1259966721067,92.930379473305,26.1806428529174,89.2124677467873,29.1417090725827,28.2417079677007,32.1193185040563,0.0,0.0,46.9371468204613,1,1,0,0,1
40,2025-02-20 02:18:10.300329,4.774566173553467,1.24259436099927,4.232972145080566,102.517936663986,26.1437659113261,92.9657043003184,26.1983806349278,89.2645434468337,29.1581676856498,28.2581665821619,32.1080107178019,0.0,0.0,46.917690909441,1,1,0,0,1
41,2025-02-20 02:19:33.894290,4.774566173553467,1.26328843032127,4.301319122314453,102.388954189621,26.1614805282525,93.0009926760407,26.2160637457813,89.3165769540004,29.1745762383524,28.2745751362529,32.0966866373153,0.0,0.0,46.8982150722797,1,1,0,0,1
42,2025-02-20 02:20:58.501658,4.8226637840271,1.28389613802234,4.369610786437988,102.260497261113,26.1791398701426,93.0362443174668,26.2336915024072,89.3685315002984,29.1909342604154,28.2909331596985,32.0853460048825,0.0,0.0,46.878739731011,1,1,0,0,1
43,2025-02-20 02:22:24.517635,4.8707380294799805,1.30441798162492,4.437847137451172,102.132565878463,26.1967449296082,93.071459616378,26.2512649413325,89.4204601318399,29.207242313261,28.3072412139211,32.0739891878508,0.0,0.0,46.8592353858533,1,1,0,0,1
44,2025-02-20 02:23:45.586251,4.918789386749268,1.3248544382313,4.50602912902832,102.005162456123,26.2142949347723,93.1066382313399,26.2687832513342,89.4723150206661,29.2234999024266,28.3234988044582,32.0626158891909,0.0,0.0,46.839728664297,1,1,0,0,1
45,2025-02-20 02:25:09.683389,4.968471050262451,1.37538060392794,4.442162036895752,89.9855093851727,28.451189406549,94.0790130988745,28.5458243040382,69.627988255331,31.0362901512646,30.1362891826739,32.8669791777708,0.0,0.0,0.0,1,1,0,0,0
46,2025-02-20 02:26:36.009210,5.01814079284668,1.42571114984933,4.378295421600342,89.7587037525511,28.4852410837755,94.1220959851093,28.5798457776384,69.564153047434,31.0688127603473,30.1688117941979,32.8613151478217,0.0,0.0,0.0,1,1,0,0,0
47,2025-02-20 02:28:01.274839,5.067799091339111,1.47584661209874,4.314428806304932,89.5324711500223,28.5192206321162,94.1651417293993,28.6137950030186,69.5002843627566,31.101271341171,30.2012703774567,32.8556274937937,0.0,0.0,0.0,1,1,0,0,0
48,2025-02-20 02:29:28.366924,5.117445468902588,1.52578778496845,4.2505621910095215,89.30714155278,28.5531261805925,94.2081495373428,28.6476701063404,69.4364171474223,31.1336644923255,30.2336635310367,32.8499160758745,0.0,0.0,0.0,1,1,0,0,0
49,2025-02-20 02:30:50.626891,5.168086528778076,1.57614831105521,4.190919399261475,89.5299931167983,28.6408523893736,94.6944224716777,28.734061700813,69.6555859190382,31.2202952230892,30.3202942594016,32.5987087389909,0.0,0.0,0.0,1,1,0,0,0
50,2025-02-20 02:32:16.727450,5.218715667724609,1.62632467110083,4.131276607513428,89.316103196154,28.6757469610649,94.7383322403331,28.7689260486119,69.5959470392723,31.2537502831478,30.3537493217625,32.5930011831078,0.0,0.0,0.0,1,1,0,0,0
51,2025-02-20 02:33:41.386039,5.269333362579346,1.67631770820722,4.071633815765381,89.103129157877,28.7106003281412,94.782217691778,28.8037491328361,69.5363032717263,31.2871742629176,30.3871733038247,32.5872812288519,0.0,0.0,0.0,1,1,0,0,0
52,2025-02-20 02:35:04.361621,5.3200225830078125,1.72747366352097,4.011991024017334,90.4531027456414,28.8586426062008,94.8744749029367,28.9519784214656,69.4766625066801,31.4443166080015,30.5443156343777,32.622590510542,0.0,0.0,0.0,1,1,0,0,0
53,2025-02-20 02:36:27.771595,5.304612159729004,1.79728362623417,3.952348470687866,78.9184118026185,30.9241514894825,76.8375604107135,30.9241514894797,69.4170268980761,33.2614325477894,32.3614316983233,0.0,0.0,0.0,0.0,1,0,0,0,0
54,2025-02-20 02:37:55.781282,5.289201259613037,1.87032032276916,3.8927059173583984,82.5661748960158,31.3602655786147,76.8221495872796,31.3602655786122,69.3573760704296,33.7191304318021,32.819129543072,0.0,0.0,0.0,0.0,1,0,0,0,0
55,2025-02-20 02:39:18.239133,5.2737908363342285,1.94319945090985,3.8330633640289307,82.3880567008359,31.4150709921449,76.8067413785502,31.4150709921423,69.2977484717069,33.772861602401,32.8728607155881,0.0,0.0,0.0,0.0,1,0,0,0,0
56,2025-02-20 02:40:43.277838,5.258379936218262,2.01592118454429,3.773420572280884,82.2101187847863,31.4697891726626,76.7913322701335,31.4697891726599,69.2380974350051,33.8265097039191,32.9265088190215,0.0,0.0,0.0,0.0,1,0,0,0,0
57,2025-02-20 02:42:10.108102,5.242969512939453,2.08848591144226,3.713778257369995,82.0326388099204,31.5244280816545,76.775919959988,31.5244280816517,69.1784618146618,33.8800830926821,32.9800822096949,0.0,0.0,0.0,0.0,1,0,0,0,0
58,2025-02-20 02:43:32.022696,5.227558612823486,2.16089405574765,3.6541354656219482,81.8556030943398,31.5789920107468,76.7605106508686,31.5789920107442,69.1188151821074,33.9335863736669,33.0335854925853,0.0,0.0,0.0,0.0,1,0,0,0,0
59,2025-02-20 02:44:59.370354,5.212148189544678,2.23314599942636,3.5944931507110596,81.6790212958551,31.6334762733673,76.7451003129437,31.6334762733645,69.0591836168041,33.9870145049129,33.087013625732,0.0,0.0,0.0,0.0,1,0,0,0,0
60,2025-02-20 02:46:21.039043,5.196737289428711,2.30524214433145,3.534850597381592,81.5028942192839,31.6878833089699,76.7296913081598,31.6878833089672,68.9995313867682,34.0403700657223,33.1403691884372,0.0,0.0,0.0,0.0,1,0,0,0,0
61,2025-02-20 02:47:50.302562,5.179635524749756,2.37675552484308,3.4757049083709717,80.8441059881488,31.6935379028189,76.4202693243821,31.6935379028163,68.9721065641121,34.0421097176535,33.1421088474595,0.0,0.0,0.0,0.0,1,0,0,0,0
62,2025-02-20 02:49:19.193028,5.162533760070801,2.44811250619434,3.4165594577789307,80.6672932070285,31.7472773323212,76.4031669608812,31.7472773323184,68.9129606481398,34.0948018628517,33.1948009945609,0.0,0.0,0.0,0.0,1,0,0,0,0
63,2025-02-20 02:50:41.912187,5.145431995391846,2.5193133841045,3.3574140071868896,80.4908313263581,31.8009435917785,76.3860617725638,31.800943591776,68.8538159609378,34.1474257518331,33.2474248854417,0.0,0.0,0.0,0.0,1,0,0,0,0
64,2025-02-20 02:52:06.057034,5.128330707550049,2.59035856295908,3.2982683181762695,80.3148257772364,31.8545324851504,76.3689630310699,31.8545324851483,68.7946713249409,34.1999769045415,33.2999760400446,0.0,0.0,0.0,0.0,1,0,0,0,0
65,2025-02-20 02:53:31.888947,5.111228942871094,2.66124845344086,3.2391228675842285,80.1392669018526,31.9080448601519,76.351860432923,31.9080448601495,68.7355218743857,34.2524561753135,33.3524553127063,0.0,0.0,0.0,0.0,1,0,0,0,0
66,2025-02-20 02:54:59.151761,5.094127178192139,2.73198345401152,3.1208319664001465,79.9641683821051,31.961479498842,76.3347607490615,31.9614794988394,68.6763808857918,34.30486228805,33.4048614273275,0.0,0.0,0.0,0.0,1,0,0,0,0
67,2025-02-20 02:56:25.230221,5.077025413513184,2.80256398054119,3.1208319664001465,79.7895221698184,32.0148385217582,76.3176604070659,32.0148385217555,68.6172369279207,34.3571974525956,33.457196593753,0.0,0.0,0.0,0.0,1,0,0,0,0
68,2025-02-20 02:57:52.360746,5.0599236488342285,2.8729904228437,3.0616862773895264,79.6153443613434,32.068119161953,76.3005560883409,32.0681191619503,68.5580829673088,34.4094587226519,33.5094578656841,0.0,0.0,0.0,0.0,1,0,0,0,0
69,2025-02-20 02:59:21.369093,5.025720119476318,2.9432631851155,3.0025408267974854,79.4416172506942,32.1213231939667,76.2834555100965,32.1213231939642,68.4989540062985,34.4616479800664,33.5616471249686,0.0,0.0,0.0,0.0,1,0,0,0,0
70,2025-02-20 03:00:44.476182,5.0086188316345215,3.0133826765161,2.9433956146240234,79.2683424475058,32.1744513320995,76.2663530023781,32.1744513320968,68.4398086249897,34.5137659099963,33.6137650567635,0.0,0.0,0.0,0.0,1,0,0,0,0
71,2025-02-20 03:02:11.607190,5.0086188316345215,3.05407323864719,3.020573616027832,94.3558135267892,29.3836736627314,76.2492505556237,29.3455892809907,89.8114137249809,31.9920192249339,31.0920182093019,0.0,0.0,0.0,48.3561977665366,1,0,0,0,1
72,2025-02-20 03:03:37.707866,4.971972465515137,3.09469683831344,3.0977091789245605,94.265097712281,29.4197574779486,76.2321488068178,29.3816949994405,89.8753178595049,32.0273899818893,31.1273889672337,0.0,0.0,0.0,48.341180549813,1,0,0,0,1
73,2025-02-20 03:05:03.576116,4.971972465515137,3.13391041733135,3.157717704772949,93.3824406277495,29.3581057077262,75.7447885499085,29.3189994880618,88.4810249394686,31.9645738167656,31.0645728116108,0.0,0.0,0.0,49.0525074363381,1,0,0,0,1
74,2025-02-20 03:06:26.323162,4.952428340911865,3.17305256894532,3.2177000045776367,93.2922664554496,29.3925184388413,75.7252491083687,29.3534260890551,88.5332107082072,31.998319306532,31.0983183023479,0.0,0.0,0.0,49.0430942835172,1,0,0,0,1
75,2025-02-20 03:07:53.648388,4.932884216308594,3.21212356429086,3.277655839920044,93.2024512317753,29.4268886083032,75.705702148621,29.3878100961259,88.5853404488427,32.0320253837741,31.1320243805567,0.0,0.0,0.0,49.0337199510581,1,0,0,0,1
76,2025-02-20 03:09:18.730228,4.913339614868164,3.25112364797112,3.337585210800171,93.1129225231473,29.4612116822658,75.6861587749282,29.4221470070222,88.6374197259774,32.065686727752,31.1656857254983,0.0,0.0,0.0,49.024344555466,1,0,0,0,1
77,2025-02-20 03:10:46.600069,4.893795490264893,3.29005309597921,3.3974881172180176,93.0236642332147,29.4954901158542,75.666614508956,29.4564393113269,88.6894951981943,32.0993057186178,31.1993047173248,0.0,0.0,0.0,49.0149447406455,1,0,0,0,1
78,2025-02-20 03:12:11.119631,4.874250888824463,3.32891216084996,3.457364320755005,92.9346876294233,29.5297224325044,75.6470696863839,29.4906855107023,88.741537429357,32.1328808505393,31.2328798502041,0.0,0.0,0.0,49.0055352470508,1,0,0,0,1
79,2025-02-20 03:13:36.313321,4.854706764221191,3.3677010944327,3.517214298248291,92.845995931043,29.5639087132075,75.6275238197971,29.5248856765094,88.7935341435984,32.1664122957071,31.2664112963265,0.0,0.0,0.0,48.9961226001136,1,0,0,0,1
80,2025-02-20 03:15:00.873356,4.81561803817749,3.40642015045864,3.5770373344421387,92.7575835043513,29.5980492489786,75.6079802971522,29.5590400941466,88.8454784280047,32.1999003772634,31.2998993788345,0.0,0.0,0.0,48.9867106070536,1,0,0,0,1
81,2025-02-20 03:16:23.127658,4.81561803817749,3.44506958809893,3.636833906173706,92.6694447156251,29.6321447328923,75.5884363380137,29.5931494959297,88.8974213015929,32.2333455266306,31.3333445291504,0.0,0.0,0.0,48.9772726609696,1,0,0,0,1
82,2025-02-20 03:17:51.873183,4.796073913574219,3.48364965990185,3.696603775024414,92.5815819793172,29.6661948191931,75.568896501361,29.6272135160961,88.9493367371705,32.266747503804,31.3667465072696,0.0,0.0,0.0,48.9678223129676,1,0,0,0,1
83,2025-02-20 03:19:15.690237,4.776529312133789,3.52216061382433,3.81606388092041,92.4940025387855,29.7001992950384,75.5493516798085,29.66123191946,89.0011958713306,32.3001062191617,31.4001052235699,0.0,0.0,0.0,48.9583747139051,1,0,0,0,1
84,2025-02-20 03:20:45.115396,4.756985187530518,3.56060270609397,3.81606388092041,92.406690297679,29.734158948977,75.529805332239,29.6952055147014,89.0530253046005,32.3334224001298,31.4334214054778,0.0,0.0,0.0,48.9489162110775,1,0,0,0,1
85,2025-02-20 03:22:12.617759,4.734434604644775,3.59735082717347,3.8698441982269287,90.6775293375972,29.6600427920708,74.8589376591489,29.6208150375139,88.6268192893336,32.2491737730478,31.3491727970083,0.0,0.0,0.0,49.1347435995156,1,0,0,0,1
86,2025-02-20 03:23:39.018530,4.711884021759033,3.63402555806093,3.9236018657684326,90.5865817356357,29.6921154326966,74.8363878409417,29.6528994851257,88.674067080498,32.2805984139035,31.3805974388429,0.0,0.0,0.0,49.1267581114321,1,0,0,0,1
87,2025-02-20 03:25:04.324384,4.689333438873291,3.67062698130178,3.977337121963501,90.4957105913411,29.7241319522704,74.8138355563492,29.6849278276545,88.7212768287891,32.3119680419896,31.4119670679071,0.0,0.0,0.0,49.1187603393552,1,0,0,0,1
88,2025-02-20 03:26:27.538386,4.666782855987549,3.70715538474183,4.031049728393555,90.4051404488087,29.7561017005102,74.7912829938952,29.7169094093587,88.7684514765602,32.3432934732615,31.443292500154,0.0,0.0,0.0,49.1107543466776,1,0,0,0,1
89,2025-02-20 03:27:50.264690,4.644232273101807,3.74361103836507,4.084739685058594,90.31490028147,29.788023720861,74.7687344681604,29.748843273507,88.8155898369816,32.3745735828652,31.474572610729,0.0,0.0,0.0,49.1027402495167,1,0,0,0,1
90,2025-02-20 03:29:13.635443,4.6216816902160645,3.77999424780013,4.138407230377197,90.2249554821708,29.8199006239173,74.7461845863353,29.7807320528288,88.8627229524794,32.4058109583034,31.5058099871353,0.0,0.0,0.0,49.0947030654436,1,0,0,0,1
91,2025-02-20 03:30:30.864694,4.599131107330322,3.8163052790295,4.192051887512207,90.1353269761671,29.8517298393385,74.7236385269579,29.8125731401634,88.9098009358439,32.4370032066605,31.5370022364572,0.0,0.0,0.0,49.0866677031733,1,0,0,0,1
92,2025-02-20 03:31:51.933015,4.57658052444458,3.85254441033476,4.245673656463623,90.0460091297361,29.8835125422204,74.7010849289033,29.8443677440522,88.9568679275881,32.468151187913,31.568150218671,0.0,0.0,0.0,49.0786115271755,1,0,0,0,1
93,2025-02-20 03:33:12.863804,4.554029941558838,3.88615311695237,4.29910945892334,87.0062591333181,29.7578840788793,74.6785358358898,29.7188368526159,88.9564786342709,32.3226236240046,31.4226226874821,0.0,0.0,0.0,49.0125188284038,1,0,0,0,1
94,2025-02-20 03:34:39.938400,4.531479358673096,3.91965526716319,4.352517604827881,86.8761515240237,29.785193855037,74.6559829391713,29.7461608555709,89.0020403549277,32.3490479327565,31.4490469976344,0.0,0.0,0.0,49.0028765084076,1,0,0,0,1
95,2025-02-20 03:36:04.645348,4.5089287757873535,3.95305145293305,4.4058990478515625,86.7467151325627,29.812458197692,74.6334351951242,29.7734394439925,89.0475769890754,32.375432433846,31.4754315001172,0.0,0.0,0.0,48.9932189050739,1,0,0,0,1
96,2025-02-20 03:37:27.859770,4.486378192901611,3.98634219355738,4.459252834320068,86.617843723019,29.8396643767366,74.6108834481915,29.8006598743965,89.0930599641078,32.4017634205524,31.5017624882107,0.0,0.0,0.0,48.9835558852115,1,0,0,0,1
97,2025-02-20 03:38:55.161295,4.459693908691406,4.01831102648866,4.503971099853516,85.4093144045009,29.7940429183378,73.5649146053301,29.7546158143226,88.5043382862074,32.3505272668425,31.4505263475092,0.0,0.0,0.0,49.2694113685166,1,0,0,0,1
98,2025-02-20 03:40:20.150980,4.433009624481201,4.07973732761789,4.409794807434082,69.4409005020589,32.32964307903,73.538233779605,32.3296430790279,67.1222139032774,34.6147569135943,33.7147561661427,0.0,0.0,0.0,0.0,1,0,0,0,0
99,2025-02-20 03:41:47.930550,4.406325340270996,4.14096493057918,4.315614700317383,69.2162630479061,32.3712331535061,73.5115473635024,32.3712331535038,67.0276165540525,34.6551781663021,33.7551774212684,0.0,0.0,0.0,0.0,1,0,0,0,0
100,2025-02-20 03:43:14.128392,4.379641532897949,4.20199444799207,4.221434593200684,68.9923314187411,32.4127664382232,73.4848645765433,32.4127664382212,66.9334508138067,34.6955510189655,33.7955502763423,0.0,0.0,0.0,0.0,1,0,0,0,0
101,2025-02-20 03:44:41.169134,4.352957248687744,4.26282653425141,4.033074378967285,68.7691378072657,32.4542208290516,73.4581848329362,32.4542208290492,66.8392779546535,34.7358519581307,33.8358512179099,0.0,0.0,0.0,0.0,1,0,0,0,0
102,2025-02-20 03:46:05.380464,4.326272964477539,4.32346183767572,4.033074378967285,68.5467007242835,32.4955958558007,73.4314955732127,32.4955958557987,66.7450901930046,34.77608053421,33.8760797963835,0.0,0.0,0.0,0.0,1,0,0,0,0
103,2025-02-20 03:47:29.824161,4.299588680267334,4.38390104175949,3.938894748687744,68.3250024638085,32.5368951366093,73.4048120808271,32.5368951366073,66.6509145741517,34.8162404814953,33.9162397460551,0.0,0.0,0.0,0.0,1,0,0,0,0
104,2025-02-20 03:48:57.201505,4.272904396057129,4.44414478251139,3.844714641571045,68.104049464381,32.5781141370831,73.3781288689389,32.578114137081,66.5567420489901,34.8563269584463,33.9563262253843,0.0,0.0,0.0,0.0,1,0,0,0,0
105,2025-02-20 03:50:23.301888,4.246220111846924,4.50419373656407,3.750534772872925,67.8838312633729,32.619257002944,73.3514446433193,32.6192570029418,66.4625625817325,34.8963443520092,33.9963436213177,0.0,0.0,0.0,0.0,1,0,0,0,0
106,2025-02-20 03:51:50.103407,4.219536304473877,4.56404854698574,3.6563549041748047,67.6643623475002,32.6603205889622,73.3247612949939,32.6603205889602,66.3683796784287,34.9362892621996,34.0362885338704,0.0,0.0,0.0,0.0,1,0,0,0,0
107,2025-02-20 03:53:14.539493,4.192852020263672,4.62370987700288,3.5621750354766846,67.4456282300469,32.7013070204755,73.2980772620299,32.7013070204733,66.2742044234081,34.9761638991621,34.0761631731873,0.0,0.0,0.0,0.0,1,0,0,0,0
