iteration,timestamp,T7,T5,PU8F,PU10F,PU11F,J302,J306,J307,J317,PU8,PU10,PU11
12,2025-02-20 01:36:38.964519,1.5927653312683105,1.610382318496704,35.2446594758105,30.8140511167802,0.0,20.8823781894756,82.433148129652,20.7704590262676,68.1050846967779,1,1,0
13,2025-02-20 01:38:06.136579,1.6558098793029785,1.6646676063537598,35.0034324801876,30.6652947726428,0.0,21.2735694174294,83.2413494281853,21.1626488167707,68.99184622226,1,1,0
14,2025-02-20 01:39:30.753870,1.7165299654006958,1.7189017534255981,34.9845548246426,30.6552737882564,0.0,21.2728126726201,83.2731045792586,21.161959200915,69.0243603804444,1,1,0
15,2025-02-20 01:40:53.346413,1.777100682258606,1.7730854749679565,34.9658609981151,30.6431249443415,0.0,21.272597392082,83.3050461441281,21.1618252714286,69.0644545712401,1,1,0
16,2025-02-20 01:42:23.239866,1.8375234603881836,1.8813014030456543,34.9471824338288,30.6310261227138,0.0,21.2724071957445,83.3369671426755,21.1617160611217,69.1043818422799,1,1,0
17,2025-02-20 01:43:44.236447,1.897798776626587,1.8813014030456543,34.9285217030937,30.6189455337437,0.0,21.2722499472575,83.3688707596244,21.1616396535023,69.1442594086956,1,1,0
18,2025-02-20 01:45:06.447461,1.9579269886016846,1.9353338479995728,34.9098786402263,30.6068827506162,0.0,21.2721251144658,83.4007568114704,21.1615955112591,69.1840881898175,1,1,0
19,2025-02-20 01:46:35.985234,2.017909049987793,1.9893159866333008,34.8912534447735,30.5948381452651,0.0,21.272033236688,83.4326255511225,21.1615841749023,69.2238675979358,1,1,0
20,2025-02-20 01:48:02.473608,2.077744960784912,2.043247699737549,34.8726460077592,30.5828115358172,0.0,21.2719739560139,83.4644768643733,21.1616052896015,69.2635979830767,1,1,0
21,2025-02-20 01:49:27.843702,2.1374359130859375,2.0971293449401855,34.8540562694198,30.570802956779,0.0,21.2719470536705,83.4963106956328,21.1616586311384,69.3032791091081,1,1,0
22,2025-02-20 01:50:54.929968,2.2563834190368652,2.150960683822632,34.8354844412324,30.5588127093451,0.0,21.2719531066837,83.5281273117144,21.1617447847892,69.3429106700455,1,1,0
23,2025-02-20 01:52:23.968677,2.2563834190368652,2.204741954803467,34.8169302080504,30.5468404277453,0.0,21.2719911524841,83.5599263537774,21.161862778892,69.3824930046008,1,1,0
24,2025-02-20 01:53:50.375417,2.315641403198242,2.2584731578826904,34.7983937225459,30.5348862114723,0.0,21.2720615989091,83.591708018665,21.1620130318037,69.4220263042126,1,1,0
25,2025-02-20 01:55:17.383112,2.378997325897217,2.3149971961975098,34.6782504292348,30.5062586434426,0.0,21.3695979329534,83.8944830077427,21.259740353399,69.6139682035591,1,1,0
26,2025-02-20 01:56:44.990770,2.502143144607544,2.371469020843506,34.6589800749147,30.4956250640237,0.0,21.3702479418182,83.9279655138383,21.2604612839904,69.6496650331379,1,1,0
27,2025-02-20 01:58:15.532931,2.502143144607544,2.427889108657837,34.6398453467404,30.483440180733,0.0,21.3712952660057,83.9615769008219,21.2615898359743,69.6908442253343,1,1,0
28,2025-02-20 01:59:39.757437,2.563494920730591,2.484257698059082,34.6207268551846,30.4712909021278,0.0,21.3723706637996,83.9951683102236,21.262746201078,69.7319089965988,1,1,0
29,2025-02-20 02:01:04.509988,2.6247003078460693,2.540574550628662,34.6016258497604,30.4591599694875,0.0,21.3734779790581,84.0287413249569,21.2639343261956,69.7729229266086,1,1,0
30,2025-02-20 02:02:29.326977,2.685760021209717,2.5968399047851562,34.5825424151568,30.4470472448895,0.0,21.3746174160604,84.0622960597455,21.2651544246274,69.8138867544564,1,1,0
31,2025-02-20 02:03:51.774082,2.746674060821533,2.6530537605285645,34.5634767322678,30.4349529137725,0.0,21.3757894588994,84.0958327447735,21.2664069891431,69.8548004684783,1,1,0
32,2025-02-20 02:06:38.101858,2.831895112991333,2.7318475246429443,34.5253977408103,30.4108192976291,0.0,21.3782286117274,84.1628509743877,21.269006718261,69.9364756175066,1,1,0
33,2025-02-20 02:08:04.194115,2.8850369453430176,2.7654645442962646,34.6107381036205,29.2352739527632,0.0,21.651986437271,84.2872060241852,21.5504557810375,73.9640334276157,1,1,0
34,2025-02-20 02:09:30.738634,2.972160816192627,2.8217756748199463,34.5994841768169,29.2271544897292,0.0,21.6530498508622,84.3073936222469,21.5515703847516,73.9894738106821,1,1,0
35,2025-02-20 02:10:59.368506,3.0591394901275635,2.878037214279175,34.5810938407605,29.2078078030592,0.0,21.6562072208455,84.3417667442807,21.5548521543259,74.0526583523253,1,1,0
36,2025-02-20 02:12:22.172849,3.1459739208221436,2.934248924255371,34.562713760158,29.1885075137823,0.0,21.6593844819954,84.3761174695439,21.5581534162012,74.1156399449699,1,1,0
37,2025-02-20 02:13:47.100715,3.2644598484039307,3.000490665435791,34.1923048183909,28.4598740387124,0.0,22.0957138247362,85.4353996210337,21.9991129862108,76.7691254614336,1,1,0
38,2025-02-20 02:15:09.163536,3.3814966678619385,3.0666768550872803,34.1717164915321,28.4377267195105,0.0,22.1022455919491,85.4764089709422,22.0057839768739,76.8418525815567,1,1,0
39,2025-02-20 02:16:37.960019,3.4983441829681396,3.132807970046997,34.1513740127853,28.4124612402528,0.0,22.1095037609722,85.5176855301794,22.013200818552,76.9245068903626,1,1,0
40,2025-02-20 02:18:02.153387,3.6150026321411133,3.1988842487335205,34.1310470432446,28.3872300369296,0.0,22.1167885777242,85.5589398948123,22.0206439599407,77.0069803659796,1,1,0
41,2025-02-20 02:19:26.304786,3.7314720153808594,3.2649054527282715,34.1107367063427,28.3620194419871,0.0,22.1241037358477,85.6001736108072,22.0281171927983,77.0893288820118,1,1,0
42,2025-02-20 02:20:53.941172,3.847752809524536,3.330872058868408,34.0904429071171,28.3368294475803,0.0,22.1314489113441,85.641386573697,22.0356201929375,77.1715523506294,1,1,0
43,2025-02-20 02:22:18.672813,3.9638450145721436,3.3967838287353516,34.0701657144484,28.311660261017,0.0,22.1388242589517,85.6825788801684,22.0431531178039,77.2536505783244,1,1,0
44,2025-02-20 02:23:38.605820,4.079748630523682,3.4626407623291016,34.0499050100562,28.2865117670985,0.0,22.1462293882922,85.7237503981702,22.0507155742721,77.3356237794039,1,1,0
45,2025-02-20 02:25:02.415343,4.196717739105225,3.52850341796875,34.0519735297447,28.2731005224772,0.0,22.2181318175847,85.7921385182687,22.122701795798,77.4472073341688,1,1,0
46,2025-02-20 02:26:28.756427,4.312359809875488,3.594313859939575,34.03270671029,28.2515954698691,0.0,22.2283631683175,85.8344796896794,22.1330675774927,77.5211211326257,1,1,0
47,2025-02-20 02:27:54.032901,4.42781925201416,3.725780725479126,34.0136712436326,28.227281036676,0.0,22.2392709664906,85.8770698686867,22.144127227083,77.6039195881494,1,1,0
48,2025-02-20 02:29:21.802613,4.543097019195557,3.725780725479126,33.9946722858109,28.2030130188506,0.0,22.2502647714563,85.9196652159514,22.1552724662785,77.6865702763158,1,1,0
49,2025-02-20 02:30:42.562995,4.659177303314209,3.788541316986084,34.1465082943541,28.1861389792502,0.0,22.3040466933186,85.7195717019063,22.2091595645627,77.7900822972787,1,1,0
50,2025-02-20 02:32:10.007359,4.774167537689209,3.851255178451538,34.1291066795448,28.1646436835817,0.0,22.3166652108089,85.7612770915948,22.2219120965827,77.8660788353981,1,1,0
51,2025-02-20 02:33:35.722646,4.888979911804199,3.9139223098754883,34.1119158892152,28.1409263432162,0.0,22.329893777187,85.8032060949065,22.2352883943497,77.9491279729028,1,1,0
52,2025-02-20 02:34:56.214236,4.815237522125244,3.9813289642333984,35.8660003957392,0.0,0.0,27.6411655745453,88.0379098316316,27.6411655745485,61.5513120311371,1,0,0
53,2025-02-20 02:36:21.879507,4.7417778968811035,4.048897743225098,35.9260351146725,0.0,0.0,27.8912940366858,88.1814857900564,27.891294036689,61.4920477110475,1,0,0
54,2025-02-20 02:37:47.576275,4.668629169464111,4.019399166107178,0.0,0.0,0.0,31.674447883497,65.1486181216764,31.6744478834995,61.4336207829587,0,0,0
55,2025-02-20 02:39:10.755162,4.5945844650268555,3.989900827407837,0.0,0.0,0.0,31.7057124441873,65.1191200536283,31.7057124441899,61.3676662283317,0,0,0
56,2025-02-20 02:40:35.057767,4.520826816558838,3.960402727127075,0.0,0.0,0.0,31.7369725247034,65.089621882267,31.736972524706,61.3080665615062,0,0,0
57,2025-02-20 02:42:03.616903,4.447351455688477,3.9309043884277344,0.0,0.0,0.0,31.7682557017263,65.0601237534901,31.7682557017288,61.2484778055869,0,0,0
58,2025-02-20 02:43:24.746438,4.3741536140441895,3.9014060497283936,0.0,0.0,0.0,31.7995635458107,65.0306256209772,31.7995635458131,61.1888557200215,0,0,0
59,2025-02-20 02:44:51.746891,4.301229953765869,3.8719077110290527,0.0,0.0,0.0,31.8308937117801,65.0011274045446,31.8308937117826,61.1292055949716,0,0,0
60,2025-02-20 02:46:14.083559,4.228575706481934,3.842409372329712,0.0,0.0,0.0,31.862247193786,64.9716292369849,31.8622471937884,61.0695356741055,0,0,0
61,2025-02-20 02:47:43.856775,4.154900550842285,3.8121917247772217,0.0,0.0,0.0,31.8232434936693,64.9101740784586,31.8232434936717,60.9402936807655,0,0,0
62,2025-02-20 02:49:12.226703,4.080449104309082,3.7819740772247314,0.0,0.0,0.0,31.8539602604301,64.8799566228874,31.8539602604324,60.8728527463687,0,0,0
63,2025-02-20 02:50:34.581291,4.006259441375732,3.751756191253662,0.0,0.0,0.0,31.8847068048291,64.8497390888954,31.8847068048315,60.8113403568706,0,0,0
64,2025-02-20 02:51:57.662795,3.93232798576355,3.721538543701172,0.0,0.0,0.0,31.9154768845867,64.8195215480084,31.9154768845891,60.7498647701743,0,0,0
65,2025-02-20 02:53:23.591707,3.8586511611938477,3.6913208961486816,0.0,0.0,0.0,31.9462701419796,64.7893040013496,31.946270141982,60.6883915696673,0,0,0
66,2025-02-20 02:54:51.635982,3.7852258682250977,3.6611032485961914,0.0,0.0,0.0,31.9770862511179,64.7590864489429,31.9770862511203,60.6269259756761,0,0,0
67,2025-02-20 02:56:17.894368,3.712048292160034,3.630885601043701,0.0,0.0,0.0,32.0079261471452,64.7288689045558,32.0079261471475,60.5654716153739,0,0,0
68,2025-02-20 02:57:46.452888,3.639115571975708,3.600667953491211,0.0,0.0,0.0,32.0387885155413,64.6986513704723,32.0387885155437,60.5040325709808,0,0,0
69,2025-02-20 02:59:14.690389,3.566424608230591,3.5704503059387207,0.0,0.0,0.0,32.0696734031459,64.6684338698244,32.0696734031483,60.4426119623924,0,0,0
70,2025-02-20 03:00:39.531545,3.4939723014831543,3.5402324199676514,0.0,0.0,0.0,32.1005807832787,64.638216379717,32.100580783281,60.3812136667313,0,0,0
71,2025-02-20 03:02:04.186797,3.4231491088867188,3.510014772415161,0.0,0.0,0.0,31.6554714064361,64.6079987014331,31.6554714064385,60.3289377342881,0,0,0
72,2025-02-20 03:03:30.696429,3.351158857345581,3.479797124862671,0.0,0.0,0.0,31.6786647387017,64.5777811341731,31.6786647387041,60.2596724576451,0,0,0
73,2025-02-20 03:04:56.630812,3.2567012310028076,3.4462223052978516,0.0,0.0,0.0,31.5779489467143,64.3898086991818,31.5779489467165,59.3278062184162,0,0,0
74,2025-02-20 03:06:17.697675,3.161041498184204,3.4126474857330322,0.0,0.0,0.0,31.5996557881111,64.3562340081201,31.5996557881134,59.2371377558661,0,0,0
75,2025-02-20 03:07:46.432660,3.065643548965454,3.379072427749634,0.0,0.0,0.0,31.6213661978878,64.3226592174837,31.62136619789,59.1573599701732,0,0,0
76,2025-02-20 03:09:12.125761,2.970505475997925,3.3454976081848145,0.0,0.0,0.0,31.6430828860554,64.289084565186,31.6430828860576,59.0776619059793,0,0,0
77,2025-02-20 03:10:38.387339,2.875624179840088,3.311922788619995,0.0,0.0,0.0,31.6648055744029,64.2555099144344,31.6648055744051,58.9979762970619,0,0,0
78,2025-02-20 03:12:03.684266,2.7809970378875732,3.278347969055176,0.0,0.0,0.0,31.6865342825571,64.2219351610214,31.6865342825592,58.9183072233822,0,0,0
79,2025-02-20 03:13:29.521303,2.6866214275360107,3.2447731494903564,0.0,0.0,0.0,31.7082692602451,64.1883605877888,31.7082692602472,58.8386570503068,0,0,0
80,2025-02-20 03:14:54.441772,2.5924949645996094,3.211198091506958,0.0,0.0,0.0,31.7300099684264,64.1547858665219,31.7300099684285,58.7590290095744,0,0,0
81,2025-02-20 03:16:16.697887,2.49861478805542,3.1776232719421387,0.0,0.0,0.0,31.7517565318079,64.121211176246,31.7517565318101,58.6794251412916,0,0,0
82,2025-02-20 03:17:44.637629,2.4049787521362305,3.1440484523773193,0.0,0.0,0.0,31.7735085201396,64.0876364736093,31.7735085201416,58.5998482045299,0,0,0
83,2025-02-20 03:19:08.680369,2.31158447265625,3.1104736328125,0.0,0.0,0.0,31.7952665249615,64.0540617451925,31.7952665249635,58.5203009269462,0,0,0
84,2025-02-20 03:20:38.366206,2.2184293270111084,3.0768988132476807,0.0,0.0,0.0,31.8170297285876,64.0204872252219,31.8170297285896,58.4407856739232,0,0,0
85,2025-02-20 03:22:05.845517,2.1253390312194824,3.0308542251586914,0.0,0.0,0.0,31.6429046968046,63.2795180831878,31.6429046968066,58.3034913514982,0,0,0
86,2025-02-20 03:23:31.856525,2.030866861343384,2.984809637069702,0.0,0.0,0.0,31.6622518823528,63.2334739896583,31.6622518823548,58.2104266367406,0,0,0
87,2025-02-20 03:24:57.007653,1.9366296529769897,2.938765287399292,0.0,0.0,0.0,31.6816132014281,63.1874299016529,31.6816132014301,58.1295700557172,0,0,0
88,2025-02-20 03:26:20.749826,1.842625617980957,2.8927206993103027,0.0,0.0,0.0,31.7009827144131,63.1413855851857,31.7009827144151,58.0488331154612,0,0,0
89,2025-02-20 03:27:43.537425,1.7488523721694946,2.8466761112213135,0.0,0.0,0.0,31.7203616707458,63.0953414354738,31.7203616707479,57.9681358762768,0,0,0
90,2025-02-20 03:29:08.846716,1.6553077697753906,2.8006317615509033,0.0,0.0,0.0,31.7397490483914,63.0492973265079,31.7397490483934,57.8874806234739,0,0,0
91,2025-02-20 03:30:24.771396,1.5619897842407227,2.754587173461914,0.0,0.0,0.0,31.7591450005459,63.0032531391503,31.7591450005479,57.8068690152314,0,0,0
92,2025-02-20 03:31:45.531087,1.4688962697982788,2.708542823791504,0.0,0.0,0.0,31.7785493283418,62.9572088814562,31.7785493283437,57.7263027495806,0,0,0
93,2025-02-20 03:33:05.539430,1.5439727306365967,2.6164536476135254,0.0,32.4251826828561,0.0,28.6706604381906,62.9111632008059,28.547662981698,70.3079426906109,0,1,0
94,2025-02-20 03:34:32.054097,1.6167495250701904,2.6164536476135254,0.0,32.4165468034254,0.0,28.6808532580828,62.8651190790128,28.5579164548518,70.3491415597292,0,1,0
95,2025-02-20 03:35:57.951109,1.6893740892410278,2.524364709854126,0.0,32.4055312089225,0.0,28.6914545178749,62.8190749803608,28.5685950839803,70.399285549165,0,1,0
96,2025-02-20 03:37:21.271636,1.7618476152420044,2.524364709854126,0.0,32.3945629564378,0.0,28.7020900122513,62.7730307850122,28.5793075810128,70.4492713064443,0,1,0
97,2025-02-20 03:38:47.804395,1.8051694631576538,2.470646619796753,0.0,32.774192654658,0.0,28.5106655480219,62.1992343478129,28.385205148066,68.8850587667294,0,1,0
98,2025-02-20 03:40:13.036249,1.8492724895477295,2.363210439682007,0.0,32.8189057045909,0.0,28.7430280128703,62.1455167843807,28.6172502764203,68.9541016636954,0,1,0
99,2025-02-20 03:41:39.943705,1.8905274868011475,2.363210439682007,0.0,32.8159951163241,0.0,28.7575933046343,62.0917991976052,28.6318362304734,68.9792997700056,0,1,0
100,2025-02-20 03:43:06.304354,1.931712031364441,2.309492349624634,0.0,32.8112970525411,0.0,28.7725265413927,62.0380815383306,28.6468028087096,69.0113929271373,0,1,0
101,2025-02-20 03:44:33.125362,1.972827672958374,2.2557742595672607,0.0,32.8066719993557,0.0,28.7875205682183,61.984363831475,28.6618296548215,69.0432757182275,0,1,0
102,2025-02-20 03:45:59.856541,2.0138747692108154,2.2020561695098877,0.0,32.8020692794454,0.0,28.8025831581101,61.9306462321083,28.6769248988979,69.0751422261407,0,1,0
103,2025-02-20 03:47:22.549405,2.0548534393310547,2.1483380794525146,0.0,32.797489021057,0.0,28.8177145209114,61.8769285834637,28.6920887536182,69.1069922076913,0,1,0
104,2025-02-20 03:48:51.490806,2.095764398574829,2.0946199893951416,0.0,32.7929306534785,0.0,28.8329125311894,61.8232109050387,28.7073190990187,69.1388256704432,0,1,0
105,2025-02-20 03:50:15.724730,2.1773838996887207,2.0409018993377686,0.0,32.7883943049843,0.0,28.8481779670976,61.7694931982468,28.7226167102698,69.1706429690279,0,1,0
106,2025-02-20 03:51:43.319022,2.1773838996887207,1.987183928489685,0.0,32.783879660086,0.0,28.863509469779,61.7157756807036,28.7379802350532,69.2024439470852,0,1,0
107,2025-02-20 03:53:07.745937,2.218093156814575,1.933465838432312,0.0,32.7793866686936,0.0,28.8789066715581,61.6620579628073,28.753409289061,69.2342284486268,0,1,0
108,2025-02-20 03:54:31.935610,2.2587358951568604,1.879747748374939,0.0,32.7749153271331,0.0,28.8943697612042,61.6083404238388,28.7689040877506,69.2659967483043,0,1,0
109,2025-02-20 03:55:52.730536,2.2824172973632812,1.822912335395813,0.0,32.9312006824093,0.0,28.6019661831847,61.3205917993609,28.4753902437735,68.4018206311215,0,1,0
110,2025-02-20 03:57:16.662488,2.3053972721099854,1.7660768032073975,0.0,32.9288746253368,0.0,28.612483890106,61.2637567641583,28.4859245044047,68.4208764010263,0,1,0
111,2025-02-20 03:58:36.446592,2.3283491134643555,1.7092413902282715,0.0,32.9263389837539,0.0,28.623122024877,61.206921785705,28.4965806891627,68.4408208484697,0,1,0
112,2025-02-20 04:00:01.734504,2.3512730598449707,1.6524059772491455,0.0,32.9238262956507,0.0,28.6338429600466,61.150086982676,28.5073195065424,68.4607628578625,0,1,0
113,2025-02-20 04:01:32.081273,2.374169111251831,1.5955705642700195,0.0,32.9213363939529,0.0,28.6446466881023,61.0932519146795,28.5181409596945,68.4807030671059,0,1,0
114,2025-02-20 04:02:58.014827,2.397563934326172,1.5387351512908936,0.0,32.8798218232102,0.0,28.4897252717051,61.0364168334242,28.3635148258785,68.4779723035017,0,1,0
115,2025-02-20 04:04:23.075449,2.417782783508301,1.481899619102478,0.0,32.8768864076482,0.0,28.4926746149928,60.9795819414044,28.3664850359895,68.4916731998612,0,1,0
116,2025-02-20 04:05:52.592212,2.432927131652832,1.5218300819396973,35.8145272241827,31.1881214013593,0.0,21.5552626399249,82.1078752708732,21.4408142215341,67.5168014842686,1,1,0
117,2025-02-20 04:07:23.083144,2.4449081420898438,1.5617212057113647,35.7999704412764,31.1846841582178,0.0,21.5527098367559,82.131075314898,21.4382847868623,67.5259357219264,1,1,0
118,2025-02-20 04:08:45.688662,2.456878900527954,1.60157310962677,35.7854793581173,31.1806666216829,0.0,21.550331881517,82.154316365137,21.4359341233816,67.5372148421323,1,1,0
119,2025-02-20 04:10:16.117774,2.468841791152954,1.6413859128952026,35.7710012684908,31.1767380770569,0.0,21.5479713655722,82.1775403498595,21.4336002953717,67.5482061145003,1,1,0
120,2025-02-20 04:11:37.336291,2.4807963371276855,1.7123305797576904,35.7565428166394,31.172820680063,0.0,21.5456480150485,82.2007549408126,21.4313035568469,67.5591943561586,1,1,0
121,2025-02-20 04:13:05.769381,2.4894344806671143,1.7123305797576904,36.0339469989972,31.188206774841,0.0,21.3979444347563,81.5607708208136,21.2834954381346,67.35919322809,1,1,0
122,2025-02-20 04:14:30.385984,2.4955508708953857,1.7434691190719604,36.0219167064594,31.185047527541,0.0,21.3942636320527,81.5785194743894,21.2798361015761,67.3662540472372,1,1,0
123,2025-02-20 04:16:02.253517,2.501676321029663,1.774575114250183,36.009912878412,31.1817962248169,0.0,21.3906386271275,81.5962686867479,21.2762332006913,67.3736815753307,1,1,0
124,2025-02-20 04:17:28.239730,2.507812261581421,1.8056488037109375,35.9979235690032,31.1786077820947,0.0,21.3870361305895,81.6140066273808,21.2726523637425,67.3809162577682,1,1,0
125,2025-02-20 04:18:56.569790,2.513958692550659,1.836690068244934,35.9859532190113,31.1754278048529,0.0,21.3834692237942,81.6317382732688,21.269107059426,67.3881562313354,1,1,0
126,2025-02-20 04:20:24.378034,2.526282548904419,1.867699146270752,35.9740021160503,31.1722566327853,0.0,21.3799387260636,81.6494639711157,21.2655981120055,67.395401153821,1,1,0
127,2025-02-20 04:21:46.220397,2.526282548904419,1.8986759185791016,35.9620698758696,31.1690939389905,0.0,21.3764435026963,81.6671833212742,21.262124366315,67.4026509916197,1,1,0
128,2025-02-20 04:23:15.667213,2.5324599742889404,1.9296205043792725,35.9501565834982,31.1659398344197,0.0,21.3729838002166,81.6848964465608,21.2586860882964,67.409905646741,1,1,0
129,2025-02-20 04:24:42.019313,2.538647413253784,1.9605329036712646,35.9382623760378,31.1627943798144,0.0,21.369560001245,81.7026035276858,21.2552836553999,67.4171653033033,1,1,0
130,2025-02-20 04:26:12.435250,2.5448453426361084,2.022261619567871,35.9263868973995,31.1596573676815,0.0,21.3661710594852,81.720304196746,21.2519160100686,67.4244296196402,1,1,0
131,2025-02-20 04:27:34.761029,2.551053285598755,2.022261619567871,35.9145306031045,31.1565291208976,0.0,21.3628182945023,81.7379989884392,21.2485844960301,67.4316988574042,1,1,0
132,2025-02-20 04:28:57.833114,2.5572712421417236,2.0530779361724854,35.9026929495946,31.1534091538996,0.0,21.3595001137026,81.7556873268041,21.2452874996833,67.4389730611432,1,1,0
133,2025-02-20 04:30:18.740673,2.55550217628479,2.0828146934509277,35.9468839111957,31.2568303338865,0.0,21.3969220663311,81.7149982086362,21.2820062543908,67.1244837343776,1,1,0
134,2025-02-20 04:31:44.112424,2.551076889038086,2.112520456314087,35.9354808188638,31.2554771536789,0.0,21.393761450921,81.7321040882163,21.2788548495005,67.1259343286802,1,1,0
135,2025-02-20 04:33:06.920237,2.546704053878784,2.142195701599121,35.9240746343646,31.2543503453101,0.0,21.3905780729873,81.7491824902334,21.2756791449724,67.1265937543924,1,1,0
136,2025-02-20 04:34:37.662544,2.5423812866210938,2.171839952468872,35.912693172288,31.2531584040579,0.0,21.3874473093827,81.7662619457631,21.2725564997011,67.1275277663911,1,1,0
137,2025-02-20 04:36:03.990143,2.5381081104278564,2.201453685760498,35.9013305395833,31.2519692753163,0.0,21.3843518721533,81.7833359612903,21.2694691598478,67.1284872823431,1,1,0
138,2025-02-20 04:37:24.472018,2.5383832454681396,2.2318918704986572,36.2065669733187,31.4831890566985,0.0,22.2967900933012,82.1521756813432,22.1803282710581,67.2483708703653,1,1,0
139,2025-02-20 04:38:54.422126,2.5352847576141357,2.262317419052124,36.2018205191808,31.4863516877037,0.0,22.3134078234117,82.1773136529327,22.1969243357508,67.2540917211102,1,1,0
140,2025-02-20 04:40:20.773958,2.532256603240967,2.2927298545837402,36.1970316348449,31.4899974849607,0.0,22.3298905230479,82.2023925942179,22.2133820483638,67.258010230285,1,1,0
141,2025-02-20 04:41:45.473745,2.5292961597442627,2.323129653930664,36.1922506830477,31.4935434250729,0.0,22.3463858577922,82.2274682491398,22.2298530883616,67.2622832467895,1,1,0
142,2025-02-20 04:44:31.777497,2.52492356300354,2.3694119453430176,36.1826912993876,31.5006000976682,0.0,22.379351489979,82.2775859817357,22.2627703632291,67.2709199263534,1,1,0
143,2025-02-20 04:45:58.316065,2.531157970428467,2.383929491043091,36.2132778071989,31.1199104696827,0.0,22.485670884664,82.3276266202492,22.3716856088847,68.6787780838121,1,1,0
144,2025-02-20 04:47:22.556898,2.540757417678833,2.414379835128784,36.2109921768826,31.1217409061188,0.0,22.4935306966812,82.339591302526,22.3795330061916,68.6804333531552,1,1,0
145,2025-02-20 04:48:42.651666,2.5465688705444336,2.441784143447876,36.148675096381,31.1054382163831,0.0,22.0573327266075,82.0149403723823,21.9434456055485,68.2994803950524,1,1,0
146,2025-02-20 04:50:10.943615,2.5496129989624023,2.469174861907959,36.1436679738928,31.1075509365345,0.0,22.0702555392569,82.036828760826,21.9563540887875,68.3052458942447,1,1,0
147,2025-02-20 04:51:31.539975,2.552673578262329,2.496551990509033,36.1386541534331,31.1097494301388,0.0,22.0831465079744,82.0586967614636,21.9692301516131,68.3106885605604,1,1,0
148,2025-02-20 04:52:57.186090,2.5557515621185303,2.5239155292510986,36.1336328066254,31.1120434816192,0.0,22.0960041095998,82.0805437978339,21.9820721891625,68.3157733217634,1,1,0
149,2025-02-20 04:54:26.341592,2.5588464736938477,2.5512657165527344,36.1286130840259,31.1143315756114,0.0,22.108855178216,82.1023799301917,21.9949077483255,68.3208709117138,1,1,0
150,2025-02-20 04:55:50.626642,2.5619583129882812,2.5786020755767822,36.1235944940836,31.1166139185538,0.0,22.1216982752323,82.1242046193066,22.0077353614794,68.325979205829,1,1,0
151,2025-02-20 04:57:17.551169,2.5650875568389893,2.6059250831604004,36.1185771932173,31.118889926541,0.0,22.1345338689956,82.146018039961,22.0205555231288,68.3311006795307,1,1,0
152,2025-02-20 04:58:38.659786,2.5682334899902344,2.6605303287506104,36.1135612592724,31.1211601358218,0.0,22.1473621714747,82.1678202806419,22.0333684196018,68.3362337119785,1,1,0
153,2025-02-20 05:00:00.187090,2.571396589279175,2.687812566757202,36.1085465273853,31.1234242108566,0.0,22.1601827187599,82.1896111629101,22.0461736053859,68.3413789986508,1,1,0
154,2025-02-20 05:01:24.844641,2.5745766162872314,2.687812566757202,36.1035334041589,31.1256824316711,0.0,22.1729966853466,82.211391136853,22.0589722529426,68.3465367710455,1,1,0
