iteration,timestamp,PU1F,PU2F,J280,J269,PU1,PU2,ScadaCommand_PU1,ScadaCommand_PU2,ScadaCommand_PU3,ScadaCommand_PU4,ScadaCommand_PU5,ScadaCommand_PU6,ScadaCommand_PU7,ScadaCommand_PU8,ScadaCommand_PU9,ScadaCommand_PU10,ScadaCommand_PU11,ScadaCommand_v1,ScadaCommand_V45,ScadaCommand_V47,ScadaCommand_V2,T1,T2,V2F,J300,J256,J289,J415,J14,J422,PU4F,PU5F,PU6F,PU7F,V2,PU4,PU5,PU6,PU7,T3,PU8F,PU10F,PU11F,J302,J306,J307,J317,PU8,PU10,PU11,T4,T5,T6,T7
10.0,2025-02-15 22:06:31.873444,96.57588958740234,96.59487915039062,2.9752166271209717,34.81208801269531,1.0,1.0,1,1,,1,0,1,1,1,,1,1,,,,1,2.976238965988159,0.6430361866950989,103.90392303466797,25.41635513305664,89.45162963867188,25.47728157043457,84.76193237304688,28.489578247070312,27.589576721191406,33.8488655090332,0.0,0.0,48.98765182495117,1.0,1.0,0.0,0.0,1.0,3.359035015106201,35.27935028076172,30.832210540771484,0.0,20.89031410217285,82.38082122802734,20.77827262878418,68.05255126953125,1.0,1.0,0.0,2.712038516998291,1.5177273750305176,4.943634033203125,1.5043299198150635
11.0,2025-02-15 22:08:02.531711,96.58541870117188,96.60441589355469,2.9752120971679688,34.806968688964844,1.0,1.0,1,1,,1,0,1,1,1,,1,1,,,,1,2.961408853530884,0.661547839641571,103.75018310546875,25.430694580078125,89.4832534790039,25.491567611694336,84.78133392333984,28.502593994140625,27.60259246826172,33.8383903503418,0.0,0.0,48.984947204589844,1.0,1.0,0.0,0.0,1.0,3.401665687561035,35.26192092895508,30.824054718017578,0.0,20.8861026763916,82.40690612792969,20.77411651611328,68.07535552978516,1.0,1.0,0.0,2.733344078063965,1.5640782117843628,4.964427947998047,1.548603892326355
12.0,2025-02-15 22:09:29.572176,96.5948715209961,96.6138687133789,2.975207567214966,34.80189514160156,1.0,1.0,1,1,,1,0,1,1,1,,1,1,,,,1,2.9466564655303955,0.6799357533454895,103.59709930419922,25.444969177246094,89.51483154296875,25.505788803100586,84.80069732666016,28.515552520751953,27.615550994873047,33.8278923034668,0.0,0.0,48.98222732543945,1.0,1.0,0.0,0.0,1.0,3.444275379180908,35.244659423828125,30.814050674438477,0.0,20.88237762451172,82.43315124511719,20.770458221435547,68.10508728027344,1.0,1.0,0.0,2.7546417713165283,1.610382318496704,4.985249996185303,1.5927653312683105
13.0,2025-02-15 22:10:54.437764,96.03691101074219,96.05574035644531,2.9754722118377686,35.1010856628418,1.0,1.0,1,1,,1,0,1,1,1,,1,1,,,,1,2.9354751110076904,0.7007529735565186,104.98123168945312,25.571748733520508,90.38505554199219,25.631427764892578,86.6161880493164,28.635786056518555,27.73578453063965,33.37332534790039,0.0,0.0,48.07457733154297,1.0,1.0,0.0,0.0,1.0,3.4889702796936035,35.00343322753906,30.665294647216797,0.0,21.273569107055664,83.24134826660156,21.162649154663086,68.9918441772461,1.0,1.0,0.0,2.8044397830963135,1.6646676063537598,5.009856700897217,1.6558098793029785
14.0,2025-02-15 22:12:22.188252,96.0431900024414,96.06201934814453,2.9754691123962402,35.097721099853516,1.0,1.0,1,1,,1,0,1,1,1,,1,1,,,,1,2.924368143081665,0.7214580774307251,104.83145141601562,25.588407516479492,90.41851043701172,25.648048400878906,86.65596008300781,28.651039123535156,27.751039505004883,33.36296844482422,0.0,0.0,48.061954498291016,1.0,1.0,0.0,0.0,1.0,3.533643960952759,34.984554290771484,30.6552734375,0.0,21.272811889648438,83.27310180664062,21.161958694458008,69.02436065673828,1.0,1.0,0.0,2.8542020320892334,1.7189017534255981,5.034485816955566,1.7165299654006958
15.0,2025-02-15 22:13:46.960537,96.04938507080078,96.06822204589844,2.975466251373291,35.09440231323242,1.0,1.0,1,1,,1,0,1,1,1,,1,1,,,,1,2.9133362770080566,0.7420516014099121,104.68228149414062,25.60500717163086,90.45194244384766,25.664609909057617,86.69569396972656,28.666242599487305,27.7662410736084,33.352596282958984,0.0,0.0,48.04930877685547,1.0,1.0,0.0,0.0,1.0,3.5782968997955322,34.96586227416992,30.643125534057617,0.0,21.272598266601562,83.30504608154297,21.16182518005371,69.064453125,1.0,1.0,0.0,2.903928756713867,1.7730854749679565,5.059157371520996,1.777100682258606
16.0,2025-02-15 22:15:13.117798,96.05553436279297,96.07437133789062,2.975463390350342,35.09110641479492,1.0,1.0,1,1,,1,0,1,1,1,,1,1,,,,1,2.902379035949707,0.7625340819358826,104.53369140625,25.621536254882812,90.4853286743164,25.681102752685547,86.73534393310547,28.681381225585938,27.78137969970703,33.342201232910156,0.0,0.0,48.03667068481445,1.0,1.0,0.0,0.0,1.0,3.6229286193847656,34.947181701660156,30.631025314331055,0.0,21.27240753173828,83.33696746826172,21.16171646118164,69.10438537597656,1.0,1.0,0.0,2.9536197185516357,1.8272186517715454,5.083871364593506,1.8375234603881836
17.0,2025-02-15 22:16:38.086135,96.06163787841797,96.08047485351562,2.9754605293273926,35.08783721923828,1.0,1.0,1,1,,1,0,1,1,1,,1,1,,,,1,2.891496181488037,0.7829060554504395,104.38569641113281,25.637998580932617,90.51866912841797,25.697525024414062,86.7750015258789,28.696455001831055,27.79645347595215,33.331783294677734,0.0,0.0,48.02398681640625,1.0,1.0,0.0,0.0,1.0,3.667539119720459,34.92852020263672,30.618946075439453,0.0,21.272249221801758,83.3688735961914,21.161640167236328,69.14425659179688,1.0,1.0,0.0,3.003274917602539,1.8813014030456543,5.108626842498779,1.897798776626587
18.0,2025-02-15 22:18:01.679120,96.06769561767578,96.08654022216797,2.9754576683044434,35.084590911865234,1.0,1.0,1,1,,1,0,1,1,1,,1,1,,,,1,2.880687713623047,0.8031681180000305,104.23829650878906,25.654390335083008,90.5519790649414,25.71388053894043,86.8145751953125,28.71146583557129,27.811466217041016,33.32134246826172,0.0,0.0,48.01129913330078,1.0,1.0,0.0,0.0,1.0,3.7121286392211914,34.90987777709961,30.606882095336914,0.0,21.272125244140625,83.4007568359375,21.161596298217773,69.18408966064453,1.0,1.0,0.0,3.0528945922851562,1.9353338479995728,5.133423805236816,1.9579269886016846
19.0,2025-02-15 22:19:26.115843,96.07369995117188,96.09254455566406,2.975454807281494,35.08137512207031,1.0,1.0,1,1,,1,0,1,1,1,,1,1,,,,1,2.869952917098999,0.823320746421814,104.09149932861328,25.67071533203125,90.58524322509766,25.730165481567383,86.8541030883789,28.726415634155273,27.826414108276367,33.310882568359375,0.0,0.0,47.998600006103516,1.0,1.0,0.0,0.0,1.0,3.756696939468384,34.89125442504883,30.594839096069336,0.0,21.27203369140625,83.43262481689453,21.161584854125977,69.22386932373047,1.0,1.0,0.0,3.10247802734375,1.9893159866333008,5.158262252807617,2.017909049987793
20.0,2025-02-15 22:20:52.306257,96.07966613769531,96.0985107421875,2.975451946258545,35.07817840576172,1.0,1.0,1,1,,1,0,1,1,1,,1,1,,,,1,2.8592917919158936,0.8433646559715271,103.9452896118164,25.68697166442871,90.61846923828125,25.74638557434082,86.89360809326172,28.741300582885742,27.841299057006836,33.3004035949707,0.0,0.0,47.985870361328125,1.0,1.0,0.0,0.0,1.0,3.801244020462036,34.87264633178711,30.58281135559082,0.0,21.271974563598633,83.4644775390625,21.161605834960938,69.26359558105469,1.0,1.0,0.0,3.1520259380340576,2.043247699737549,5.183141708374023,2.077744960784912
21.0,2025-02-15 22:22:18.512175,96.08557891845703,96.10443115234375,2.9754490852355957,35.075008392333984,1.0,1.0,1,1,,1,0,1,1,1,,1,1,,,,1,2.8487040996551514,0.8633002638816833,103.79966735839844,25.703161239624023,90.65164947509766,25.762537002563477,86.93304443359375,28.75612449645996,27.856122970581055,33.28989791870117,0.0,0.0,47.97313690185547,1.0,1.0,0.0,0.0,1.0,3.8457696437835693,34.85405731201172,30.570802688598633,0.0,21.271947860717773,83.49630737304688,21.161659240722656,69.30327606201172,1.0,1.0,0.0,3.201537609100342,2.0971293449401855,5.208061695098877,2.1374359130859375
22.0,2025-02-15 22:23:45.807574,96.09144592285156,96.11029052734375,2.9754464626312256,35.071868896484375,1.0,1.0,1,1,,1,0,1,1,1,,1,1,,,,1,2.8381893634796143,0.8831281661987305,103.6546401977539,25.719282150268555,90.68479919433594,25.77861976623535,86.97244262695312,28.770885467529297,27.87088394165039,33.27937698364258,0.0,0.0,47.96037673950195,1.0,1.0,0.0,0.0,1.0,3.8902740478515625,34.83548355102539,30.558813095092773,0.0,21.271953582763672,83.52812957763672,21.161745071411133,69.34291076660156,1.0,1.0,0.0,3.2510135173797607,2.150960683822632,5.233022212982178,2.19698166847229
23.0,2025-02-15 22:25:11.994561,96.0972671508789,96.11611938476562,2.9754436016082764,35.068748474121094,1.0,1.0,1,1,,1,0,1,1,1,,1,1,,,,1,2.827747344970703,0.9028489589691162,103.51020050048828,25.735336303710938,90.71790313720703,25.794635772705078,87.01179504394531,28.78558349609375,27.885581970214844,33.26883316040039,0.0,0.0,47.947601318359375,1.0,1.0,0.0,0.0,1.0,3.9347572326660156,34.81692886352539,30.54684066772461,0.0,21.271991729736328,83.55992889404297,21.161863327026367,69.38249206542969,1.0,1.0,0.0,3.3004534244537354,2.204741954803467,5.258022785186768,2.2563834190368652
24.0,2025-02-15 22:26:30.529180,96.1030502319336,96.12190246582031,2.975440740585327,35.065650939941406,1.0,1.0,1,1,,1,0,1,1,1,,1,1,,,,1,2.817377805709839,0.9224631190299988,103.36634826660156,25.751323699951172,90.7509765625,25.810585021972656,87.05110168457031,28.800220489501953,27.90022087097168,33.25826644897461,0.0,0.0,47.934810638427734,1.0,1.0,0.0,0.0,1.0,3.9792187213897705,34.79839324951172,30.53488540649414,0.0,21.272062301635742,83.59170532226562,21.162012100219727,69.42202758789062,1.0,1.0,0.0,3.3498570919036865,2.2584731578826904,5.283062934875488,2.315641403198242
25.0,2025-02-15 22:27:57.973658,95.97220611572266,95.99102783203125,2.9755027294158936,35.13573455810547,1.0,1.0,1,1,,1,0,1,1,1,,1,1,,,,1,2.8079872131347656,0.942716121673584,103.55994415283203,25.803361892700195,91.55209350585938,25.86020851135254,87.21260833740234,28.845706939697266,27.945707321166992,32.791053771972656,0.0,0.0,47.87346267700195,1.0,1.0,0.0,0.0,1.0,4.025552272796631,34.67824935913086,30.506258010864258,0.0,21.369598388671875,83.89448547363281,21.259740829467773,69.61396789550781,1.0,1.0,0.0,3.400827169418335,2.3149971961975098,5.308737277984619,2.378997325897217
26.0,2025-02-15 22:29:23.484980,95.97711181640625,95.99593353271484,2.9755003452301025,35.13311004638672,1.0,1.0,1,1,,1,0,1,1,1,,1,1,,,,1,2.7986674308776855,0.962864875793457,103.41786193847656,25.81987953186035,91.58617401123047,25.876686096191406,87.25309753417969,28.860877990722656,27.96087646484375,32.780006408691406,0.0,0.0,47.86028289794922,1.0,1.0,0.0,0.0,1.0,4.071863174438477,34.65898132324219,30.495624542236328,0.0,21.370248794555664,83.92796325683594,21.260461807250977,69.64966583251953,1.0,1.0,0.0,3.4517600536346436,2.371469020843506,5.334438323974609,2.4406440258026123
27.0,2025-02-15 22:30:46.285901,95.98194885253906,96.00077056884766,2.9754981994628906,35.13051986694336,1.0,1.0,1,1,,1,0,1,1,1,,1,1,,,,1,2.789418935775757,0.9829099178314209,103.27633666992188,25.836339950561523,91.62022399902344,25.89310646057129,87.29351806640625,28.875995635986328,27.975994110107422,32.76893997192383,0.0,0.0,47.847103118896484,1.0,1.0,0.0,0.0,1.0,4.118151664733887,34.63984680175781,30.483440399169922,0.0,21.371295928955078,83.96157836914062,21.26158905029297,69.69084167480469,1.0,1.0,0.0,3.5026559829711914,2.427889108657837,5.3601813316345215,2.502143144607544
28.0,2025-02-15 22:32:12.884063,95.98674774169922,96.00556945800781,2.9754958152770996,35.12794876098633,1.0,1.0,1,1,,1,0,0,1,1,,1,1,,,,1,2.7802412509918213,1.0028517246246338,103.13538360595703,25.852733612060547,91.65422821044922,25.909461975097656,87.33390045166016,28.89105224609375,27.991050720214844,32.75785446166992,0.0,0.0,47.83389663696289,1.0,1.0,0.0,0.0,1.0,4.164417743682861,34.6207275390625,30.471290588378906,0.0,21.37236976623535,83.99517059326172,21.262746810913086,69.7319107055664,1.0,1.0,0.0,3.553514242172241,2.484257698059082,5.385965347290039,2.563494920730591
29.0,2025-02-15 22:33:39.851637,95.99150085449219,96.01032257080078,2.9754936695098877,35.125404357910156,1.0,1.0,1,1,,1,0,0,1,1,,1,1,,,,1,2.7711341381073,1.0226908922195435,102.9949951171875,25.869064331054688,91.68819427490234,25.925750732421875,87.3742446899414,28.906049728393555,28.00604820251465,32.74674987792969,0.0,0.0,47.820674896240234,1.0,1.0,0.0,0.0,1.0,4.2106614112854,34.601627349853516,30.45915985107422,0.0,21.373477935791016,84.02873992919922,21.263935089111328,69.7729263305664,1.0,1.0,0.0,3.6043355464935303,2.540574550628662,5.411789894104004,2.6247003078460693
30.0,2025-02-15 22:35:02.070150,95.99620819091797,96.01502990722656,2.9754912853240967,35.12288284301758,1.0,1.0,1,1,,1,0,0,1,1,,1,1,,,,1,2.7620973587036133,1.042427897453308,102.85517120361328,25.88532829284668,91.72212219238281,25.94197654724121,87.41455078125,28.920988082885742,28.020986557006836,32.73562240600586,0.0,0.0,47.807430267333984,1.0,1.0,0.0,0.0,1.0,4.256882190704346,34.582542419433594,30.44704818725586,0.0,21.374616622924805,84.06229400634766,21.265153884887695,69.81388854980469,1.0,1.0,0.0,3.6551194190979004,2.5968399047851562,5.437655448913574,1.5043299198150635
31.0,2025-02-15 22:36:23.144319,96.00086975097656,96.01969146728516,2.9754891395568848,35.12038803100586,1.0,1.0,1,1,,1,0,0,1,1,,1,1,,,,1,2.7531306743621826,1.0620633363723755,102.7159194946289,25.90152931213379,91.7560043334961,25.95813751220703,87.45478820800781,28.93586540222168,28.035863876342773,32.72447967529297,0.0,0.0,47.794185638427734,1.0,1.0,0.0,0.0,1.0,4.303081035614014,34.5634765625,30.434953689575195,0.0,21.375789642333984,84.09583282470703,21.266407012939453,69.85479736328125,1.0,1.0,0.0,3.7058660984039307,2.6530537605285645,5.463561058044434,1.5043299198150635
32.0,2025-02-15 22:39:10.919209,96.01004791259766,96.02887725830078,2.975484848022461,35.11547088623047,1.0,1.0,1,1,,1,0,0,1,1,,1,1,,,,1,2.740673542022705,1.0894359350204468,102.43911743164062,25.93373680114746,91.82366180419922,25.990264892578125,87.5351333618164,28.965442657470703,28.065441131591797,32.702125549316406,0.0,0.0,47.767635345458984,1.0,1.0,0.0,0.0,1.0,4.3678717613220215,34.52539825439453,30.41082000732422,0.0,21.37822914123535,84.16284942626953,21.269006729125977,69.93647766113281,1.0,1.0,0.0,3.777012586593628,2.7318475246429443,5.5,1.5927653312683105
33.0,2025-02-15 22:40:36.705846,95.99707794189453,96.01589965820312,2.9754910469055176,35.12241744995117,1.0,1.0,1,1,,1,0,0,1,1,,1,1,,,,1,2.735650062561035,1.10104501247406,102.45677947998047,25.942541122436523,91.83824157714844,25.999055862426758,87.55203247070312,28.974271774291992,28.07427215576172,32.69847869873047,0.0,0.0,47.76316452026367,1.0,1.0,0.0,0.0,1.0,4.395405292510986,34.61073684692383,29.235273361206055,0.0,21.651987075805664,84.2872085571289,21.55045509338379,73.96403503417969,1.0,1.0,0.0,3.807239294052124,2.7654645442962646,5.5,1.5927653312683105
34.0,2025-02-15 22:42:00.305130,95.99959564208984,96.01841735839844,2.975489854812622,35.121070861816406,1.0,1.0,1,1,,1,0,0,1,1,,1,1,,,,1,2.7272720336914062,1.1204428672790527,102.37564086914062,25.952129364013672,91.85840606689453,26.00861930847168,87.57597351074219,28.98308753967285,28.083086013793945,32.691810607910156,0.0,0.0,47.755245208740234,1.0,1.0,0.0,0.0,1.0,4.441537857055664,34.599483489990234,29.227153778076172,0.0,21.65304946899414,84.3073959350586,21.551570892333984,73.98947143554688,1.0,1.0,0.0,3.8578760623931885,2.8217756748199463,5.5,1.7165299654006958
35.0,2025-02-15 22:43:22.163409,96.00370025634766,96.02252197265625,2.9754879474639893,35.11886978149414,1.0,1.0,1,1,,1,0,0,1,1,,1,1,,,,1,2.7189645767211914,1.1397424936294556,102.24031829833984,25.96817398071289,91.89217376708984,26.02462387084961,87.61607360839844,28.997840881347656,28.09783935546875,32.68062210083008,0.0,0.0,47.741966247558594,1.0,1.0,0.0,0.0,1.0,4.48764705657959,34.581092834472656,29.207807540893555,0.0,21.656208038330078,84.34176635742188,21.554851531982422,74.05265808105469,1.0,1.0,0.0,3.908475399017334,2.878037214279175,5.5,1.7165299654006958
36.0,2025-02-15 22:44:44.277113,96.00776672363281,96.0265884399414,2.9754860401153564,35.11669158935547,1.0,1.0,1,1,,1,0,0,1,1,,1,1,,,,1,2.7107274532318115,1.1589446067810059,102.10547637939453,25.984159469604492,91.92591094970703,26.040569305419922,87.65612030029297,29.01253890991211,28.112539291381836,32.66941833496094,0.0,0.0,47.728675842285156,1.0,1.0,0.0,0.0,1.0,4.533734321594238,34.562713623046875,29.188507080078125,0.0,21.65938377380371,84.37611389160156,21.55815315246582,74.11563873291016,1.0,1.0,0.0,3.9590370655059814,2.934248924255371,5.5,1.777100682258606
37.0,2025-02-15 22:46:08.230554,95.61597442626953,95.63468170166016,2.97567081451416,35.32638168334961,1.0,1.0,1,1,,1,0,0,1,1,,1,1,,,,1,2.7055861949920654,1.1799890995025635,102.90807342529297,26.09029769897461,92.859619140625,26.14500617980957,89.10812377929688,29.108646392822266,28.20864486694336,32.141883850097656,0.0,0.0,46.97603225708008,1.0,1.0,0.0,0.0,1.0,4.58194637298584,34.19230651855469,28.45987319946289,0.0,22.095714569091797,85.4354019165039,21.999113082885742,76.76912689208984,1.0,1.0,0.0,4.0276031494140625,3.000490665435791,5.5,1.897798776626587
38.0,2025-02-15 22:47:27.802130,95.61734008789062,95.63605499267578,2.975670337677002,35.325653076171875,1.0,1.0,1,1,,1,0,0,1,1,,1,1,,,,1,2.7005133628845215,1.2009451389312744,102.7774887084961,26.108171463012695,92.89501953125,26.16284942626953,89.16033172607422,29.125198364257812,28.22519874572754,32.130611419677734,0.0,0.0,46.95659255981445,1.0,1.0,0.0,0.0,1.0,4.630135536193848,34.171714782714844,28.437726974487305,0.0,22.102245330810547,85.47640991210938,22.005783081054688,76.84185028076172,1.0,1.0,0.0,4.096114635467529,3.0666768550872803,5.5,1.897798776626587
39.0,2025-02-15 22:48:49.431806,95.61864471435547,95.6373519897461,2.9756696224212646,35.324954986572266,1.0,1.0,1,1,,1,0,0,1,1,,1,1,,,,1,2.695510149002075,1.221813440322876,102.64744567871094,26.12599754333496,92.93038177490234,26.18064308166504,89.21247100830078,29.141708374023438,28.241708755493164,32.119319915771484,0.0,0.0,46.9371452331543,1.0,1.0,0.0,0.0,1.0,4.678301811218262,34.15137481689453,28.412460327148438,0.0,22.10950469970703,85.51768493652344,22.013200759887695,76.92450714111328,1.0,1.0,0.0,4.1645708084106445,3.132807970046997,5.5,2.017909049987793
40.0,2025-02-15 22:50:14.853119,95.6198959350586,95.63861083984375,2.9756691455841064,35.324283599853516,1.0,1.0,1,1,,1,0,0,1,1,,1,1,,,,1,2.6905760765075684,1.2425943613052368,102.51793670654297,26.143766403198242,92.96570587158203,26.198381423950195,89.26454162597656,29.158166885375977,28.258167266845703,32.108009338378906,0.0,0.0,46.91769027709961,1.0,1.0,0.0,0.0,1.0,4.726445198059082,34.131046295166016,28.387229919433594,0.0,22.116788864135742,85.5589370727539,22.02064323425293,77.0069808959961,1.0,1.0,0.0,4.232972145080566,3.1988842487335205,5.5,3.6150026321411133
41.0,2025-02-15 22:51:38.847245,95.62110137939453,95.63981628417969,2.975668430328369,35.323638916015625,1.0,1.0,1,1,,1,0,0,1,1,,1,0,,,,1,2.685711145401001,1.2632883787155151,102.38895416259766,26.161479949951172,93.00099182128906,26.216064453125,89.31657409667969,29.174575805664062,28.274574279785156,32.09668731689453,0.0,0.0,46.898216247558594,1.0,1.0,0.0,0.0,1.0,4.774566173553467,34.11073684692383,28.362018585205078,0.0,22.124103546142578,85.60017395019531,22.028118133544922,77.0893325805664,1.0,1.0,0.0,4.301319122314453,3.2649054527282715,5.5,3.7314720153808594
42.0,2025-02-15 22:53:03.661169,95.62226867675781,95.64098358154297,2.975667953491211,35.32301712036133,1.0,1.0,1,1,,1,0,0,1,1,,1,0,,,,1,2.680914878845215,1.2838960886001587,102.260498046875,26.179140090942383,93.03624725341797,26.233692169189453,89.3685302734375,29.190935134887695,28.29093360900879,32.08534622192383,0.0,0.0,46.87873840332031,1.0,1.0,0.0,0.0,1.0,4.8226637840271,34.0904426574707,28.336830139160156,0.0,22.13144874572754,85.64138793945312,22.035619735717773,77.17155456542969,1.0,1.0,0.0,4.369610786437988,3.330872058868408,5.5,3.847752809524536
