iteration,timestamp,T1,PU1F,PU2F,J280,J269,PU1,PU2
34,2025-02-15 22:43:04.892741,2.7272720336914062,95.999595500301,96.0184184830862,2.97548979964034,35.1210690102255,1,1
35,2025-02-15 22:44:25.220203,2.7189645767211914,96.0037002001029,96.0225243861575,2.97548785856625,35.1188706016461,1,1
36,2025-02-15 22:45:46.150402,2.7107274532318115,96.0077653904712,96.0265907682465,2.97548593604066,35.1166933097849,1,1
37,2025-02-15 22:47:08.536965,2.7055861949920654,95.6159735042598,95.6346841421969,2.97567089177437,35.3263830317104,1,1
38,2025-02-15 22:48:31.514045,2.7005133628845215,95.6173415012862,95.6360525394481,2.97567024981613,35.325651408362,1,1
39,2025-02-15 22:49:55.136164,2.695510149002075,95.6186423347375,95.6373537534788,2.975669635957,35.3249556961702,1,1
40,2025-02-15 22:51:19.947124,2.6905760765075684,95.6198977787536,95.6386095647972,2.97566904723172,35.3242842597411,1,1
41,2025-02-15 22:52:43.804176,2.680914878845215,95.6211032424194,95.6398153811452,2.97566847775607,35.3236395466378,1,1
42,2025-02-15 22:54:09.052123,2.680914878845215,95.6222677839406,95.6409802633778,2.9756679264875,35.3230167158974,1,1
43,2025-02-15 22:55:35.532800,2.6761868000030518,95.6233853359927,95.6420981423955,2.97566740089819,35.3224190173711,1,1
44,2025-02-15 22:57:04.946767,2.67152738571167,95.624463829381,95.6431769513239,2.97566689160199,35.3218422041038,1,1
45,2025-02-15 22:58:22.966657,2.6713123321533203,95.3088781430224,95.3274990077917,2.9758154166946,35.4905280440327,1,1
46,2025-02-15 22:59:48.973832,2.671196937561035,95.3030797480923,95.3216989191694,2.97581814234007,35.4936255489296,1,1
47,2025-02-15 23:01:13.547281,2.67118239402771,95.2971791873342,95.315796634952,2.97582091435033,35.4967775299519,1,1
48,2025-02-15 23:02:35.488924,2.6731555461883545,95.2911600358943,95.3097757254689,2.97582374439693,35.4999927909116,1,1
49,2025-02-15 23:04:01.326161,2.6731555461883545,95.0510331600709,95.0695787594583,2.97593645381537,35.6282024709445,1,1
50,2025-02-15 23:05:31.120864,2.6751351356506348,95.042161083742,95.0607040951689,2.97594061565274,35.632937258906,1,1
51,2025-02-15 23:07:00.684368,2.677206516265869,95.0331242103825,95.0516645858843,2.97594485059512,35.6377598484332,1,1
52,2025-02-15 23:08:23.157566,2.6887502670288086,94.6621138827549,94.6805461472648,2.97611849339132,35.8356102699357,1,1
53,2025-02-15 23:09:47.209173,2.70432448387146,94.0937802307866,94.112047291481,2.97638336707495,36.1381508609084,1,1
,,2.7317001819610596,,,,,,
