iteration,timestamp,T41_LEVEL,T42_LEVEL,J2_LEVEL,J13_LEVEL,J14_LEVEL,J19_LEVEL,J21_LEVEL,P79_FLOW,P79_STATUS,P1_FLOW,P1_STATUS,V1_FLOW,V1_STATUS,T41MiM
19,2024-12-23 14:12:20.654900,9.980923888890771,7.601298360327977,61.16658205304976,77.3306791677118,61.16658148065386,58.674574990738705,61.13295264423294,356.9517054406708,1.0,0.0,0.0,191.43713197706802,1.0,0
20,2024-12-23 14:12:28.057341,10.124310987071143,7.82171866125979,61.30992451608958,77.34062379779404,61.30992394626807,58.89704481520908,61.27626052312224,355.1002924647911,1.0,0.0,0.0,190.57612995197815,1.0,0
21,2024-12-23 14:12:35.153572,10.267761173479517,8.040093583371435,61.45333932192594,77.35056513197723,61.45333875469018,59.117452338645606,61.41964789566143,353.2494930934534,1.0,0.0,0.0,189.71132955471148,1.0,0
22,2024-12-23 14:12:42.209259,10.163951889810582,8.127383027409788,61.5440674684406,60.613919895117135,61.544067596018834,59.33522784834652,61.56257608855415,0.0,0.0,0.0,0.0,-42.66838947785345,1.0,0
23,2024-12-23 14:12:49.272652,10.064697814216776,8.210117264899125,61.44174890844353,60.58745220192408,61.44174903048209,59.42250460521818,61.4587815644707,0.0,0.0,0.0,0.0,-40.81565304829837,1.0,0
24,2024-12-23 14:12:56.125697,9.969968755569036,8.288326484441809,61.34391904499888,60.56202434053384,61.34391916153421,59.505226815646225,61.35954158993278,0.0,0.0,0.0,0.0,-38.97510559795592,1.0,0
25,2024-12-23 14:13:03.303991,9.878016299266909,8.359942019834975,61.250035806414424,60.519425383560105,61.250035919877135,59.583419547009406,61.2648209057107,0.0,0.0,0.0,0.0,-37.94747063693649,1.0,0
26,2024-12-23 14:13:10.631681,9.790515700526104,8.427105693056696,61.1593946136419,60.495005604904975,61.15939472168791,59.65502465304029,61.17288143216218,0.0,0.0,0.0,0.0,-36.13586150947867,1.0,0
27,2024-12-23 14:13:17.559496,9.707433019116369,8.489851446766792,61.07314027766239,60.47160306987991,61.07314038033237,59.72217854276464,61.08539317260337,0.0,0.0,0.0,0.0,-34.33785235074538,1.0,0
28,2024-12-23 14:13:24.482625,9.628732998486988,8.548214537960774,60.991239357299094,60.44921043017952,60.99123945463521,59.78491515414351,61.002322191745264,0.0,0.0,0.0,0.0,-32.55395018982199,1.0,0
29,2024-12-23 14:13:31.968294,9.554378966551564,8.60223165595383,60.91365711967156,60.42782011240195,60.913657211717585,59.843269739321904,60.92363323822196,0.0,0.0,0.0,0.0,-30.784685234266362,1.0,0
30,2024-12-23 14:13:38.977788,9.484332646731442,8.651941057343429,60.84035742431924,60.40742431126699,60.84035751112073,59.89727898260557,60.84928964521066,0.0,0.0,0.0,0.0,-29.03065722705378,1.0,0
31,2024-12-23 14:13:45.811286,9.41855406231337,8.697382720419366,60.771302565466854,60.3880149717366,60.77130264707124,59.94698113541597,60.7792531417843,0.0,0.0,0.0,0.0,-27.292489089632,1.0,0
32,2024-12-23 14:13:52.921515,9.357001341862919,8.738598525430547,60.70645315935633,60.369583815068964,60.70645323581306,59.99241617069875,60.71348375710049,0.0,0.0,0.0,0.0,-25.570864586939024,1.0,0
33,2024-12-23 14:13:59.543085,9.299630478757484,8.775632464183042,60.64576795036045,60.352122342943666,60.64576802172124,60.03362596318964,60.65193962582192,0.0,0.0,0.0,0.0,-23.866531224712162,1.0,0
34,2024-12-23 14:14:06.912850,9.24639514345722,8.808530885379106,60.58920359291701,60.335621863786116,60.58920365923593,60.07065449901897,60.59457674787111,0.0,0.0,0.0,0.0,-22.18028286563367,1.0,0
35,2024-12-23 14:14:13.863853,9.197246323068832,8.837342785951188,60.53671444201904,60.32007357802902,60.53671450335275,60.10354812107366,60.54134880048589,0.0,0.0,0.0,0.0,-20.512985805112294,1.0,0
36,2024-12-23 14:14:21.417458,9.15213203671498,8.862120154394285,60.488252224101664,60.30546868171931,60.48825228050958,60.132355820374094,60.492206778093,0.0,0.0,0.0,0.0,-18.865558490119838,1.0,0
37,2024-12-23 14:14:28.379367,9.113978490486787,8.886680773850397,60.44420362131222,60.30632358803081,60.4442036687714,60.157132978433275,60.44710304297298,0.0,0.0,0.0,0.0,-15.87266720491698,1.0,0
38,2024-12-23 14:14:35.334463,9.079784374883157,8.907281965491993,60.40658788075785,60.29539882309117,60.40658792338922,60.18169003426079,60.408954821505624,0.0,0.0,0.0,0.0,-14.258011352694666,1.0,0
39,2024-12-23 14:14:42.409683,9.049490215298508,8.923983208863667,60.372874045309295,60.2853951418729,60.37287408318048,60.20228824365231,60.374765461103934,0.0,0.0,0.0,0.0,-12.665971894989525,1.0,0
40,2024-12-23 14:14:49.497375,9.023032653830166,8.936847849585002,60.34300361252939,60.27630612792419,60.34300364571022,60.218987080602744,60.344475496787716,0.0,0.0,0.0,0.0,-11.097290542920746,1.0,0
41,2024-12-23 14:14:56.850836,9.000344616850532,8.945942959902142,60.316914323826275,60.26812948356222,60.316914352386384,60.231849886692544,60.31802158153866,0.0,0.0,0.0,0.0,-9.551894863761845,1.0,0
42,2024-12-23 14:15:03.979168,8.981356810155056,8.951337849951807,60.29454040351997,60.26087327232346,60.29454042752164,60.24094373424479,60.29533665457994,0.0,0.0,0.0,0.0,-8.027330836739566,1.0,0
43,2024-12-23 14:15:11.270365,8.966004530164783,8.953097207149916,60.2758142715627,60.254576464457735,60.27581429103658,60.24633794715667,60.27635143867865,0.0,0.0,0.0,0.0,-6.513014591860156,1.0,0
44,2024-12-23 14:15:18.364987,8.95426661778238,8.951242205036124,60.260674521934504,60.24941730930563,60.26067453675686,60.24809709993,60.26100126290328,0.0,0.0,0.0,0.0,-4.957318978995318,1.0,0
45,2024-12-23 14:15:25.133425,8.946174583594516,8.945741322931937,60.24910089909863,60.24530227261187,60.24910090887196,60.24624140228244,60.24926497710008,0.0,0.0,0.0,0.0,-3.2686803399428754,1.0,0
46,2024-12-23 14:15:32.377266,8.939587416553616,8.938735567619132,60.24106137343695,60.23858119295192,60.241061381909184,60.24074006665853,60.24117346278576,0.0,0.0,0.0,0.0,-2.8335276977031754,1.0,0
47,2024-12-23 14:15:39.283623,8.932671474842762,8.932058589967427,60.234463520340746,60.23179525813264,60.23446352901533,60.233734418345065,60.23458618994434,0.0,0.0,0.0,0.0,-2.9012030427111313,1.0,0
48,2024-12-23 14:15:46.135601,8.92593171220951,8.925205433928584,60.227553360058344,60.22499364806178,60.22755336861698,60.22705738390151,60.227670305474184,0.0,0.0,0.0,0.0,-2.8624254582609865,1.0,0
49,2024-12-23 14:15:53.148698,8.914352444538816,8.91212502548872,60.22060991602077,60.213386153680865,60.22060993122714,60.22020144106684,60.220928526259186,0.0,0.0,0.0,0.0,-5.0857508949775365,1.0,0
50,2024-12-23 14:16:00.215382,8.901951627515388,8.899866164921209,60.20898709249837,60.20110208577407,60.20898710813838,60.2071214846087,60.20934882734674,0.0,0.0,0.0,0.0,-5.230784391869747,1.0,0
51,2024-12-23 14:16:07.287888,8.889614218377881,8.887543899800901,60.196589727589306,60.188769079874426,60.196589743187864,60.194862590049084,60.196948044502236,0.0,0.0,0.0,0.0,-5.216917870711768,1.0,0
52,2024-12-23 14:16:14.092454,8.877283665359181,8.87521477971717,60.18425269090088,60.17643889001347,60.18425270649501,60.18254032124565,60.184610639052316,0.0,0.0,0.0,0.0,-5.215440243091507,1.0,0
53,2024-12-23 14:16:20.791006,8.864953778154392,8.862884999305924,60.17192217394736,60.16410901852574,60.17192218954107,60.17021120080609,60.172280086390685,0.0,0.0,0.0,0.0,-5.2152982749476,1.0,0
54,2024-12-23 14:16:27.788237,8.852623933443578,8.85055517025874,60.1595922890485,60.151779182216906,60.15959230464218,60.15788142036868,60.15995019920873,0.0,0.0,0.0,0.0,-5.215289583020422,1.0,0
55,2024-12-23 14:16:34.708613,8.840294095162657,8.838225334104985,60.147262444687385,60.13944934515443,60.14726246028106,60.145551591317684,60.14762035450138,0.0,0.0,0.0,0.0,-5.215286685711362,1.0,0
56,2024-12-23 14:16:41.657867,8.827964258525457,8.82589549714549,60.13493260649293,60.12711950811023,60.134932622086616,60.13322175516349,60.13529051622134,0.0,0.0,0.0,0.0,-5.215289583020422,1.0,0
57,2024-12-23 14:16:48.801164,8.815634419148726,8.813565660331022,60.122602769710994,60.11478967145097,60.12260278530468,60.12089191820407,60.12296067958267,0.0,0.0,0.0,0.0,-5.215289583020422,1.0,0
58,2024-12-23 14:16:55.686979,8.803304588280644,8.801235822614117,60.1102729307959,60.1024598337139,60.11027294638958,60.108562081389124,60.110630840210504,0.0,0.0,0.0,0.0,-5.215286685711362,1.0,0
59,2024-12-23 14:17:02.709884,8.790974754221821,8.788905988055738,60.09794309975337,60.09012999978457,60.09794311534705,60.09623224367392,60.09830100934071,0.0,0.0,0.0,0.0,-5.215286685711362,1.0,0
60,2024-12-23 14:17:09.668189,8.778644915957022,8.776576153722958,60.085613265466776,60.077800165576996,60.08561328106046,60.08390240911566,60.085971175279624,0.0,0.0,0.0,0.0,-5.215289583020422,1.0,0
61,2024-12-23 14:17:16.462745,8.760316554232352,8.75628989208501,60.07289166141071,60.05614483242347,60.07289168530293,60.071567153779895,60.073637458227786,0.0,0.0,0.0,0.0,-7.9907262340839225,1.0,0
62,2024-12-23 14:17:23.490772,8.741240133587716,8.736751700892762,60.05450537616479,60.03690125154546,60.054505400442274,60.051281497109855,60.055308523006694,0.0,0.0,0.0,0.0,-8.119575362570686,1.0,0
63,2024-12-23 14:17:30.694183,8.72201400302822,8.717363216869053,60.035417126427156,60.017606150234954,60.0354171507963,60.03174342465762,60.036231985243255,0.0,0.0,0.0,0.0,-8.150231789727513,1.0,0
64,2024-12-23 14:17:37.794464,8.70273677670716,8.698025831438878,60.016186940577555,59.99830283797067,60.016186964978985,60.01235498098439,60.017005814532695,0.0,0.0,0.0,0.0,-8.161030060591656,1.0,0
65,2024-12-23 14:17:44.987463,8.68344074542028,8.67870724489138,59.99690822009602,59.9789969832374,59.99690824450942,59.99301761038232,59.997728573418065,0.0,0.0,0.0,0.0,-8.165034141711658,1.0,0
66,2024-12-23 14:17:51.891594,8.664137754485354,8.659395620801748,59.9776116347449,59.95969019987239,59.977611659162804,59.97369902931594,59.978432536645435,0.0,0.0,0.0,0.0,-8.166537845113453,1.0,0
67,2024-12-23 14:17:58.970168,8.644832089732711,8.64008666862558,59.95830843103068,59.940383095123664,59.95830845545029,59.954387407330614,59.95912954360382,0.0,0.0,0.0,0.0,-8.167108614998142,1.0,0
68,2024-12-23 14:18:06.380361,8.62552540599543,8.62077873477675,59.9390026852024,59.92107586435185,59.939002709622656,59.93507845595655,59.93982387804843,0.0,0.0,0.0,0.0,-8.167328810486651,1.0,0
69,2024-12-23 14:18:13.194228,8.606218337121598,8.601471188453354,59.919695970818935,59.90176858552609,59.91969599523945,59.91577052241298,59.92051719400776,0.0,0.0,0.0,0.0,-8.167412832449372,1.0,0
70,2024-12-23 14:18:20.460572,8.586911125383095,8.582163790342877,59.900388890579265,59.882461289850006,59.900388914999866,59.89646297620633,59.901210125021386,0.0,0.0,0.0,0.0,-8.167441805539966,1.0,0
71,2024-12-23 14:18:27.377272,8.567603851124904,8.562856449990678,59.88108167386599,59.863153989577995,59.88108169828663,59.87715557814135,59.88190291323363,0.0,0.0,0.0,0.0,-8.167453394776203,1.0,0
72,2024-12-23 14:18:34.519044,8.548296560656684,8.54354913034651,59.86177439831954,59.843846684481775,59.8617744227402,59.85784823780546,59.862595638962674,0.0,0.0,0.0,0.0,-8.167462086703381,1.0,0
73,2024-12-23 14:18:41.278629,8.528143247201761,8.523118520765365,59.842398542733385,59.822947092353985,59.842398568312426,59.8385400114428,59.84328766964339,0.0,0.0,0.0,0.0,-8.554878664881471,1.0,0
74,2024-12-23 14:18:48.438025,8.507905387040376,8.502772444310004,59.82223823984016,59.80266213888316,59.82223826547204,59.818109471614676,59.823134286986615,0.0,0.0,0.0,0.0,-8.572549352834358,1.0,0
75,2024-12-23 14:18:55.492855,8.48763506599384,8.482458835257171,59.80199768952691,59.78237279359242,59.80199771517941,59.797763421884454,59.80289640019027,0.0,0.0,0.0,0.0,-8.579450743013695,1.0,0
76,2024-12-23 14:19:02.333584,8.46735181453946,8.462158157702726,59.78172629615997,59.7620818652144,59.78172632182073,59.77744982346879,59.782626068526774,0.0,0.0,0.0,0.0,-8.582211878547241,1.0,0
77,2024-12-23 14:19:09.181577,8.447063403183872,8.441862646286145,59.761442616269086,59.74179030930731,59.76144264193317,59.75714915015871,59.7623428128305,0.0,0.0,0.0,0.0,-8.583324445226026,1.0,0
78,2024-12-23 14:19:16.183477,8.426772883817053,8.42156924237028,59.74115402991826,59.72149851514668,59.7411540555837,59.73685364047394,59.74205439974227,0.0,0.0,0.0,0.0,-8.583776425439282,1.0,0
79,2024-12-23 14:19:23.478096,8.406481507264562,8.401276695122009,59.72086343939548,59.70120662181998,59.720863465061484,59.71656023726207,59.72176387967096,0.0,0.0,0.0,0.0,-8.58396475052814,1.0,0
80,2024-12-23 14:19:30.516211,8.3861897790073,8.380984495586556,59.70057203364864,59.680914687799216,59.70057205931485,59.69626769029956,59.70147250282942,0.0,0.0,0.0,0.0,-8.584034285945563,1.0,0
81,2024-12-23 14:19:37.709701,8.365897909912738,8.360692436152897,59.680280293700484,59.660622735470064,59.68028031936679,59.675975490879246,59.681180774456415,0.0,0.0,0.0,0.0,-8.584063259036157,1.0,0
82,2024-12-23 14:19:44.535994,8.345605985435881,8.340400433440614,59.65998842000922,59.64033077625267,59.65998844567555,59.6556834314922,59.660888905316334,0.0,0.0,0.0,0.0,-8.584074848272394,1.0,0
83,2024-12-23 14:19:51.388942,8.325314037210136,8.320108454066169,59.639696493562994,59.620038814993286,59.63969651922935,59.635391428799096,59.640596980819964,0.0,0.0,0.0,0.0,-8.584080642890513,1.0,0
84,2024-12-23 14:19:58.292865,8.305022085020985,8.299816484210275,59.619404545006475,59.59974685267658,59.619404570672835,59.61509944943247,59.62030503259096,0.0,0.0,0.0,0.0,-8.584083540199572,1.0,0
85,2024-12-23 14:20:05.127898,8.276954281582407,8.269215556775432,59.59836358864049,59.56171767065241,59.59836362504183,59.59479721419427,59.600005664625144,0.0,0.0,0.0,0.0,-12.17438546689209,1.0,0
86,2024-12-23 14:20:12.216383,8.24820891908958,8.239292199670233,59.57022087778517,59.532466935188964,59.57022091453547,59.56419706950814,59.57193711953242,0.0,0.0,0.0,0.0,-12.291094870420238,1.0,0
87,2024-12-23 14:20:19.315403,8.21918395533313,8.209648445287199,59.54144416090337,59.503166487601234,59.541444197816965,59.53427403105268,59.54319144660175,0.0,0.0,0.0,0.0,-12.34570914618871,1.0,0
88,2024-12-23 14:20:26.455924,8.190018480673238,8.180145200176998,59.51240334252935,59.473848505828286,59.512403379528976,59.50463043583673,59.51416632586974,0.0,0.0,0.0,0.0,-12.37447942514791,1.0,0
89,2024-12-23 14:20:33.148036,8.160777898189895,8.150717057641948,59.48322936635423,59.444522651239396,59.483229403400856,59.475127275538064,59.48500076703688,0.0,0.0,0.0,0.0,-12.390200224103864,1.0,0
90,2024-12-23 14:20:40.400585,8.131496072757445,8.121330163531068,59.453984107629665,59.415192877872045,59.453984144702396,59.44569917950553,59.45576013825436,0.0,0.0,0.0,0.0,-12.398932713608701,1.0,0
91,2024-12-23 14:20:47.513963,8.10219122539623,8.09196628780155,59.42469967033769,59.38586106179286,59.42469970742506,59.416312311329534,59.426478286962066,0.0,0.0,0.0,0.0,-12.403829165918978,1.0,0
92,2024-12-23 14:20:54.729519,8.072873551871885,8.062615240752065,59.39539336598576,59.35652809762118,59.395393403081364,59.38694845003583,59.39717342517529,0.0,0.0,0.0,0.0,-12.406581609525347,1.0,0
93,2024-12-23 14:21:01.477941,8.043548632954451,8.033271442432875,59.366074869335115,59.32719452624838,59.36607490643538,59.357597411142336,59.36785574350124,0.0,0.0,0.0,0.0,-12.40813746449021,1.0,0
94,2024-12-23 14:21:08.353655,8.014219611206235,8.003931742979312,59.33674948428014,59.297860613446815,59.336749521383034,59.328253617434726,59.338530819968575,0.0,0.0,0.0,0.0,-12.409018246444248,1.0,0
95,2024-12-23 14:21:15.321059,7.984888277468026,7.974594361438927,59.307420199845225,59.26852650573218,59.307420236949596,59.29891392058891,59.30920179561953,0.0,0.0,0.0,0.0,-12.409513686293394,1.0,0
96,2024-12-23 14:21:22.217969,7.955555628196072,7.945258292538746,59.278088716633626,59.23919229133248,59.27808875373885,59.26957654052527,59.279870460401405,0.0,0.0,0.0,0.0,-12.409797622581209,1.0,0
97,2024-12-23 14:21:29.329411,7.925944807514327,7.915554426101148,59.24872433406514,59.20912470992201,59.248724371550324,59.240240055628455,59.25053749694219,0.0,0.0,0.0,0.0,-12.536876495232718,1.0,0
98,2024-12-23 14:21:36.463696,7.896313820197787,7.885870730702305,59.21911120357957,59.17946961191698,59.21911124107761,59.21053621212632,59.220926653391196,0.0,0.0,0.0,0.0,-12.541173204567713,1.0,0
99,2024-12-23 14:21:43.153763,7.866671488801274,7.856198383028999,59.189478915533435,59.14981351809299,59.18947895303874,59.180852529616295,59.191295653196214,0.0,0.0,0.0,0.0,-12.543604046868495,1.0,0
100,2024-12-23 14:21:50.196951,7.837022701765891,7.826532493999579,59.1598358438522,59.12015688809458,59.15983588136164,59.15118018927805,59.16165331447018,0.0,0.0,0.0,0.0,-12.544988960598857,1.0,0
101,2024-12-23 14:21:57.121295,9.062414076958028,7.880599477704658,60.93964969791716,59.955060787407085,60.939646103019854,59.12158778973234,59.14991996316445,0.0,0.0,1249.9732290210102,1.0,1202.309158047683,1.0,1
102,2024-12-23 14:22:04.451489,10.222661249527414,7.957851284083001,61.991110912669136,60.56220765940697,61.99110746325185,59.17570655771377,60.37358925900053,0.0,0.0,1210.796984646565,1.0,1153.6535373448942,1.0,1
103,2024-12-23 14:22:18.509120,10.668000000000001,8.157131052108575,77.59981077816909,69.7841108048496,77.59981026533114,59.29251214543229,77.5998102653311,0.0,0.0,306.8468999626716,1.0,171.5180423775564,1.0,1
104,2024-12-23 14:22:26.021073,10.668000000000001,8.425090624101689,77.60668856491488,69.85286878601241,77.60668805423713,59.45320278340864,77.6066880542371,0.0,0.0,305.5664477466277,1.0,170.79556939052054,1.0,1
105,2024-12-23 14:22:32.796030,10.668000000000001,8.690752007811346,77.61821431468849,69.96758572110427,77.6182138076307,59.72114539434514,77.61821380763067,0.0,0.0,303.42067434820234,1.0,169.58487664851418,1.0,1
106,2024-12-23 14:22:40.336901,10.668000000000001,8.954120544578595,77.62971303844125,70.08140261118112,77.62971253499491,59.98678998053754,77.62971253499488,0.0,0.0,301.27993244167584,1.0,168.3770348586222,1.0,1
107,2024-12-23 14:22:47.201343,10.668000000000001,9.215201617371559,77.64118485698526,70.19432148417422,77.64118435714184,60.25014188292009,77.6411843571418,0.0,0.0,299.1441995351945,1.0,167.17204402084462,1.0,1
108,2024-12-23 14:22:53.845387,10.668000000000001,9.474000648057327,77.65262953856615,70.30634417207365,77.65262904231712,60.51120648402746,77.65262904231709,0.0,0.0,297.0135187749807,1.0,165.9698983405633,1.0,1
109,2024-12-23 14:23:00.939275,10.668000000000001,9.738944265562177,77.69647962402924,70.63897462169325,77.6964791403408,60.77005014656851,77.69647914034074,0.0,0.0,288.84985491331423,1.0,161.76902619463362,1.0,1
110,2024-12-23 14:23:08.126637,10.668000000000001,10.001544489744209,77.70823185838888,70.75144354817004,77.70823137839217,61.0349766373492,77.70823137839214,0.0,0.0,286.66191639683143,1.0,160.53433214437973,1.0,1
111,2024-12-23 14:23:15.540625,10.668000000000001,10.26180655536076,77.7199579750172,70.8629978480292,77.71995749870403,61.297559902352496,77.71995749870399,0.0,0.0,284.4788402740579,1.0,159.30237315387785,1.0,1
112,2024-12-23 14:23:22.429826,10.668000000000001,10.519735734814514,77.73165760547784,70.97363923954366,77.73165713283986,61.55780517591028,77.73165713283984,0.0,0.0,282.30069513756007,1.0,158.0732129639273,1.0,1
113,2024-12-23 14:23:37.117619,10.668000000000001,10.668000000000001,79.02519601529514,78.88094574119262,79.02519594768293,78.84290748992585,79.0251959476829,0.0,0.0,41.47989266066902,1.0,22.61281923779279,1.0,1
114,2024-12-23 14:23:44.471396,10.668000000000001,10.668000000000001,79.0251960350062,78.88094575967787,79.02519596739398,78.84290750520657,79.02519596739393,0.0,0.0,41.47988899101849,1.0,22.61283082702903,1.0,1
115,2024-12-23 14:23:51.802641,10.668000000000001,10.668000000000001,79.02519593173488,78.88094565640655,79.02519586412258,78.84290740193525,79.02519586412254,0.0,0.0,41.47990821726299,1.0,22.612854005501504,1.0,1
116,2024-12-23 14:23:59.092657,10.668000000000001,10.668000000000001,79.02519605002094,78.8809457746926,79.0251959824087,78.84290752022127,79.02519598240865,0.0,0.0,41.47988619569761,1.0,22.61283082702903,1.0,1
117,2024-12-23 14:24:06.341835,10.668000000000001,10.668000000000001,79.0251959908758,78.88094571554747,79.02519592326354,78.84290746107615,79.02519592326348,0.0,0.0,41.479897206871435,1.0,22.612842416265266,1.0,1
118,2024-12-23 14:24:13.561591,10.668000000000001,10.668000000000001,79.02519595144844,78.8809456761201,79.02519588383616,78.84290742164879,79.0251958838361,0.0,0.0,41.47990454714599,1.0,22.612848210883385,1.0,1
119,2024-12-23 14:24:20.996354,10.668000000000001,10.668000000000001,79.02519606973333,78.88094579440502,79.02519600212109,78.84290753993373,79.02519600212104,0.0,0.0,41.47988252579791,1.0,22.61283082702903,1.0,1
120,2024-12-23 14:24:28.440434,10.668000000000001,10.668000000000001,79.02519599088235,78.880945715554,79.02519592327009,78.84290746108272,79.02519592327003,0.0,0.0,41.47989720564877,1.0,22.612842416265266,1.0,1
121,2024-12-23 14:24:36.002075,10.668000000000001,10.668000000000001,79.06987237730722,78.97456687677082,79.06987232325453,78.9494356189004,79.06987232325447,0.0,0.0,33.16239913296263,1.0,18.07785838423115,1.0,1
122,2024-12-23 14:24:42.775935,10.668000000000001,10.668000000000001,79.06987237903475,78.9745668784983,79.06987232498204,78.9494356206279,79.06987232498199,0.0,0.0,33.16239881134395,1.0,18.077864178849268,1.0,1
123,2024-12-23 14:24:50.066242,10.668000000000001,10.668000000000001,79.06987235930362,78.97456685876715,79.0698723052509,78.94943560089672,79.06987230525085,0.0,0.0,33.162402484734905,1.0,18.077864178849268,1.0,1
124,2024-12-23 14:24:57.362772,10.668000000000001,10.668000000000001,79.06987241846788,78.97456691793145,79.06987236441523,78.94943566006103,79.06987236441518,0.0,0.0,33.16239146999449,1.0,18.07784679499491,1.0,1
125,2024-12-23 14:25:04.233888,10.668000000000001,10.668000000000001,79.06987243819634,78.97456693765987,79.06987238414366,78.94943567978945,79.06987238414361,0.0,0.0,33.16238779710477,1.0,18.07785258961303,1.0,1
126,2024-12-23 14:25:11.383243,10.668000000000001,10.668000000000001,79.06987245791329,78.97456695737684,79.06987240386063,78.94943569950641,79.06987240386057,0.0,0.0,33.16238412636195,1.0,18.07784679499491,1.0,1
127,2024-12-23 14:25:18.469037,10.668000000000001,10.668000000000001,79.06987241846936,78.9745669179329,79.0698723644167,78.94943566006248,79.06987236441665,0.0,0.0,33.162391469722145,1.0,18.07784679499491,1.0,1
128,2024-12-23 14:25:25.484124,10.668000000000001,10.668000000000001,79.06987241846936,78.9745669179329,79.0698723644167,78.94943566006248,79.06987236441665,0.0,0.0,33.162391469722145,1.0,18.07784679499491,1.0,1
